"","N_1901","N_1902","N_1903","N_1904","N_1905","N_1906","N_1907","N_1908","N_1909","N_1910","N_1911","N_1912","N_1913","N_1914","N_1915","N_1916","N_1917","N_1918","N_1919","N_1920","N_1921","N_1922","N_1923","N_1924","N_1925","N_1926","N_1927","N_1928","N_1929","N_1930","N_1931","N_1932","N_1933","N_1934","N_1935","N_1936","N_1937","N_1938","N_1939","N_1940","N_1941","N_1942","N_1943","N_1944","N_1945","N_1946","N_1947","N_1948","N_1949","N_1950","N_1951","N_1952","N_1953","N_1954","N_1955","N_1956","N_1957","N_1958","N_1959","N_1960","N_1961","N_1962","N_1963","N_1964","N_1965","N_1966","N_1967","N_1968","N_1969","N_1970","N_1971","N_1972","N_1973","N_1974","N_1975","N_1976","N_1977","N_1978","N_1979","N_1980","N_1981","N_1982","N_1983","N_1984","N_1985","N_1986","N_1987","N_1988","N_1989","N_1990","N_1991","N_1992","N_1993","N_1994","N_1995","N_1996","N_1997","N_1998","N_1999","N_2000","N_2001","N_2002","N_2003","N_2004","N_2005","N_2006","N_2007","N_2008","N_2009","N_2010","N_2011","N_2012","N_2013","N_2014","N_2015","N_2016","N_2017"
"1",23210.3747540747,23210.3747540747,23210.3747540747,23210.3747540747,23030.3747540747,22782.6144969148,22636.5101080453,21500.1170639253,19991.7804446599,17169.351254074,11536.9664519178,6592.73125306975,4305.72405056183,3707.53464306178,2899.5452998154,1475.45479679468,1168.10353331756,1157.7274511919,1138.37054159626,1135.18372034441,1140.69561381974,1239.72860401737,993.121515860765,954.197848745773,778.591438214497,598.363215200734,648.066242578488,709.477246291441,757.704443263758,778.498524031336,745.261503670461,797.877358822703,850.475119166967,799.052225914465,817.76121857823,847.241455907683,822.512462732698,658.442499202944,720.83629465402,787.139195385815,825.720284427323,890.954000540672,975.36255381465,1063.7587071164,1104.51671617386,971.129064365084,1033.12466730925,1095.98522430051,1151.79084446136,1177.87273605623,591.420063417239,602.46537909236,625.556992106696,544.835938244481,552.468183929336,508.823485741614,390.04388149587,366.009605408402,384.697803714776,406.156930380056,417.649515813354,444.231111943274,462.331454439081,494.146845546276,540.976702107855,540.243331305209,591.440482085743,458.487731997225,501.938925497203,549.50704745983,601.581821316381,658.589737855246,718.997478900511,787.126245778596,861.706108752012,943.346318455348,1032.71308852775,1130.53471442822,1237.60707714941,1354.79953254282,1483.06117435915,1623.42744086873,1777.02700901147,1945.08888370809,2128.94953963031,2330.05990363646,2549.99187206575,2790.44393025712,3053.24527208967,3340.3575928787,3653.87343527816,3996.00958904153,4369.09356572434,4775.54057625243,5217.81773007061,5698.39136735823,6219.65258694968,6783.81526364624,7392.78038356866,8047.96073803298,8750.06147350322,9498.81548385302,10292.6791062863,11128.5039655483,12001.215534193,12903.5471907294,13825.8970757463,14756.3874287034,15681.2027895407,16585.2543194771,17453.1574187836,18270.4261186929,19024.7045400006,19706.8088059144,20311.3724443699,20836.9783676742,21285.7899092311
"2",23210.3747540747,23210.3747540747,23210.3747540747,23210.3747540747,23030.3747540747,22782.6144969148,22636.5101080453,21500.1170639253,19991.7804446599,17169.351254074,11536.9664519178,6592.73125306975,4305.72405056183,3707.53464306178,2899.5452998154,1475.45479679468,1168.10353331756,1157.7274511919,1138.37054159626,1135.18372034441,1140.69561381974,1239.72860401737,993.121515860765,954.197848745773,778.591438214497,598.363215200734,648.066242578488,709.477246291441,757.704443263758,778.498524031336,745.261503670461,797.877358822703,850.475119166967,799.052225914465,817.76121857823,847.241455907683,822.512462732698,658.442499202944,720.83629465402,787.139195385815,825.720284427323,890.954000540672,975.36255381465,1063.7587071164,1104.51671617386,971.129064365084,1033.12466730925,1095.98522430051,1151.79084446136,1177.87273605623,591.420063417239,602.46537909236,625.556992106696,544.835938244481,552.468183929336,508.823485741614,390.04388149587,366.009605408402,384.697803714776,406.156930380056,417.649515813354,444.231111943274,462.331454439081,494.146845546276,540.976702107855,540.243331305209,591.440482085743,458.487731997225,501.938925497203,549.50704745983,601.581821316381,658.589737855246,718.997478900511,787.126245778596,861.706108752012,943.346318455348,1032.71308852775,1130.53471442822,1237.60707714941,1354.79953254282,1483.06117435915,1623.42744086873,1777.02700901147,1945.08888370809,2128.94953963031,2330.05990363646,2549.99187206575,2790.44393025712,3053.24527208967,3340.3575928787,3653.87343527816,3996.00958904153,4369.09356572434,4775.54057625243,5217.81773007061,5698.39136735823,6219.65258694968,6783.81526364624,7392.78038356866,8047.96073803298,8750.06147350322,9498.81548385302,10292.6791062863,11128.5039655483,12001.215534193,12903.5471907294,13825.8970757463,14756.3874287034,15681.2027895407,16585.2543194771,17453.1574187836,18270.4261186929,19024.7045400006,19706.8088059144,20311.3724443699,20836.9783676742,21285.7899092311
"3",23210.3747540747,23210.3747540747,23210.3747540747,23210.3747540747,23030.3747540747,22782.6144969148,22636.5101080453,21500.1170639253,19991.7804446599,17169.351254074,11536.9664519178,6592.73125306975,4305.72405056183,3707.53464306178,2899.5452998154,1475.45479679468,1168.10353331756,1157.7274511919,1138.37054159626,1135.18372034441,1140.69561381974,1239.72860401737,993.121515860765,954.197848745773,778.591438214497,598.363215200734,648.066242578488,709.477246291441,757.704443263758,778.498524031336,745.261503670461,797.877358822703,850.475119166967,799.052225914465,817.76121857823,847.241455907683,822.512462732698,658.442499202944,720.83629465402,787.139195385815,825.720284427323,890.954000540672,975.36255381465,1063.7587071164,1104.51671617386,971.129064365084,1033.12466730925,1095.98522430051,1151.79084446136,1177.87273605623,591.420063417239,602.46537909236,625.556992106696,544.835938244481,552.468183929336,508.823485741614,390.04388149587,366.009605408402,384.697803714776,406.156930380056,417.649515813354,444.231111943274,462.331454439081,494.146845546276,540.976702107855,540.243331305209,591.440482085743,458.487731997225,501.938925497203,549.50704745983,601.581821316381,658.589737855246,718.997478900511,787.126245778596,861.706108752012,943.346318455348,1032.71308852775,1130.53471442822,1237.60707714941,1354.79953254282,1483.06117435915,1623.42744086873,1777.02700901147,1945.08888370809,2128.94953963031,2330.05990363646,2549.99187206575,2790.44393025712,3053.24527208967,3340.3575928787,3653.87343527816,3996.00958904153,4369.09356572434,4775.54057625243,5217.81773007061,5698.39136735823,6219.65258694968,6783.81526364624,7392.78038356866,8047.96073803298,8750.06147350322,9498.81548385302,10292.6791062863,11128.5039655483,12001.215534193,12903.5471907294,13825.8970757463,14756.3874287034,15681.2027895407,16585.2543194771,17453.1574187836,18270.4261186929,19024.7045400006,19706.8088059144,20311.3724443699,20836.9783676742,21285.7899092311
"4",22294.6270835687,22294.6270835687,22294.6270835687,22294.6270835687,22114.6270835687,21875.7319719961,21747.9305180898,20631.9201570598,19186.6465372939,16465.0621897561,10979.0806108332,6183.86060226703,3985.08182251401,3439.7153138447,2678.19503935521,1289.16420927253,991.184815441187,984.819429499207,969.718882546886,970.874231022461,981.163025961368,1085.64017789458,847.181023346142,812.179007208856,640.131756008016,460.193823588418,506.44340118795,565.043158781667,611.421094257079,631.162908243062,597.187796617748,648.283508723879,700.28824357904,649.306300421977,667.42930929582,696.647980170117,672.245141394627,508.020675568708,566.802885345484,630.384353830208,667.319207161423,731.525146641341,816.154695949795,906.566947551881,951.426983064054,823.469463330112,888.727124777564,956.525940965568,1019.15741159059,1054.02241068516,477.913122319658,488.212530905747,510.703382555537,429.795914857014,435.528817130378,389.924960560434,268.045028111888,238.062949021449,249.611546970082,263.496479196683,266.988077765249,284.883696850269,293.850039616824,315.853877078378,352.403740912265,341.182603090186,380.663142215265,235.711636092481,262.988152982632,293.420931921834,327.375117556441,365.25806286518,405.5241924916,452.449030009227,504.802643529943,563.212604897141,628.378814517832,701.081738700677,782.191540671066,872.678181969443,973.622567863284,1086.22880164699,1211.83759525888,1351.94085313428,1508.19739631009,1682.44971540422,1876.74152122987,2093.33568208698,2334.7318714325,2603.68286302652,2903.20785436065,3236.60040907451,3607.42750338154,4019.51464206734,4476.90997054913,4983.81766160535,5544.48757979556,6163.04447923714,6843.23628729109,7588.07854057157,8399.37301455167,9277.08678965349,10218.5989029792,11217.8617743687,12264.5882344688,13343.6583176941,14435.0209686361,15514.3961014831,16554.9938985835,17530.2106560069,18416.8691518899,19198.2145217058,19865.7966807343,20419.7014839106,20867.1984900854,21220.4093167088,21493.7866609118
"5",22294.6270835687,22294.6270835687,22294.6270835687,22294.6270835687,22114.6270835687,21875.7319719961,21747.9305180898,20631.9201570598,19186.6465372939,16465.0621897561,10979.0806108332,6183.86060226703,3985.08182251401,3439.7153138447,2678.19503935521,1289.16420927253,991.184815441187,984.819429499207,969.718882546886,970.874231022461,981.163025961368,1085.64017789458,847.181023346142,812.179007208856,640.131756008016,460.193823588418,506.44340118795,565.043158781667,611.421094257079,631.162908243062,597.187796617748,648.283508723879,700.28824357904,649.306300421977,667.42930929582,696.647980170117,672.245141394627,508.020675568708,566.802885345484,630.384353830208,667.319207161423,731.525146641341,816.154695949795,906.566947551881,951.426983064054,823.469463330112,888.727124777564,956.525940965568,1019.15741159059,1054.02241068516,477.913122319658,488.212530905747,510.703382555537,429.795914857014,435.528817130378,389.924960560434,268.045028111888,238.062949021449,249.611546970082,263.496479196683,266.988077765249,284.883696850269,293.850039616824,315.853877078378,352.403740912265,341.182603090186,380.663142215265,235.711636092481,262.988152982632,293.420931921834,327.375117556441,365.25806286518,405.5241924916,452.449030009227,504.802643529943,563.212604897141,628.378814517832,701.081738700677,782.191540671066,872.678181969443,973.622567863284,1086.22880164699,1211.83759525888,1351.94085313428,1508.19739631009,1682.44971540422,1876.74152122987,2093.33568208698,2334.7318714325,2603.68286302652,2903.20785436065,3236.60040907451,3607.42750338154,4019.51464206734,4476.90997054913,4983.81766160535,5544.48757979556,6163.04447923714,6843.23628729109,7588.07854057157,8399.37301455167,9277.08678965349,10218.5989029792,11217.8617743687,12264.5882344688,13343.6583176941,14435.0209686361,15514.3961014831,16554.9938985835,17530.2106560069,18416.8691518899,19198.2145217058,19865.7966807343,20419.7014839106,20867.1984900854,21220.4093167088,21493.7866609118
"6",22294.6270835687,22294.6270835687,22294.6270835687,22294.6270835687,22114.6270835687,21875.7319719961,21747.9305180898,20631.9201570598,19186.6465372939,16465.0621897561,10979.0806108332,6183.86060226703,3985.08182251401,3439.7153138447,2678.19503935521,1289.16420927253,991.184815441187,984.819429499207,969.718882546886,970.874231022461,981.163025961368,1085.64017789458,847.181023346142,812.179007208856,640.131756008016,460.193823588418,506.44340118795,565.043158781667,611.421094257079,631.162908243062,597.187796617748,648.283508723879,700.28824357904,649.306300421977,667.42930929582,696.647980170117,672.245141394627,508.020675568708,566.802885345484,630.384353830208,667.319207161423,731.525146641341,816.154695949795,906.566947551881,951.426983064054,823.469463330112,888.727124777564,956.525940965568,1019.15741159059,1054.02241068516,477.913122319658,488.212530905747,510.703382555537,429.795914857014,435.528817130378,389.924960560434,268.045028111888,238.062949021449,249.611546970082,263.496479196683,266.988077765249,284.883696850269,293.850039616824,315.853877078378,352.403740912265,341.182603090186,380.663142215265,235.711636092481,262.988152982632,293.420931921834,327.375117556441,365.25806286518,405.5241924916,452.449030009227,504.802643529943,563.212604897141,628.378814517832,701.081738700677,782.191540671066,872.678181969443,973.622567863284,1086.22880164699,1211.83759525888,1351.94085313428,1508.19739631009,1682.44971540422,1876.74152122987,2093.33568208698,2334.7318714325,2603.68286302652,2903.20785436065,3236.60040907451,3607.42750338154,4019.51464206734,4476.90997054913,4983.81766160535,5544.48757979556,6163.04447923714,6843.23628729109,7588.07854057157,8399.37301455167,9277.08678965349,10218.5989029792,11217.8617743687,12264.5882344688,13343.6583176941,14435.0209686361,15514.3961014831,16554.9938985835,17530.2106560069,18416.8691518899,19198.2145217058,19865.7966807343,20419.7014839106,20867.1984900854,21220.4093167088,21493.7866609118
"7",22294.6270835687,22294.6270835687,22294.6270835687,22294.6270835687,22114.6270835687,21875.7319719961,21747.9305180898,20631.9201570598,19186.6465372939,16465.0621897561,10979.0806108332,6183.86060226703,3985.08182251401,3439.7153138447,2678.19503935521,1289.16420927253,991.184815441187,984.819429499207,969.718882546886,970.874231022461,981.163025961368,1085.64017789458,847.181023346142,812.179007208856,640.131756008016,460.193823588418,506.44340118795,565.043158781667,611.421094257079,631.162908243062,597.187796617748,648.283508723879,700.28824357904,649.306300421977,667.42930929582,696.647980170117,672.245141394627,508.020675568708,566.802885345484,630.384353830208,667.319207161423,731.525146641341,816.154695949795,906.566947551881,951.426983064054,823.469463330112,888.727124777564,956.525940965568,1019.15741159059,1054.02241068516,477.913122319658,488.212530905747,510.703382555537,429.795914857014,435.528817130378,389.924960560434,268.045028111888,238.062949021449,249.611546970082,263.496479196683,266.988077765249,284.883696850269,293.850039616824,315.853877078378,352.403740912265,341.182603090186,380.663142215265,235.711636092481,262.988152982632,293.420931921834,327.375117556441,365.25806286518,405.5241924916,452.449030009227,504.802643529943,563.212604897141,628.378814517832,701.081738700677,782.191540671066,872.678181969443,973.622567863284,1086.22880164699,1211.83759525888,1351.94085313428,1508.19739631009,1682.44971540422,1876.74152122987,2093.33568208698,2334.7318714325,2603.68286302652,2903.20785436065,3236.60040907451,3607.42750338154,4019.51464206734,4476.90997054913,4983.81766160535,5544.48757979556,6163.04447923714,6843.23628729109,7588.07854057157,8399.37301455167,9277.08678965349,10218.5989029792,11217.8617743687,12264.5882344688,13343.6583176941,14435.0209686361,15514.3961014831,16554.9938985835,17530.2106560069,18416.8691518899,19198.2145217058,19865.7966807343,20419.7014839106,20867.1984900854,21220.4093167088,21493.7866609118
"8",22294.6270835687,22294.6270835687,22294.6270835687,22294.6270835687,22114.6270835687,21875.7319719961,21747.9305180898,20631.9201570598,19186.6465372939,16465.0621897561,10979.0806108332,6183.86060226703,3985.08182251401,3439.7153138447,2678.19503935521,1289.16420927253,991.184815441187,984.819429499207,969.718882546886,970.874231022461,981.163025961368,1085.64017789458,847.181023346142,812.179007208856,640.131756008016,460.193823588418,506.44340118795,565.043158781667,611.421094257079,631.162908243062,597.187796617748,648.283508723879,700.28824357904,649.306300421977,667.42930929582,696.647980170117,672.245141394627,508.020675568708,566.802885345484,630.384353830208,667.319207161423,731.525146641341,816.154695949795,906.566947551881,951.426983064054,823.469463330112,888.727124777564,956.525940965568,1019.15741159059,1054.02241068516,477.913122319658,488.212530905747,510.703382555537,429.795914857014,435.528817130378,389.924960560434,268.045028111888,238.062949021449,249.611546970082,263.496479196683,266.988077765249,284.883696850269,293.850039616824,315.853877078378,352.403740912265,341.182603090186,380.663142215265,235.711636092481,262.988152982632,293.420931921834,327.375117556441,365.25806286518,405.5241924916,452.449030009227,504.802643529943,563.212604897141,628.378814517832,701.081738700677,782.191540671066,872.678181969443,973.622567863284,1086.22880164699,1211.83759525888,1351.94085313428,1508.19739631009,1682.44971540422,1876.74152122987,2093.33568208698,2334.7318714325,2603.68286302652,2903.20785436065,3236.60040907451,3607.42750338154,4019.51464206734,4476.90997054913,4983.81766160535,5544.48757979556,6163.04447923714,6843.23628729109,7588.07854057157,8399.37301455167,9277.08678965349,10218.5989029792,11217.8617743687,12264.5882344688,13343.6583176941,14435.0209686361,15514.3961014831,16554.9938985835,17530.2106560069,18416.8691518899,19198.2145217058,19865.7966807343,20419.7014839106,20867.1984900854,21220.4093167088,21493.7866609118
"9",22294.6270835687,22294.6270835687,22294.6270835687,22294.6270835687,22114.6270835687,21875.7319719961,21747.9305180898,20631.9201570598,19186.6465372939,16465.0621897561,10979.0806108332,6183.86060226703,3985.08182251401,3439.7153138447,2678.19503935521,1289.16420927253,991.184815441187,984.819429499207,969.718882546886,970.874231022461,981.163025961368,1085.64017789458,847.181023346142,812.179007208856,640.131756008016,460.193823588418,506.44340118795,565.043158781667,611.421094257079,631.162908243062,597.187796617748,648.283508723879,700.28824357904,649.306300421977,667.42930929582,696.647980170117,672.245141394627,508.020675568708,566.802885345484,630.384353830208,667.319207161423,731.525146641341,816.154695949795,906.566947551881,951.426983064054,823.469463330112,888.727124777564,956.525940965568,1019.15741159059,1054.02241068516,477.913122319658,488.212530905747,510.703382555537,429.795914857014,435.528817130378,389.924960560434,268.045028111888,238.062949021449,249.611546970082,263.496479196683,266.988077765249,284.883696850269,293.850039616824,315.853877078378,352.403740912265,341.182603090186,380.663142215265,235.711636092481,262.988152982632,293.420931921834,327.375117556441,365.25806286518,405.5241924916,452.449030009227,504.802643529943,563.212604897141,628.378814517832,701.081738700677,782.191540671066,872.678181969443,973.622567863284,1086.22880164699,1211.83759525888,1351.94085313428,1508.19739631009,1682.44971540422,1876.74152122987,2093.33568208698,2334.7318714325,2603.68286302652,2903.20785436065,3236.60040907451,3607.42750338154,4019.51464206734,4476.90997054913,4983.81766160535,5544.48757979556,6163.04447923714,6843.23628729109,7588.07854057157,8399.37301455167,9277.08678965349,10218.5989029792,11217.8617743687,12264.5882344688,13343.6583176941,14435.0209686361,15514.3961014831,16554.9938985835,17530.2106560069,18416.8691518899,19198.2145217058,19865.7966807343,20419.7014839106,20867.1984900854,21220.4093167088,21493.7866609118
"10",22294.6270835687,22294.6270835687,22294.6270835687,22294.6270835687,22114.6270835687,21875.7319719961,21747.9305180898,20631.9201570598,19186.6465372939,16465.0621897561,10979.0806108332,6183.86060226703,3985.08182251401,3439.7153138447,2678.19503935521,1289.16420927253,991.184815441187,984.819429499207,969.718882546886,970.874231022461,981.163025961368,1085.64017789458,847.181023346142,812.179007208856,640.131756008016,460.193823588418,506.44340118795,565.043158781667,611.421094257079,631.162908243062,597.187796617748,648.283508723879,700.28824357904,649.306300421977,667.42930929582,696.647980170117,672.245141394627,508.020675568708,566.802885345484,630.384353830208,667.319207161423,731.525146641341,816.154695949795,906.566947551881,951.426983064054,823.469463330112,888.727124777564,956.525940965568,1019.15741159059,1054.02241068516,477.913122319658,488.212530905747,510.703382555537,429.795914857014,435.528817130378,389.924960560434,268.045028111888,238.062949021449,249.611546970082,263.496479196683,266.988077765249,284.883696850269,293.850039616824,315.853877078378,352.403740912265,341.182603090186,380.663142215265,235.711636092481,262.988152982632,293.420931921834,327.375117556441,365.25806286518,405.5241924916,452.449030009227,504.802643529943,563.212604897141,628.378814517832,701.081738700677,782.191540671066,872.678181969443,973.622567863284,1086.22880164699,1211.83759525888,1351.94085313428,1508.19739631009,1682.44971540422,1876.74152122987,2093.33568208698,2334.7318714325,2603.68286302652,2903.20785436065,3236.60040907451,3607.42750338154,4019.51464206734,4476.90997054913,4983.81766160535,5544.48757979556,6163.04447923714,6843.23628729109,7588.07854057157,8399.37301455167,9277.08678965349,10218.5989029792,11217.8617743687,12264.5882344688,13343.6583176941,14435.0209686361,15514.3961014831,16554.9938985835,17530.2106560069,18416.8691518899,19198.2145217058,19865.7966807343,20419.7014839106,20867.1984900854,21220.4093167088,21493.7866609118
