"","r_max","K","catch_multiplier_1","sample.N.obs","add_CV","Nmin","YearMin","violate_MVP","N2017","ROI_IA1","q_IA1","ROI_Count1","q_Count1","NLL.IAs","NLL.Count","NLL.N","NLL.GR","NLL","Likelihood","Max_Dep","status2017","draw","save"
"1",0.0947786825546063,23210.3747540747,1,14756.3874328043,0,366.009605408402,1958,0,21285.7899092311,0.0736352976355155,0.351138300716571,0,-9999,42.8823840376536,0,17.4798786254202,0,60.3622626630738,6.09540280036143e-27,0.0157692242924319,0.917080837115491,45,1
"2",0.0947786825546063,23210.3747540747,1,14756.3874328043,0,366.009605408402,1958,0,21285.7899092311,0.0736352976355155,0.351138300716571,0,-9999,42.8823840376536,0,17.4798786254202,0,60.3622626630738,6.09540280036143e-27,0.0157692242924319,0.917080837115491,45,1
"3",0.0947786825546063,23210.3747540747,1,14756.3874328043,0,366.009605408402,1958,0,21285.7899092311,0.0736352976355155,0.351138300716571,0,-9999,42.8823840376536,0,17.4798786254202,0,60.3622626630738,6.09540280036143e-27,0.0157692242924319,0.917080837115491,45,1
"4",0.11572205114644,22294.6270835687,1,15514.4106938969,0,235.711636092481,1968,0,21493.7866609118,0.0851867289996373,0.345040893927779,0,-9999,41.7666632380466,0,17.0633075202133,0,58.8299707582599,2.82142382379617e-26,0.0105725758591496,0.964079218743826,100,1
"5",0.11572205114644,22294.6270835687,1,15514.4106938969,0,235.711636092481,1968,0,21493.7866609118,0.0851867289996373,0.345040893927779,0,-9999,41.7666632380466,0,17.0633075202133,0,58.8299707582599,2.82142382379617e-26,0.0105725758591496,0.964079218743826,100,1
"6",0.11572205114644,22294.6270835687,1,15514.4106938969,0,235.711636092481,1968,0,21493.7866609118,0.0851867289996373,0.345040893927779,0,-9999,41.7666632380466,0,17.0633075202133,0,58.8299707582599,2.82142382379617e-26,0.0105725758591496,0.964079218743826,100,1
"7",0.11572205114644,22294.6270835687,1,15514.4106938969,0,235.711636092481,1968,0,21493.7866609118,0.0851867289996373,0.345040893927779,0,-9999,41.7666632380466,0,17.0633075202133,0,58.8299707582599,2.82142382379617e-26,0.0105725758591496,0.964079218743826,100,1
"8",0.11572205114644,22294.6270835687,1,15514.4106938969,0,235.711636092481,1968,0,21493.7866609118,0.0851867289996373,0.345040893927779,0,-9999,41.7666632380466,0,17.0633075202133,0,58.8299707582599,2.82142382379617e-26,0.0105725758591496,0.964079218743826,100,1
"9",0.11572205114644,22294.6270835687,1,15514.4106938969,0,235.711636092481,1968,0,21493.7866609118,0.0851867289996373,0.345040893927779,0,-9999,41.7666632380466,0,17.0633075202133,0,58.8299707582599,2.82142382379617e-26,0.0105725758591496,0.964079218743826,100,1
"10",0.11572205114644,22294.6270835687,1,15514.4106938969,0,235.711636092481,1968,0,21493.7866609118,0.0851867289996373,0.345040893927779,0,-9999,41.7666632380466,0,17.0633075202133,0,58.8299707582599,2.82142382379617e-26,0.0105725758591496,0.964079218743826,100,1
"11",0.11572205114644,22294.6270835687,1,15514.4106938969,0,235.711636092481,1968,0,21493.7866609118,0.0851867289996373,0.345040893927779,0,-9999,41.7666632380466,0,17.0633075202133,0,58.8299707582599,2.82142382379617e-26,0.0105725758591496,0.964079218743826,100,1
"12",0.11572205114644,22294.6270835687,1,15514.4106938969,0,235.711636092481,1968,0,21493.7866609118,0.0851867289996373,0.345040893927779,0,-9999,41.7666632380466,0,17.0633075202133,0,58.8299707582599,2.82142382379617e-26,0.0105725758591496,0.964079218743826,100,1
"13",0.11572205114644,22294.6270835687,1,15514.4106938969,0,235.711636092481,1968,0,21493.7866609118,0.0851867289996373,0.345040893927779,0,-9999,41.7666632380466,0,17.0633075202133,0,58.8299707582599,2.82142382379617e-26,0.0105725758591496,0.964079218743826,100,1
"14",0.11572205114644,22294.6270835687,1,15514.4106938969,0,235.711636092481,1968,0,21493.7866609118,0.0851867289996373,0.345040893927779,0,-9999,41.7666632380466,0,17.0633075202133,0,58.8299707582599,2.82142382379617e-26,0.0105725758591496,0.964079218743826,100,1
"15",0.11572205114644,22294.6270835687,1,15514.4106938969,0,235.711636092481,1968,0,21493.7866609118,0.0851867289996373,0.345040893927779,0,-9999,41.7666632380466,0,17.0633075202133,0,58.8299707582599,2.82142382379617e-26,0.0105725758591496,0.964079218743826,100,1
"16",0.11572205114644,22294.6270835687,1,15514.4106938969,0,235.711636092481,1968,0,21493.7866609118,0.0851867289996373,0.345040893927779,0,-9999,41.7666632380466,0,17.0633075202133,0,58.8299707582599,2.82142382379617e-26,0.0105725758591496,0.964079218743826,100,1
"17",0.11572205114644,22294.6270835687,1,15514.4106938969,0,235.711636092481,1968,0,21493.7866609118,0.0851867289996373,0.345040893927779,0,-9999,41.7666632380466,0,17.0633075202133,0,58.8299707582599,2.82142382379617e-26,0.0105725758591496,0.964079218743826,100,1
"18",0.0915104795843363,23364.9716694697,1,14766.6954938322,0,399.309176389561,1958,0,21247.7934167912,0.0711657746682315,0.348595001023494,0,-9999,43.2059216038694,0,17.5636993939233,0,60.7696209977927,4.05591582572263e-27,0.0170900774902854,0.90938665440605,160,1
"19",0.0915104795843363,23364.9716694697,1,14766.6954938322,0,399.309176389561,1958,0,21247.7934167912,0.0711657746682315,0.348595001023494,0,-9999,43.2059216038694,0,17.5636993939233,0,60.7696209977927,4.05591582572263e-27,0.0170900774902854,0.90938665440605,160,1
