"","N_1901","N_1902","N_1903","N_1904","N_1905","N_1906","N_1907","N_1908","N_1909","N_1910","N_1911","N_1912","N_1913","N_1914","N_1915","N_1916","N_1917","N_1918","N_1919","N_1920","N_1921","N_1922","N_1923","N_1924","N_1925","N_1926","N_1927","N_1928","N_1929","N_1930","N_1931","N_1932","N_1933","N_1934","N_1935","N_1936","N_1937","N_1938","N_1939","N_1940","N_1941","N_1942","N_1943","N_1944","N_1945","N_1946","N_1947","N_1948","N_1949","N_1950","N_1951","N_1952","N_1953","N_1954","N_1955","N_1956","N_1957","N_1958","N_1959","N_1960","N_1961","N_1962","N_1963","N_1964","N_1965","N_1966","N_1967","N_1968","N_1969","N_1970","N_1971","N_1972","N_1973","N_1974","N_1975","N_1976","N_1977","N_1978","N_1979","N_1980","N_1981","N_1982","N_1983","N_1984","N_1985","N_1986","N_1987","N_1988","N_1989","N_1990","N_1991","N_1992","N_1993","N_1994","N_1995","N_1996","N_1997","N_1998","N_1999","N_2000","N_2001","N_2002","N_2003","N_2004","N_2005","N_2006","N_2007","N_2008","N_2009","N_2010","N_2011","N_2012","N_2013","N_2014","N_2015","N_2016","N_2017","N_2018"
"mean",23883.2109572602,23883.2109572602,23883.2109572602,23883.2109572602,23703.2109572602,23452.0207524867,23298.0403412524,22151.4772573586,20615.1248109255,17746.4804756102,12047.1230433593,7034.63532025015,4706.14142822895,4083.02671949525,3254.40473201405,1815.8021539252,1505.25401852303,1494.14198804221,1474.13701408146,1470.46952749716,1475.54452261038,1574.1202533785,1326.2805046924,1288.16081311867,1113.74444622027,936.218518484746,990.202852183981,1055.62908730817,1107.50599244692,1131.68688761199,1101.79531766539,1158.15799397007,1214.21330899465,1165.95724495692,1188.39058502076,1221.59409785174,1200.50389842686,1040.43467564505,1108.33996367494,1179.84465750575,1223.28344125652,1293.25553642952,1382.06839811625,1474.37887144063,1518.52901071622,1388.40394870865,1454.97014650341,1522.1442051757,1582.00945490725,1611.96811491058,1029.47060304057,1049.59365867164,1082.0919721101,1011.02841146736,1029.44000349291,997.007603380498,890.317640206775,879.898110426519,912.990463655514,949.320691404809,976.151249378145,1018.64288756698,1053.12655669661,1101.89266490585,1166.1536700256,1183.23282719122,1253.0423077841,1139.10287147702,1203.52478977302,1272.60597637615,1346.72687040624,1426.30113131052,1509.77861228485,1601.47604990067,1700.08217853719,1806.17435533201,1920.38056317357,2043.38377478797,2175.92661961153,2318.81634559441,2472.93005491125,2639.22017387451,2818.72009116921,3012.54986218549,3221.92182715433,3448.14592225773,3692.63436965429,3956.90530632152,4242.58474237819,4551.4060141221,4885.20559971387,5245.91377835143,5635.5381184303,6056.13716131941,6509.78092063216,6998.49396275344,7524.17594218176,8088.49369092379,8692.73860249448,9337.64361782238,10023.1564032361,10748.1704020185,11510.2246093719,12305.1971798019,13127.0371650099,13967.600009298,14816.6689169407,15662.2443070048,16491.1541023042,17289.9714893109,18046.1336450063,18749.0666593978,19391.0832089517,19967.8619022318,20478.4323435197,20924.7280054231,21310.8687573725,21642.3623612545
"median",23332.4585218462,23332.4585218462,23332.4585218462,23332.4585218462,23152.4585218462,22903.6075119508,22755.1923778085,21616.1283659596,20099.7862695376,17264.4552468537,11613.3522230209,6650.05889987401,4351.57940121422,3746.40557336278,2932.33920689572,1503.86987053841,1195.48448713739,1184.5743790044,1164.61707940143,1160.82610685054,1165.68679798431,1264.08160152372,1016.69894908636,977.529998746583,801.627640474849,621.360761153579,671.573045977785,733.524219490504,782.046133867844,803.031504842634,769.947083552071,822.819541946998,875.616469403712,824.705658430706,844.055480439633,873.746798382109,849.50362131955,685.594343671116,748.530502268214,815.240575924967,854.069635157244,919.776848465953,1005.31170830675,1093.88960904524,1135.51107780897,1001.88506921218,1064.59703500467,1128.10388078188,1184.47728926053,1210.40436924608,622.867328984139,635.736086803808,660.182984005006,581.045499807468,590.365775509667,549.035176337911,432.542044523026,410.679244319745,432.132075362974,456.572353742131,471.516028730547,501.346415577136,522.982729546844,559.535223340092,610.720012249457,615.117284537035,671.920462611226,544.232873032132,594.50818380223,648.27166944652,708.902923824064,775.020556936667,844.928059701232,922.076610485151,1005.14023495796,1098.56602746633,1200.06064269437,1307.95936494635,1424.99495184624,1555.47836837129,1700.51281186687,1854.47471912141,2024.88482668624,2209.58733836268,2419.01407084951,2641.09675656829,2881.67390456865,3149.2223708037,3431.94225242511,3744.60906347307,4084.71057528871,4454.8759454364,4879.10496502251,5328.86189091037,5808.6895980774,6334.56931855366,6898.7625043681,7509.17600216569,8179.16628918406,8885.35634248095,9624.65683099695,10403.1211720624,11242.4667641921,12108.9653953218,12977.4036611179,13862.5145872837,14747.6855625503,15609.7253845103,16443.1624626946,17245.504048036,18006.4646146913,18739.4275160098,19424.8138127095,20045.9819008463,20588.2502677731,21049.2748910107,21425.447069712,21738.1148849428
"2.5%PI",22254.9305258164,22254.9305258164,22254.9305258164,22254.9305258164,22074.9305258164,21836.4463609288,21709.472729002,20594.3510544923,19151.9178354228,16434.8406645496,10955.4063315185,6166.84572097615,3971.97829389198,3428.94251826911,2669.4971002981,1282.0495360862,984.493097248509,978.304934004473,963.371209155362,964.69859186467,975.180246762266,1079.88114652901,841.769909368849,806.932366991377,635.035874551101,455.104657281765,501.192700843029,559.655532748456,605.935627313708,625.611764380402,591.581866663192,642.584484384054,694.533278849467,643.537737108352,661.597659878772,690.798429266485,666.426714266117,502.211985160082,560.836704807295,624.302569102899,661.316692092705,725.445238988401,810.003947990649,900.534714974091,945.619765746186,817.744886349277,882.905466148685,950.683005895224,1013.70119922176,1048.77180608727,473.157152158954,483.619850167086,505.920458993671,424.582301165801,429.86360386465,384.006119554594,261.435338791321,230.584802629373,241.478004550999,254.550564611884,256.969483480031,273.688536388848,281.384917202111,301.972569731104,336.938827630586,324.296901499099,361.484376898007,214.338787257306,238.964516465043,266.84178077779,297.777770026347,332.245444205438,367.576944758932,409.054343362929,457.204500292301,511.021284704766,571.171045990597,637.767742777008,711.607032628802,794.009555389306,885.935997975734,988.934414888823,1103.33352173821,1233.16638944774,1377.41091904256,1531.72419146454,1710.14526370605,1909.27121636156,2126.46663758589,2369.72026434225,2645.24440389587,2938.23954202611,3269.12444934878,3624.45438327414,4024.8384615614,4470.09078156028,4953.46047063246,5495.78328056027,6085.94183041655,6736.46484931107,7449.67973099804,8213.57198372442,9015.37946192273,9891.18076433249,10805.0719109213,11756.8299434473,12722.6239736083,13688.4713707528,14626.894324569,15545.6721057659,16348.7496998384,17053.1090948415,17643.8193894274,18186.1532126599,18626.5014358114,19056.1334161928,19454.7473319011,19862.1303196271
"97.5%PI",28799.3582273101,28799.3582273101,28799.3582273101,28799.3582273101,28619.3582273101,28343.303094211,28133.0751985268,26915.0283999998,25178.8144639173,21986.0068450665,15810.3622390693,10321.0678086631,7710.64415456931,6923.35268389201,5958.66558738769,4428.86258658028,4105.31653883632,4100.58774641564,4089.93922031648,4091.5157519105,4102.06034522918,4205.8497545685,3960.54093816061,3939.74877923042,3779.72830225161,3629.48716230882,3719.87268689862,3824.01790030396,3915.34271962946,3976.77133690893,3980.03334704276,4067.04944517207,4157.30507280929,4144.05695334245,4207.59535522393,4277.32689034163,4291.71169090573,4170.15162898978,4288.26012365294,4407.62597942524,4490.18066499367,4601.8242148454,4728.92205812105,4856.72924006343,4932.40374622992,4831.29548712432,4934.64355823685,5033.91536123957,5127.95928394189,5188.54689578268,4633.44191924046,4720.38533217511,4818.17740993611,4811.73087484572,4901.11217096718,4940.87920394992,4918.85100821619,5003.36472338736,5135.28538822928,5271.95218203897,5400.48545212945,5546.64123069544,5685.89921384995,5828.23298269104,5975.1539683451,6073.43356449634,6230.10865191927,6218.00625739894,6394.58254917072,6575.63683065598,6759.60187086682,6939.90230489624,7127.32154624236,7327.49161868103,7532.61190517209,7736.15160703111,7903.09486605173,8105.49219772713,8318.59111759461,8531.19285144452,8751.79756742653,8996.7676702521,9252.22956925455,9513.77674351239,9770.38423850297,10047.44459429,10312.1993837304,10598.427533415,10875.4023507895,11153.286927916,11415.9142475417,11732.0913663693,12028.3596641122,12357.2943852383,12635.1775046711,12954.2576331621,13282.5950937765,13620.4179984816,13966.1358761882,14322.8610244192,14721.3258643285,15124.3604525322,15500.8546014802,15928.5907866307,16364.3046805895,16864.0576487966,17390.4779752577,17957.7804578414,18573.564462986,19209.176607097,19808.8988833002,20370.146437937,20861.8301151678,21284.2551697159,21657.0702676307,21995.073868587,22276.9012310277,22551.779456861
"5%PI",22302.8467719007,22302.8467719007,22302.8467719007,22302.8467719007,22122.8467719007,21883.8677515717,21755.897053381,20639.7046492767,19193.85038147,16471.3446002494,10984.0256969451,6187.44941253358,3987.87980072508,3442.04780308459,2680.11615641415,1290.77642235314,992.727329573555,986.343379623919,971.223392355988,972.360057583546,982.62778556823,1087.07939858944,848.541393857766,813.465110768848,641.344585317714,461.371898971752,507.634357348106,566.237135774722,612.602879463208,632.316330982829,598.298406411975,649.355838397926,701.303632294758,650.243683849085,668.293899310223,697.445538654161,673.021235503444,508.77680744532,567.56353806679,631.2548835766,668.156886456752,732.271292950742,816.874471725953,907.274541602183,952.246967573469,824.11693729102,889.17413115164,957.066940863585,1019.49422182148,1054.53817786228,478.628471393446,488.731331141329,510.92940483937,429.59624141147,435.239103049355,389.441932741666,267.136708448739,236.876139151604,248.157236272349,261.69578370946,264.841145124594,282.290839821296,290.779042039787,312.244060457658,348.179224876792,336.249610606053,374.657100425655,228.696869471406,254.850975274035,283.995156425591,316.838768175379,352.665407727094,390.995451639688,435.708218179291,485.533238585256,540.864684089014,602.264561832957,672.029799073627,749.780048160836,834.650664763082,929.607437229798,1033.73741709106,1149.99787219849,1281.7040345458,1426.70623707035,1588.06225445839,1767.59435328737,1969.48345635391,2193.93320457957,2441.36688575007,2716.85346530628,3023.41885517512,3365.36408062635,3749.07774230594,4165.66236763859,4625.13975995619,5125.03927765092,5687.59909420128,6298.33012774285,6952.32904694369,7687.97321843038,8460.03488571745,9280.26421438051,10164.2720688853,11076.7956329584,12043.469711691,13001.6173462225,13975.8716447154,14913.1455988545,15773.5582310834,16601.0412008476,17328.6726900518,17966.2902071439,18526.6071810982,19060.2839404385,19550.7592520087,19997.8549381478,20430.6522327662
"95%PI",26962.8626791031,26962.8626791031,26962.8626791031,26962.8626791031,26782.8626791031,26511.4933316051,26312.5098191202,25109.9437073604,23414.8862235902,20286.493923065,14212.2730960334,8825.43865820134,6272.87849470979,5512.58307557014,4568.74771859748,3048.64349523999,2719.38110354554,2703.54017696231,2679.71485106701,2675.41753459421,2679.95075387633,2777.91058329529,2525.27494841839,2491.79092444906,2322.48453919478,2158.4410724445,2236.07310489301,2322.92740342629,2394.48405569286,2436.81024086783,2426.04180898407,2504.82438546158,2581.7245700187,2552.66521529983,2597.45723466021,2653.01958049162,2653.55056208792,2513.04164122303,2614.0249919167,2718.45446169105,2792.75449137075,2884.75378057891,3000.25853551541,3115.4774662024,3172.56585059563,3053.77049677124,3144.49264803067,3234.96383182049,3315.92955639354,3365.36031260145,2796.38136330315,2862.25443611084,2941.99597367966,2918.90422319816,2990.90581434921,3013.73344620974,2966.45644683515,3022.52238476064,3123.80469880779,3229.96382843938,3328.18001700768,3444.56786031584,3558.20575254423,3689.2997256989,3842.9156984371,3946.88957208134,4103.56223713423,4076.13230628922,4235.72401555987,4390.50281607201,4563.95881791599,4757.56749399339,4942.7240983304,5136.52540016161,5320.1028566717,5529.72551733883,5735.66902747787,5963.05509134424,6194.51663069249,6448.0900523306,6709.17937556917,6959.22735081518,7237.95393589435,7512.43620252508,7792.18698866676,8073.49746022248,8349.68313890981,8684.62140950901,9013.21076316334,9332.75145537514,9661.51662873893,10012.2525645648,10386.8805445193,10761.0076697428,11146.965004087,11544.3509734272,11954.2271630013,12395.7121256588,12842.9601817979,13269.7037166612,13741.352627114,14214.1641753709,14683.2490130475,15194.6603856508,15723.5379030306,16294.0872679953,16899.0102950107,17537.9228654909,18221.4500970861,18894.1157084168,19548.5381167788,20147.755516076,20677.2625511073,21120.7938036462,21502.1833035568,21816.5228286683,22117.1278656002,22384.8208937267
"min",22201.7151876373,22201.7151876373,22201.7151876373,22201.7151876373,22021.7151876373,21783.7831792429,21657.918932859,20543.9835931386,19105.3552464836,16394.3099001314,10923.6353710406,6143.97403490129,3954.3139185211,3414.36476104585,2657.66350364728,1272.30022051531,975.268126305009,969.28269424141,954.592345584799,956.171800642816,966.937286035278,1071.97070842543,834.371240720654,799.787145454826,628.127348033834,448.230680537855,494.11653594242,552.415012464829,598.589614869185,618.209763501488,584.143611405283,635.060149970287,686.980982920315,636.0237178513,654.058171396886,683.219131867894,658.818342944398,494.540575024819,552.88906846664,616.119580952512,652.806950146099,716.82037796697,801.381015127363,891.909065096629,937.104538496597,809.624166406047,875.123705372473,943.34155526971,1006.5958381739,1042.29960417449,467.207198351472,477.30960806196,499.482028584876,418.263125743464,423.488007125907,377.327685440779,254.735654126505,223.716752768448,234.047245261347,246.593538990459,248.616401755863,264.877333361285,272.005161703016,291.6203724502,325.515298590985,311.284631456179,347.284193362658,198.446603784896,221.397188323383,247.00193896549,275.567758851586,307.437019153507,340.991649311913,379.871351515696,422.967845330678,470.95282127827,524.380422533832,583.867448830845,650.100370911162,723.843099375209,805.945575345519,897.353250045388,999.117516574683,1112.40714793444,1238.52077795079,1378.90043219512,1535.14606858138,1709.03101390161,1902.51807161004,2117.77591149256,2357.19511094895,2623.4028695846,2919.27492204397,3247.94247387128,3612.79101255696,4001.87783411212,4428.92687861543,4899.44489370226,5417.00021633569,5985.10210153667,6607.03293516795,7253.77962055636,7933.98826060798,8665.89791915978,9449.25595731835,10282.2503134502,11161.0837194639,12079.5583755227,13028.7429188365,13853.3745105481,14679.4079987695,15505.7861696445,15841.0510688037,15874.2761471941,15907.5545937278,15940.8863778965,15974.2714682434,16007.709832358
"max",46266.2764165585,46266.2764165585,46266.2764165585,46266.2764165585,46086.2764165585,45798.8915105557,45560.4718356392,44301.8373491674,42459.1178994429,39079.456358727,32630.1300205289,26824.7076062513,23971.8225563898,23000.1571429215,21872.0312646498,20201.2581251958,19779.3207235421,19683.0531139688,19578.7082211985,19492.2787568173,19427.1979089899,19456.8301431583,19131.5008096777,19036.7437782695,18808.8598151532,18592.6663022621,18623.1735938097,18660.7234278751,18679.3254802539,18665.9533419805,18596.5626545664,18616.0753854659,18630.6153304775,18536.1755260514,18516.6037629375,18506.0045265769,18438.3903938636,18233.6809379943,18270.6797710688,18305.7316715439,18306.8337073755,18330.9373172626,18368.0753210396,18401.2661914183,18378.5041796424,18177.7098680859,18184.6281352741,18186.5563794068,18175.487403355,18129.4024643761,17468.2509204444,17459.1186746253,17460.9725594092,17356.8292604401,17348.5272055961,17288.2124469522,17156.805182168,17131.1950881649,17150.5452603697,17170.9254602919,17179.3372453539,17201.7620546878,17213.2215500752,17236.6987509545,17272.212183544,17255.7803162224,17291.3231554776,17137.9206707809,17173.2812840801,17208.696717473,17244.1669288557,17279.6918751031,17313.2715120634,17348.9027262632,17384.588542394,17420.3289132494,17456.1237905744,17491.9731250596,17527.8768663361,17563.8349629694,17599.8473624544,17635.9140112093,17672.0348545705,17708.209836787,17744.4389010143,17780.7219893096,17817.059042626,17853.4500008067,17889.8948025799,17926.3933855528,17962.9456862065,17999.5516398906,18036.211180817,18072.9242420552,18109.6907555262,18146.5106519977,18208.5796024831,18281.5553709964,18354.7219463493,18428.0784424729,18580.820523442,18790.176351015,19000.2399085631,19210.9504172765,19422.245309225,19634.060273311,19846.3293073849,20058.9847766102,20601.634166456,21073.0770362791,21464.720464236,21800.5375754581,22175.3347548733,22509.1910754202,22804.2672420502,23063.2165962539,23308.1063889115,23583.8917782615
"n",10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000
