"","r_max","K","catch_multiplier_1","catch_multiplier_2","catch_multiplier_3","premodern_catch_multiplier_1","sample.N.obs","add_CV","sample_premodern_catch","Nmin","YearMin","violate_MVP","N2008","N2012","N2006","N2019","N2030","ROI_IA1","ROI_IA2","q_IA1","q_IA2","ROI_Count1","q_Count1","NLL.IAs","NLL.Count","NLL.N","NLL.GR","NLL","Likelihood","Max_Dep","status2008","status2012","status2006","status2019","status2030","draw","save"
"mean",0.0908895570724574,30127.241319032,1.10243363560324,1.33425644870736,1.0185139693683,1.71201589872184,14992.509841569,0,0.529967201208742,500.407881490105,1960.2698,0,14992.5143512543,19438.16389783,12938.4332729587,25893.001010775,29423.5868008355,0.0903875801499452,0.0647508406522289,0.0542730414449564,0.505880296675989,0,-9999,35.4455442475521,0,17.1387304104572,0,52.5842746580094,1.90217986266206e-23,0.0160918504720896,0.500993354612757,0.650598684630111,0.431749576763486,0.865327632027225,0.978861551039525,705951.4783,1
"median",0.0924531232370064,29646.3884279551,1.09627765065189,1.33361765816342,1.01850503982321,1.71208238556936,14966.6441401932,0,0.548047400894575,400.051544600869,1958,0,14966.6728371169,19431.280743835,12877.3694847989,25863.8735372446,29245.0880637297,0.0919750422011273,0.0655435193369925,0.0535324578791102,0.505019671877487,0,-9999,35.3937773597298,0,16.9283932700568,0,52.2975362830191,1.93851237790872e-23,0.0134679701915705,0.501973836335557,0.655305186471311,0.431279867527854,0.882546248540307,0.990305232530309,703885.5,1
"2.5%PI",0.0545687817654456,26081.0459063259,1.00596353036764,1.25424505606847,1.01300867777292,1.57009946757097,13271.1300741794,0,0.0321382847090717,191.633601834061,1957,0,13271.9518576675,17495.9145763874,11148.7444384506,23515.4191220212,26028.1218503877,0.0535937466826741,0.0435489793737538,0.0263819364538126,0.459364180837645,0,-9999,34.9651319942569,0,16.3133738478137,0,51.6095331559161,1.17812979835368e-24,0.0068535385104142,0.404762366262059,0.506288800101232,0.351166466333698,0.68218388651787,0.887508312083001,33526.975,1
"97.5%PI",0.116556065972918,37026.8445186784,1.33754553306737,1.4158429998355,1.02405128666884,1.85466103433902,16899.1570377431,0,0.97924202431459,1452.92249964853,1968,0,16899.1570634912,21382.0144461017,15043.5291054047,28522.5574837374,34421.6229315782,0.116255856953341,0.0819854716333684,0.0843653405261153,0.557432978627367,0,-9999,36.2934920370498,0,19.1348979830141,0,55.0981140174404,3.85713232205574e-23,0.0414845513011855,0.595648258296124,0.768824513209505,0.512900055163589,0.95606903276523,0.998534439001872,1377817.4,1
"5%PI",0.0606440128572751,26551.5324477326,1.01217310948016,1.25808986664447,1.01391303569702,1.59280300147193,13497.9677940835,0,0.0585854880861007,206.085293813937,1958,0,13497.9619053659,17800.7796854273,11378.4344784206,23957.0900378346,26472.1000427143,0.0598523972732842,0.0474506299119297,0.0295646084905088,0.465801606076145,0,-9999,35.0180658030927,0,16.3660973212453,0,51.6856899756622,2.34769680663017e-24,0.00737176030735945,0.420932960222976,0.531590940445812,0.366140402667803,0.721363918062603,0.920232272258832,69041.7,1
"95%PI",0.115008281671116,35364.8722393501,1.24752909461908,1.41177830741124,1.02308193722933,1.83258961627689,16586.7793888494,0,0.957556161668617,1129.36728604394,1968,0,16586.7753790936,21093.9457174137,14681.0163504624,27865.6738476681,33035.2797401299,0.114706750403014,0.0794003546542264,0.0806283391172021,0.548771377834671,0,-9999,36.0370298511272,0,18.6160339096961,0,54.4086074963577,3.57429217465125e-23,0.0335238776376954,0.580090031149771,0.75362567986562,0.499279099265052,0.950554229595634,0.998276209832751,1342807.1,1
"min",0.0161942939353175,24521.9443780223,1.00000657068439,1.25001154872822,1.00775753051456,1.44875113209555,11979.1671499843,0,0.000163007527589798,151.788484877612,1926,0,11979.2006485256,15988.3165973271,9990.112207121,20585.2568799604,24484.2233416102,0.015251283940164,0.0141712882995559,0.0113433022557006,0.419552059666774,0,-9999,34.7814642628821,0,16.2087310131231,0,51.2992368882962,3.25712512247253e-28,0.00512028119404267,0.332192090108221,0.367990070272166,0.290001495682748,0.437510329706813,0.546084020824867,108,1
"max",0.117995142374188,47456.9036464046,1.42843835116943,1.41999728769762,1.02819716835635,1.96235517065687,18993.053148617,0,0.999944531125948,8256.45715364749,1968,0,18993.0531486181,23745.4141624363,18457.5922492411,33120.8615296749,39089.9560241897,0.117749883450319,0.0941119007485933,0.102153125992449,0.614084896979359,0,-9999,41.2393285251986,0,24.1770991788461,0,63.2915376617979,5.26046933821655e-23,0.176829385674688,0.689987065345799,0.851720414314254,0.600244721777882,0.976651126941262,0.999254529782566,1413225,1
"n",10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000
