"","r_max","K","catch_multiplier_1","catch_multiplier_2","catch_multiplier_3","premodern_catch_multiplier_1","sample.N.obs","add_CV","sample_premodern_catch","Nmin","YearMin","violate_MVP","N2008","N2012","N2006","N2019","N2030","ROI_IA1","ROI_IA2","q_IA1","q_IA2","ROI_Count1","q_Count1","NLL.IAs","NLL.Count","NLL.N","NLL.GR","NLL","Likelihood","Max_Dep","status2008","status2012","status2006","status2019","status2030","draw","save"
"mean",0.0939672710290833,26266.4486666877,1.12714179148429,1.33523454652342,1.01847609765113,-999,14985.6322439033,0,-999,444.852512345673,1959.085,0,14985.6389110702,19000.3670894014,13002.8850051657,23904.2612109731,25962.4268251312,0.0932497098712772,0.0584813736402408,0.0552249580024696,0.517225900904345,0,-9999,35.9355210844331,0,17.379925577482,0,53.3154466619151,1.02085054519751e-23,0.0166912388980029,0.573973590964506,0.727733222363986,0.497786546225484,0.913287622975092,0.989196728267011,1740626.0454,1
"median",0.0962866162839346,25887.829844091,1.11719032576966,1.33557031216915,1.01848581648102,-999,14972.3911028705,0,-999,351.223523172131,1958,0,14972.4063050683,18988.0222574789,12953.6023922809,23782.272681065,25690.8060150044,0.0956940125749121,0.0586984097140937,0.0552316362390477,0.516533459252459,0,-9999,35.8462044436495,0,17.1790862645328,0,53.1100357394943,8.60210114471915e-24,0.0134588924532532,0.576772907112679,0.734428685805288,0.499790935295816,0.926876184674665,0.995169157325416,1736825.5,1
"2.5%PI",0.0575083106727339,23097.8010678536,1.01162163546927,1.25422632844187,1.01298599865793,-999,13247.8326300916,0,-999,192.950691548963,1926,0,13248.1870874713,17207.098169953,11192.5565069245,21875.9768513474,23063.7784348722,0.0559668629542983,0.0385162276384619,0.0268154668939861,0.470655206669985,0,-9999,35.1136176155642,0,16.4525237562183,0,51.8323375805782,5.23217206727391e-25,0.0076019910730374,0.451954062013493,0.585598889322302,0.387021739790703,0.777314490953193,0.942205470915935,86672.625,1
"97.5%PI",0.11691271106092,32540.4059239195,1.38892778113463,1.41573925222625,1.02392444850478,-999,16875.7506551367,0,-999,1255.49040911004,1968,0,16875.7279085076,20849.1981379611,15102.7877218224,27707.2968002158,31808.3707929878,0.116512261674367,0.0774373370534529,0.0835333557120518,0.568449072952332,0,-9999,37.2034033037408,0,19.5479714837088,0,55.909800858793,3.08675247812643e-23,0.0452983306062526,0.673677294142409,0.833635786008371,0.592011435702287,0.972467294276727,0.999130873801266,3398351.55,1
"5%PI",0.0635142344416585,23433.7820467054,1.02215596378205,1.25856170497008,1.01393318730543,-999,13507.7782616834,0,-999,205.470505161169,1957,0,13507.780078807,17497.8617974946,11427.4619308391,22119.1747206656,23374.9060090069,0.062148221106236,0.0420016665237034,0.0302237529790584,0.477857998665122,0,-9999,35.2281825985418,0,16.5219178848887,0,52.0503411024765,9.34598672157852e-25,0.00811097288604624,0.472737749728767,0.61085297712082,0.406065339745771,0.809495308262458,0.959568408372217,173321.8,1
"95%PI",0.115662482555141,31322.883237095,1.34444534012931,1.41139712871576,1.02307451928593,-999,16549.1324587434,0,-999,1021.9962417941,1968,0,16549.1317640686,20529.8177562287,14746.9881761295,26823.1676282416,30787.15080657,0.115234283216849,0.0740660154966474,0.0801010605682438,0.559239655900935,0,-9999,36.916101072476,0,18.9333403872393,0,55.3296803117197,2.48212745325068e-23,0.0367485196639782,0.658184779033936,0.819674337781045,0.575471709307187,0.9686261416624,0.998950855709489,3313610.45,1
"min",0.0227448750394396,22243.9229659547,1.00005193549651,1.2500010976661,1.00922351156036,-999,11981.2421251554,0,-999,157.024137867534,1926,0,11981.2435885202,15535.4294156035,10045.5726147882,19177.779940681,22220.9451841785,0.0206040250264645,0.0170374165960223,0.0141270429071601,0.428758503964153,0,-9999,34.8340326512114,0,16.2090217659725,0,51.4535979745451,4.5300026380171e-27,0.00541472706384092,0.37421224541645,0.446619556308365,0.331728361948901,0.590881695040847,0.726601010008436,289,1
"max",0.11799393450655,36597.8146620064,1.42846952602711,1.41999843871919,1.02917810704645,-999,18796.5663748328,0,-999,4894.44793876958,1968,0,18796.5664381197,22790.3845610697,17726.7998437263,29456.1123884051,33370.9953654568,0.117721058144932,0.0915191562672102,0.100743737609072,0.617615978564695,0,-9999,40.5712816076777,0,23.8780319200246,0,60.6590749890007,4.50802510124675e-23,0.159832302836484,0.790780050652295,0.907411917138648,0.711782199406489,0.985859790767505,0.999574286045361,3483744,1
"n",10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000
