"","r_max","K","catch_multiplier_1","sample.N.obs","add_CV","Nmin","YearMin","violate_MVP","N2008","N2018","ROI_IA1","q_IA1","ROI_Count1","q_Count1","NLL.IAs","NLL.Count","NLL.N","NLL.GR","NLL","Likelihood","Max_Dep","status2008","status2018","draw","save"
"mean",0.0869061971965087,27230.9167936195,1,15461.0946655464,0,708.975334462879,1953.9164,0,15461.0988748552,23309.9820054581,0,-9999,0,-9999,0,0,17.5822239849338,0,17.5822239849338,3.09822456310086e-08,0.0230614816027011,0.573785250179648,0.86955583005064,32586.5712,1
"median",0.0916091219065711,26160.3546505573,1,15422.1746221883,0,398.021474037944,1958,0,15422.1747642027,23461.6616119189,0,-9999,0,-9999,0,0,17.3162321054976,0,17.3162321054976,3.01756024337525e-08,0.0152177764635264,0.57690058963238,0.90432024003559,32549,1
"2.5%PI",0.0312244022304425,24426.8214831721,1,13517.3235714436,0,201.325958274549,1926,0,13517.4194030953,20880.7074760301,0,-9999,0,-9999,0,0,16.5806769654769,0,16.5806769654769,1.85236930986346e-09,0.00822577232765745,0.444555525951116,0.574381527304889,1748,1
"97.5%PI",0.116922077655606,36841.4844797891,1,17643.5286697815,0,3015.48291625137,1968,0,17643.5318770311,24471.1445918075,0,-9999,0,-9999,0,0,20.106800363839,0,20.106800363839,6.29656205238696e-08,0.0825167182449746,0.67481539538298,0.965576009458684,62847,1
"5%PI",0.0408383246358484,24482.1468735174,1,13769.6220376936,0,210.83304586594,1926,0,13769.6234972067,21671.5804138475,0,-9999,0,-9999,0,0,16.6188259542807,0,16.6188259542807,3.42926031097124e-09,0.00861200286211069,0.479024130673534,0.658349150376403,2947.45,1
"95%PI",0.116004042371875,33299.8547186353,1,17289.0709890402,0,1977.23277513887,1968,0,17289.1022859035,24287.5123745292,0,-9999,0,-9999,0,0,19.4909212550782,0,19.4909212550782,6.06087870061799e-08,0.0592838430267841,0.658296579713248,0.961206307111637,61616,1
"min",0.00243165308749303,24365.563556465,1,11387.2963262256,0,146.166817050442,1926,0,11386.8341362208,16492.3536971515,0,-9999,0,-9999,0,0,16.5350725288477,0,16.5350725288477,9.12011024747391e-12,0.00598434351072985,0.224710815819177,0.230073622232933,30,1
"max",0.1179495099294,73659.8029711433,1,19997.0080873463,0,16236.0286670108,1968,0,19997.0080874917,25461.868085888,0,-9999,0,-9999,0,0,25.4205392233766,0,25.4205392233766,6.59036158074882e-08,0.228368561840161,0.771218341606134,0.981183753429353,64331,1
"n",10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000
