"","r_max","K","catch_multiplier_1","catch_multiplier_2","catch_multiplier_3","premodern_catch_multiplier_1","sample.N.obs","add_CV","sample_premodern_catch","Nmin","YearMin","violate_MVP","N2008","N2012","N2006","N2019","N2030","ROI_IA1","ROI_IA2","q_IA1","q_IA2","ROI_Count1","q_Count1","NLL.IAs","NLL.Count","NLL.N","NLL.GR","NLL","Likelihood","Max_Dep","status2008","status2012","status2006","status2019","status2030","draw","save"
"mean",0.0904624587844937,26972.0145917208,1.11752992058841,1.33483197812569,1.0185341498789,1.71546765708055,15023.303714609,0,0.5857723945003,588.697739841923,1958.2521,0,15023.3083192616,18972.7377039911,13087.7486092949,24018.9452811254,26465.9743233636,0.089749953887695,0.0576677386178419,0.0523959799673646,0.517113058187656,0,-9999,35.8708331369525,0,17.4112407481916,0,53.2820738851441,1.03101886626536e-23,0.0211371345995618,0.561471919667425,0.709842940666232,0.488503253880414,0.896507662133822,0.983487323942152,1537701.4276,1
"median",0.092357101455098,26425.395880411,1.10945854260063,1.33450118059875,1.01854487746255,1.71611981063148,14992.4952522852,0,0.624986759736203,490.011662417415,1968,0,14992.6519942548,18960.2553449716,13035.5024044485,23931.2350749166,26185.5232815287,0.0916659768759917,0.0578970698599486,0.0515635717853709,0.516339012886015,0,-9999,35.778824023539,0,17.2124882507607,0,53.0704644785079,8.94932185956873e-24,0.0184753000460881,0.562697164818875,0.717109870843045,0.488004185087272,0.915585521130047,0.993566328126623,1539047,1
"2.5%PI",0.0525773394403281,23113.026001135,1.00791457529775,1.25371695465274,1.0130024356508,1.56976621630875,13260.8194456319,0,0.0401781506719999,197.572100300998,1926,0,13260.8162907538,17256.2534333853,11219.0983326814,21929.7203927154,23072.4022848269,0.0514885870199792,0.0392233657540787,0.025073979468119,0.470340172389059,0,-9999,35.1404239610543,0,16.4884919458542,0,51.8863451735104,5.48361009693885e-25,0.00780187290991192,0.449338098319653,0.552247959527428,0.393001863889036,0.717923650842252,0.90427786642385,75568.2,1
"97.5%PI",0.116430136116676,33594.7065311613,1.37472257260905,1.41576161845645,1.02402408082681,1.85796480195198,16968.5067312908,0,0.985546488378895,1450.14187551086,1968,0,16968.5142940208,20794.0318111315,15258.5421582654,27076.4555761888,31130.2282349935,0.115986867461573,0.0757259503637125,0.0825123700910212,0.567549905204003,0,-9999,37.0827275882164,0,19.4922409330527,0,55.8628636713956,2.92446619348182e-23,0.0455212403273522,0.670537595482352,0.831745003922625,0.585119785359501,0.971893138102541,0.99907568809522,2997586.075,1
"5%PI",0.0586701100682607,23555.3526568917,1.01596915168857,1.25833496968984,1.01387431762542,1.5943170289806,13530.2135459497,0,0.0849628854193725,211.697713600565,1926,0,13530.6071119693,17523.2823037801,11499.8582951477,22232.9421938056,23508.1078690728,0.0576752780522778,0.0422772345349647,0.0280804314732216,0.477882429413405,0,-9999,35.2142288029425,0,16.5623415643822,0,52.0748226548384,1.07143012911521e-24,0.00847829773347826,0.466646763411157,0.580622393276503,0.409337074666813,0.762285880723671,0.934851044924668,153306.3,1
"95%PI",0.114970867807581,32223.4896641144,1.32267433760767,1.41143353244464,1.02317084582771,1.83601259556521,16606.5328390512,0,0.970124170894269,1232.7725519101,1968,0,16606.5324559243,20487.1880692531,14875.74553681,26293.8740622969,30388.7559063393,0.114534709698331,0.0726730947958181,0.0786646069404137,0.558324750128903,0,-9999,36.8125330074329,0,18.9449478263116,0,55.1930480357261,2.42209891390559e-23,0.0404025040937512,0.65239856328788,0.814941844394646,0.568674784534929,0.967282715236654,0.998879879807002,2923543.7,1
"min",0.0225882812533528,21365.2554809177,1.0000057635149,1.25002487021964,1.00864679108154,1.41442055790348,11998.4960128786,0,0.000304557383060455,161.151932004962,1926,0,11998.5858070329,15827.5298162808,10154.2786783345,20002.4832774685,21355.2257758558,0.0218299898297483,0.0200287800965688,0.0129190596156258,0.4304862884352,0,-9999,34.875939624219,0,16.23176072244,0,51.4464392959133,2.14927701754288e-27,0.00544078895039709,0.313565375832738,0.343967546712329,0.299232143594942,0.402752868667486,0.508231391984264,459,1
"max",0.117998681302182,50582.9752782577,1.42844789034636,1.41996413740562,1.0291353241679,1.98851619589615,18756.9905958371,0,0.999902876792476,5212.58938646224,1968,0,18756.9906165393,23041.1883101244,18012.3990558572,29007.4994271801,34416.5028778842,0.11771017165626,0.0908432686566705,0.0969470745156183,0.61200795479783,0,-9999,39.8700752868185,0,23.665536628059,0,61.4046659961617,4.54041239099852e-23,0.124606677608723,0.779239686172263,0.905679555936133,0.707367597409793,0.98776865004607,0.999634087688622,3075988,1
"n",10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000
