"","r_max","K","catch_multiplier_1","premodern_catch_multiplier_1","sample.N.obs","add_CV","sample_premodern_catch","Nmin","YearMin","violate_MVP","N2017","ROI_IA1","q_IA1","ROI_Count1","q_Count1","NLL.IAs","NLL.Count","NLL.N","NLL.GR","NLL","Likelihood","Max_Dep","status2017","draw","save"
"1",0.0337525351177901,27727.587972618,1,NA,17548.7708280561,0,NA,2702.88018733956,1926,0,19487.5558709333,0,-9999,0,-9999,0,0,19.3434795109625,0,19.3434795109625,3.97405238503424e-09,0.0974798164921073,0.702821893133221,34,1
"2",0.11124326017173,22480.8914401569,1,NA,19440.849076258,0,NA,263.756629048078,1958,0,21648.3244387824,0,-9999,0,-9999,0,0,17.3035082600025,0,17.3035082600025,3.0562005188231e-08,0.011732480882717,0.962965569955674,35,1
"3",0.11124326017173,22480.8914401569,1,NA,19440.849076258,0,NA,263.756629048078,1958,0,21648.3244387824,0,-9999,0,-9999,0,0,17.3035082600025,0,17.3035082600025,3.0562005188231e-08,0.011732480882717,0.962965569955674,35,1
"4",0.11124326017173,22480.8914401569,1,NA,19440.849076258,0,NA,263.756629048078,1958,0,21648.3244387824,0,-9999,0,-9999,0,0,17.3035082600025,0,17.3035082600025,3.0562005188231e-08,0.011732480882717,0.962965569955674,35,1
"5",0.11124326017173,22480.8914401569,1,NA,19440.849076258,0,NA,263.756629048078,1958,0,21648.3244387824,0,-9999,0,-9999,0,0,17.3035082600025,0,17.3035082600025,3.0562005188231e-08,0.011732480882717,0.962965569955674,35,1
"6",0.11124326017173,22480.8914401569,1,NA,19440.849076258,0,NA,263.756629048078,1958,0,21648.3244387824,0,-9999,0,-9999,0,0,17.3035082600025,0,17.3035082600025,3.0562005188231e-08,0.011732480882717,0.962965569955674,35,1
"7",0.11124326017173,22480.8914401569,1,NA,19440.849076258,0,NA,263.756629048078,1958,0,21648.3244387824,0,-9999,0,-9999,0,0,17.3035082600025,0,17.3035082600025,3.0562005188231e-08,0.011732480882717,0.962965569955674,35,1
"8",0.11124326017173,22480.8914401569,1,NA,19440.849076258,0,NA,263.756629048078,1958,0,21648.3244387824,0,-9999,0,-9999,0,0,17.3035082600025,0,17.3035082600025,3.0562005188231e-08,0.011732480882717,0.962965569955674,35,1
"9",0.11124326017173,22480.8914401569,1,NA,19440.849076258,0,NA,263.756629048078,1958,0,21648.3244387824,0,-9999,0,-9999,0,0,17.3035082600025,0,17.3035082600025,3.0562005188231e-08,0.011732480882717,0.962965569955674,35,1
"10",0.0874783673975617,23561.9997322343,1,NA,19628.1360690482,0,NA,497.940169128275,1958,0,22000.5778669345,0,-9999,0,-9999,0,0,18.0063043030991,0,18.0063043030991,1.5134267353173e-08,0.0211331879631193,0.93373135204803,72,1
"11",0.0874783673975617,23561.9997322343,1,NA,19628.1360690482,0,NA,497.940169128275,1958,0,22000.5778669345,0,-9999,0,-9999,0,0,18.0063043030991,0,18.0063043030991,1.5134267353173e-08,0.0211331879631193,0.93373135204803,72,1
"12",0.0874783673975617,23561.9997322343,1,NA,19628.1360690482,0,NA,497.940169128275,1958,0,22000.5778669345,0,-9999,0,-9999,0,0,18.0063043030991,0,18.0063043030991,1.5134267353173e-08,0.0211331879631193,0.93373135204803,72,1
"13",0.0874783673975617,23561.9997322343,1,NA,19628.1360690482,0,NA,497.940169128275,1958,0,22000.5778669345,0,-9999,0,-9999,0,0,18.0063043030991,0,18.0063043030991,1.5134267353173e-08,0.0211331879631193,0.93373135204803,72,1
"14",0.0653086872845888,24779.8872377153,1,NA,17681.5746651264,0,NA,943.068350981095,1957,0,20594.7080116158,0,-9999,0,-9999,0,0,18.392338632657,0,18.392338632657,1.0287475703898e-08,0.038057814465989,0.831105800201966,79,1
"15",0.0653086872845888,24779.8872377153,1,NA,17681.5746651264,0,NA,943.068350981095,1957,0,20594.7080116158,0,-9999,0,-9999,0,0,18.392338632657,0,18.392338632657,1.0287475703898e-08,0.038057814465989,0.831105800201966,79,1
"16",0.0653086872845888,24779.8872377153,1,NA,17681.5746651264,0,NA,943.068350981095,1957,0,20594.7080116158,0,-9999,0,-9999,0,0,18.392338632657,0,18.392338632657,1.0287475703898e-08,0.038057814465989,0.831105800201966,79,1
"17",0.0768735100212507,24109.6263011548,1,NA,18172.5005619228,0,NA,635.502748941354,1958,0,21135.2483174322,0,-9999,0,-9999,0,0,17.7762579630542,0,17.7762579630542,1.9048871746099e-08,0.0263588801005561,0.87663110383506,106,1
"18",0.0768735100212507,24109.6263011548,1,NA,18172.5005619228,0,NA,635.502748941354,1958,0,21135.2483174322,0,-9999,0,-9999,0,0,17.7762579630542,0,17.7762579630542,1.9048871746099e-08,0.0263588801005561,0.87663110383506,106,1
"19",0.0768735100212507,24109.6263011548,1,NA,18172.5005619228,0,NA,635.502748941354,1958,0,21135.2483174322,0,-9999,0,-9999,0,0,17.7762579630542,0,17.7762579630542,1.9048871746099e-08,0.0263588801005561,0.87663110383506,106,1
"20",0.0768735100212507,24109.6263011548,1,NA,18172.5005619228,0,NA,635.502748941354,1958,0,21135.2483174322,0,-9999,0,-9999,0,0,17.7762579630542,0,17.7762579630542,1.9048871746099e-08,0.0263588801005561,0.87663110383506,106,1
"21",0.102906774976291,22840.6344103405,1,NA,18066.3424781524,0,NA,295.083983938979,1958,0,21168.5180179353,0,-9999,0,-9999,0,0,17.6561303870128,0,17.6561303870128,2.14802831145592e-08,0.012919255158928,0.926792033777826,124,1
