"","r_max","K","catch_multiplier_1","premodern_catch_multiplier_1","sample.N.obs","add_CV","sample_premodern_catch","Nmin","YearMin","violate_MVP","N2012","N2018","ROI_IA1","q_IA1","ROI_Count1","q_Count1","NLL.IAs","NLL.Count","NLL.N","NLL.GR","NLL","Likelihood","Max_Dep","status2012","status2018","draw","save"
"mean",0.0846249953559843,24030.4358977639,1,-999,18674.3889715283,0,-999,847.552259605616,1951.6224,0,18674.394891553,21593.7449565679,0,-9999,0,-9999,0,0,18.0897136714804,0,18.0897136714804,1.90285773467512e-08,0.0318258775224574,0.782648539594142,0.905547238092872,23189.9538,1
"median",0.0902027704389766,23428.2940575588,1,-999,18685.653540073,0,-999,431.902703848706,1958,0,18685.6535063243,21711.827100446,0,-9999,0,-9999,0,0,17.8212679613627,0,17.8212679613627,1.82104913460107e-08,0.0184740303107617,0.794992074498888,0.933463889163023,23028,1
"2.5%PI",0.0249438713765237,22262.3470688769,1,-999,16999.5491471898,0,-999,213.119877540998,1926,0,16999.5490699005,19666.3665748996,0,-9999,0,-9999,0,0,17.0422078715993,0,17.0422078715993,9.74776857962886e-10,0.00956164469064855,0.605614367844461,0.67257784084776,1258.875,1
"97.5%PI",0.116510857755784,29581.9639531182,1,-999,20272.4226379622,0,-999,4304.80044135805,1968,0,20272.4226543702,22511.9281555884,0,-9999,0,-9999,0,0,20.7488125620929,0,20.7488125620929,3.96883607793844e-08,0.145477492729299,0.887437933861207,0.978020454405209,44924,1
"5%PI",0.0360832816024078,22314.7691622409,1,-999,17259.5605792012,0,-999,229.302939924848,1926,0,17259.6009504205,20368.9779097711,0,-9999,0,-9999,0,0,17.0782668045263,0,17.0782668045263,1.90171664828177e-09,0.0102999660008529,0.655647684917606,0.746079870903877,2452,1
"95%PI",0.115231832683692,27424.1960123816,1,-999,20047.4965532776,0,-999,2509.98665221091,1968,0,20047.4970318801,22365.7036661056,0,-9999,0,-9999,0,0,20.0805088966844,0,20.0805088966844,3.82827358099337e-08,0.0914859669787272,0.872343651261247,0.973846603095233,43776,1
"min",0.00072857238445431,22205.8823470946,1,-999,15226.5114319744,0,-999,163.283945970066,1926,0,15226.5114319738,16137.1740960337,0,-9999,0,-9999,0,0,16.9790405696647,0,16.9790405696647,1.64929902163204e-11,0.00731768998615542,0.35948239264647,0.360919430173013,14,1
"max",0.117894270123448,47497.6661792993,1,-999,21896.7411811464,0,-999,17669.031215352,1968,0,21896.7432381974,23465.3081031913,0,-9999,0,-9999,0,0,24.8280856606646,0,24.8280856606646,4.2276241740549e-08,0.371997881930726,0.94806410438492,0.990549354262544,46083,1
"n",10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000
