"","N_1901","N_1902","N_1903","N_1904","N_1905","N_1906","N_1907","N_1908","N_1909","N_1910","N_1911","N_1912","N_1913","N_1914","N_1915","N_1916","N_1917","N_1918","N_1919","N_1920","N_1921","N_1922","N_1923","N_1924","N_1925","N_1926","N_1927","N_1928","N_1929","N_1930","N_1931","N_1932","N_1933","N_1934","N_1935","N_1936","N_1937","N_1938","N_1939","N_1940","N_1941","N_1942","N_1943","N_1944","N_1945","N_1946","N_1947","N_1948","N_1949","N_1950","N_1951","N_1952","N_1953","N_1954","N_1955","N_1956","N_1957","N_1958","N_1959","N_1960","N_1961","N_1962","N_1963","N_1964","N_1965","N_1966","N_1967","N_1968","N_1969","N_1970","N_1971","N_1972","N_1973","N_1974","N_1975","N_1976","N_1977","N_1978","N_1979","N_1980","N_1981","N_1982","N_1983","N_1984","N_1985","N_1986","N_1987","N_1988","N_1989","N_1990","N_1991","N_1992","N_1993","N_1994","N_1995","N_1996","N_1997","N_1998","N_1999","N_2000","N_2001","N_2002","N_2003","N_2004","N_2005","N_2006","N_2007","N_2008","N_2009","N_2010","N_2011","N_2012","N_2013","N_2014","N_2015","N_2016","N_2017"
"1",23842.6144668437,23842.6144668437,23842.6144668437,23842.6144668437,23662.6144668437,23409.4108259495,23251.646018684,22101.5576545819,20552.6949137025,17664.7268183867,11937.2477362148,6896.06998916357,4550.92186206593,3917.65315088458,3079.33738193527,1632.72980896089,1319.27706184537,1306.25692026216,1284.17359186986,1278.28681339397,1280.91924739697,1376.76668073872,1125.43994821706,1084.58352680456,907.387142537674,727.698257562082,780.303515876116,844.214861982663,894.356873592069,916.601873355065,884.666892268852,939.119041627169,993.026196326941,942.342860468214,962.513743915914,993.334658804507,969.676551891089,807.083372085007,873.186574923208,942.699350894811,983.899397312664,1051.46957210757,1137.56569593581,1226.7004128683,1267.11896481369,1132.83924812745,1195.58764016006,1258.46413313139,1313.477479714,1337.98377152226,749.491017176852,765.880233436319,794.61100212707,719.693398129264,734.643351462003,698.81714744643,589.058035838266,576.311942155518,607.522072566637,642.287949366096,667.900551784971,709.610243812542,743.734736343783,792.652753056765,857.574871765521,875.810165755212,947.537619514578,836.133460239254,904.61412764021,978.698363305568,1058.84312833986,1145.54217038192,1237.32883854617,1338.61568343798,1448.17452108828,1566.67502610997,1694.83928678075,1833.44535365849,1983.33085348719,2145.39660629936,2320.6101587742,2510.00911448004,2714.70409957542,2935.88114837897,3174.8032239753,3432.81050124779,3711.31892956244,4011.81645572112,4335.85612095985,4685.04504594167,5061.02808454024,5465.46466494386,5899.99705727053,6366.20803507608,6865.56567746496,7399.35295974986,7968.57991083949,8573.87662630427,9215.36651618372,9892.52107199125,10604.0003963245,11347.487917334,12119.5330761105,12915.4219143128,13729.1014032576,14553.1873179077,15379.0850894703,16197.2458140544,16997.5637263078,17769.8974528529,18504.6691303042,19193.4703593601,19829.5909145554,20408.3920248788,20927.471876009,21386.6102598337,21787.5201893321
"2",23842.6144668437,23842.6144668437,23842.6144668437,23842.6144668437,23662.6144668437,23409.4108259495,23251.646018684,22101.5576545819,20552.6949137025,17664.7268183867,11937.2477362148,6896.06998916357,4550.92186206593,3917.65315088458,3079.33738193527,1632.72980896089,1319.27706184537,1306.25692026216,1284.17359186986,1278.28681339397,1280.91924739697,1376.76668073872,1125.43994821706,1084.58352680456,907.387142537674,727.698257562082,780.303515876116,844.214861982663,894.356873592069,916.601873355065,884.666892268852,939.119041627169,993.026196326941,942.342860468214,962.513743915914,993.334658804507,969.676551891089,807.083372085007,873.186574923208,942.699350894811,983.899397312664,1051.46957210757,1137.56569593581,1226.7004128683,1267.11896481369,1132.83924812745,1195.58764016006,1258.46413313139,1313.477479714,1337.98377152226,749.491017176852,765.880233436319,794.61100212707,719.693398129264,734.643351462003,698.81714744643,589.058035838266,576.311942155518,607.522072566637,642.287949366096,667.900551784971,709.610243812542,743.734736343783,792.652753056765,857.574871765521,875.810165755212,947.537619514578,836.133460239254,904.61412764021,978.698363305568,1058.84312833986,1145.54217038192,1237.32883854617,1338.61568343798,1448.17452108828,1566.67502610997,1694.83928678075,1833.44535365849,1983.33085348719,2145.39660629936,2320.6101587742,2510.00911448004,2714.70409957542,2935.88114837897,3174.8032239753,3432.81050124779,3711.31892956244,4011.81645572112,4335.85612095985,4685.04504594167,5061.02808454024,5465.46466494386,5899.99705727053,6366.20803507608,6865.56567746496,7399.35295974986,7968.57991083949,8573.87662630427,9215.36651618372,9892.52107199125,10604.0003963245,11347.487917334,12119.5330761105,12915.4219143128,13729.1014032576,14553.1873179077,15379.0850894703,16197.2458140544,16997.5637263078,17769.8974528529,18504.6691303042,19193.4703593601,19829.5909145554,20408.3920248788,20927.471876009,21386.6102598337,21787.5201893321
"3",23842.6144668437,23842.6144668437,23842.6144668437,23842.6144668437,23662.6144668437,23409.4108259495,23251.646018684,22101.5576545819,20552.6949137025,17664.7268183867,11937.2477362148,6896.06998916357,4550.92186206593,3917.65315088458,3079.33738193527,1632.72980896089,1319.27706184537,1306.25692026216,1284.17359186986,1278.28681339397,1280.91924739697,1376.76668073872,1125.43994821706,1084.58352680456,907.387142537674,727.698257562082,780.303515876116,844.214861982663,894.356873592069,916.601873355065,884.666892268852,939.119041627169,993.026196326941,942.342860468214,962.513743915914,993.334658804507,969.676551891089,807.083372085007,873.186574923208,942.699350894811,983.899397312664,1051.46957210757,1137.56569593581,1226.7004128683,1267.11896481369,1132.83924812745,1195.58764016006,1258.46413313139,1313.477479714,1337.98377152226,749.491017176852,765.880233436319,794.61100212707,719.693398129264,734.643351462003,698.81714744643,589.058035838266,576.311942155518,607.522072566637,642.287949366096,667.900551784971,709.610243812542,743.734736343783,792.652753056765,857.574871765521,875.810165755212,947.537619514578,836.133460239254,904.61412764021,978.698363305568,1058.84312833986,1145.54217038192,1237.32883854617,1338.61568343798,1448.17452108828,1566.67502610997,1694.83928678075,1833.44535365849,1983.33085348719,2145.39660629936,2320.6101587742,2510.00911448004,2714.70409957542,2935.88114837897,3174.8032239753,3432.81050124779,3711.31892956244,4011.81645572112,4335.85612095985,4685.04504594167,5061.02808454024,5465.46466494386,5899.99705727053,6366.20803507608,6865.56567746496,7399.35295974986,7968.57991083949,8573.87662630427,9215.36651618372,9892.52107199125,10604.0003963245,11347.487917334,12119.5330761105,12915.4219143128,13729.1014032576,14553.1873179077,15379.0850894703,16197.2458140544,16997.5637263078,17769.8974528529,18504.6691303042,19193.4703593601,19829.5909145554,20408.3920248788,20927.471876009,21386.6102598337,21787.5201893321
"4",23842.6144668437,23842.6144668437,23842.6144668437,23842.6144668437,23662.6144668437,23409.4108259495,23251.646018684,22101.5576545819,20552.6949137025,17664.7268183867,11937.2477362148,6896.06998916357,4550.92186206593,3917.65315088458,3079.33738193527,1632.72980896089,1319.27706184537,1306.25692026216,1284.17359186986,1278.28681339397,1280.91924739697,1376.76668073872,1125.43994821706,1084.58352680456,907.387142537674,727.698257562082,780.303515876116,844.214861982663,894.356873592069,916.601873355065,884.666892268852,939.119041627169,993.026196326941,942.342860468214,962.513743915914,993.334658804507,969.676551891089,807.083372085007,873.186574923208,942.699350894811,983.899397312664,1051.46957210757,1137.56569593581,1226.7004128683,1267.11896481369,1132.83924812745,1195.58764016006,1258.46413313139,1313.477479714,1337.98377152226,749.491017176852,765.880233436319,794.61100212707,719.693398129264,734.643351462003,698.81714744643,589.058035838266,576.311942155518,607.522072566637,642.287949366096,667.900551784971,709.610243812542,743.734736343783,792.652753056765,857.574871765521,875.810165755212,947.537619514578,836.133460239254,904.61412764021,978.698363305568,1058.84312833986,1145.54217038192,1237.32883854617,1338.61568343798,1448.17452108828,1566.67502610997,1694.83928678075,1833.44535365849,1983.33085348719,2145.39660629936,2320.6101587742,2510.00911448004,2714.70409957542,2935.88114837897,3174.8032239753,3432.81050124779,3711.31892956244,4011.81645572112,4335.85612095985,4685.04504594167,5061.02808454024,5465.46466494386,5899.99705727053,6366.20803507608,6865.56567746496,7399.35295974986,7968.57991083949,8573.87662630427,9215.36651618372,9892.52107199125,10604.0003963245,11347.487917334,12119.5330761105,12915.4219143128,13729.1014032576,14553.1873179077,15379.0850894703,16197.2458140544,16997.5637263078,17769.8974528529,18504.6691303042,19193.4703593601,19829.5909145554,20408.3920248788,20927.471876009,21386.6102598337,21787.5201893321
"5",23842.6144668437,23842.6144668437,23842.6144668437,23842.6144668437,23662.6144668437,23409.4108259495,23251.646018684,22101.5576545819,20552.6949137025,17664.7268183867,11937.2477362148,6896.06998916357,4550.92186206593,3917.65315088458,3079.33738193527,1632.72980896089,1319.27706184537,1306.25692026216,1284.17359186986,1278.28681339397,1280.91924739697,1376.76668073872,1125.43994821706,1084.58352680456,907.387142537674,727.698257562082,780.303515876116,844.214861982663,894.356873592069,916.601873355065,884.666892268852,939.119041627169,993.026196326941,942.342860468214,962.513743915914,993.334658804507,969.676551891089,807.083372085007,873.186574923208,942.699350894811,983.899397312664,1051.46957210757,1137.56569593581,1226.7004128683,1267.11896481369,1132.83924812745,1195.58764016006,1258.46413313139,1313.477479714,1337.98377152226,749.491017176852,765.880233436319,794.61100212707,719.693398129264,734.643351462003,698.81714744643,589.058035838266,576.311942155518,607.522072566637,642.287949366096,667.900551784971,709.610243812542,743.734736343783,792.652753056765,857.574871765521,875.810165755212,947.537619514578,836.133460239254,904.61412764021,978.698363305568,1058.84312833986,1145.54217038192,1237.32883854617,1338.61568343798,1448.17452108828,1566.67502610997,1694.83928678075,1833.44535365849,1983.33085348719,2145.39660629936,2320.6101587742,2510.00911448004,2714.70409957542,2935.88114837897,3174.8032239753,3432.81050124779,3711.31892956244,4011.81645572112,4335.85612095985,4685.04504594167,5061.02808454024,5465.46466494386,5899.99705727053,6366.20803507608,6865.56567746496,7399.35295974986,7968.57991083949,8573.87662630427,9215.36651618372,9892.52107199125,10604.0003963245,11347.487917334,12119.5330761105,12915.4219143128,13729.1014032576,14553.1873179077,15379.0850894703,16197.2458140544,16997.5637263078,17769.8974528529,18504.6691303042,19193.4703593601,19829.5909145554,20408.3920248788,20927.471876009,21386.6102598337,21787.5201893321
"6",24657.5384056916,24657.5384056916,24657.5384056916,24657.5384056916,24477.5384056916,24218.157090449,24046.7690097963,22880.0085886629,21283.3471176919,18317.4097550869,12476.8322993196,7320.2371702877,4905.22851852062,4229.65353797642,3355.32589158062,1882.40055873331,1561.9182061373,1545.97687857908,1520.96674605084,1512.27953926151,1512.00973717762,1604.72184064317,1348.64972715649,1306.40018210655,1128.31387885814,950.263371539246,1007.24141096175,1075.05136443596,1128.42060029734,1153.37726584727,1124.01120105303,1181.67150300451,1238.20678042605,1189.54038113212,1212.60439289919,1246.21802974861,1225.08977847166,1065.54220924115,1137.27216202869,1211.8237389662,1257.38492812783,1329.00676514039,1418.43841878752,1509.87315268456,1551.44196356094,1417.7982576291,1483.19003238158,1547.96913394611,1604.09258109392,1628.97829357143,1040.53173764669,1065.58016183563,1103.31266615722,1037.58170452381,1063.43177786899,1039.01984676865,941.966616518813,944.386612231976,991.969379705502,1043.7523313016,1087.01729526316,1147.19094214419,1200.40912932817,1269.20341265199,1354.61905741136,1393.770255286,1487.549465656,1398.62098809838,1492.72575941936,1593.14448485958,1700.29640613118,1814.62751676184,1934.61199910291,2064.62000275259,2203.31132902249,2351.25278920518,2509.04494568593,2677.3233077594,2856.75934928861,3048.06127572284,3251.97444971092,3469.28136240968,3700.80101098077,3947.38751107577,4209.92773576366,4489.33772893549,4786.55759159195,5102.54448393844,5438.26332602772,5794.67471715578,6172.71953343611,6573.29961051119,6997.25388406994,7445.32935884437,7918.14632636271,8416.15737811523,8939.59999500764,9488.442871732,10062.3266928852,10660.5008477871,11281.7585681003,11924.374179434,12586.0475057231,13263.8618102316,13954.2627666932,14653.0665055756,15355.5043904455,16056.3104756234,16749.8543341402,17430.317153105,18091.9031046515,18729.0719009147,19336.7733716761,19910.6621830226,20447.2714415712,20944.1281849185,21399.8010106246
"7",24657.5384056916,24657.5384056916,24657.5384056916,24657.5384056916,24477.5384056916,24218.157090449,24046.7690097963,22880.0085886629,21283.3471176919,18317.4097550869,12476.8322993196,7320.2371702877,4905.22851852062,4229.65353797642,3355.32589158062,1882.40055873331,1561.9182061373,1545.97687857908,1520.96674605084,1512.27953926151,1512.00973717762,1604.72184064317,1348.64972715649,1306.40018210655,1128.31387885814,950.263371539246,1007.24141096175,1075.05136443596,1128.42060029734,1153.37726584727,1124.01120105303,1181.67150300451,1238.20678042605,1189.54038113212,1212.60439289919,1246.21802974861,1225.08977847166,1065.54220924115,1137.27216202869,1211.8237389662,1257.38492812783,1329.00676514039,1418.43841878752,1509.87315268456,1551.44196356094,1417.7982576291,1483.19003238158,1547.96913394611,1604.09258109392,1628.97829357143,1040.53173764669,1065.58016183563,1103.31266615722,1037.58170452381,1063.43177786899,1039.01984676865,941.966616518813,944.386612231976,991.969379705502,1043.7523313016,1087.01729526316,1147.19094214419,1200.40912932817,1269.20341265199,1354.61905741136,1393.770255286,1487.549465656,1398.62098809838,1492.72575941936,1593.14448485958,1700.29640613118,1814.62751676184,1934.61199910291,2064.62000275259,2203.31132902249,2351.25278920518,2509.04494568593,2677.3233077594,2856.75934928861,3048.06127572284,3251.97444971092,3469.28136240968,3700.80101098077,3947.38751107577,4209.92773576366,4489.33772893549,4786.55759159195,5102.54448393844,5438.26332602772,5794.67471715578,6172.71953343611,6573.29961051119,6997.25388406994,7445.32935884437,7918.14632636271,8416.15737811523,8939.59999500764,9488.442871732,10062.3266928852,10660.5008477871,11281.7585681003,11924.374179434,12586.0475057231,13263.8618102316,13954.2627666932,14653.0665055756,15355.5043904455,16056.3104756234,16749.8543341402,17430.317153105,18091.9031046515,18729.0719009147,19336.7733716761,19910.6621830226,20447.2714415712,20944.1281849185,21399.8010106246
"8",24657.5384056916,24657.5384056916,24657.5384056916,24657.5384056916,24477.5384056916,24218.157090449,24046.7690097963,22880.0085886629,21283.3471176919,18317.4097550869,12476.8322993196,7320.2371702877,4905.22851852062,4229.65353797642,3355.32589158062,1882.40055873331,1561.9182061373,1545.97687857908,1520.96674605084,1512.27953926151,1512.00973717762,1604.72184064317,1348.64972715649,1306.40018210655,1128.31387885814,950.263371539246,1007.24141096175,1075.05136443596,1128.42060029734,1153.37726584727,1124.01120105303,1181.67150300451,1238.20678042605,1189.54038113212,1212.60439289919,1246.21802974861,1225.08977847166,1065.54220924115,1137.27216202869,1211.8237389662,1257.38492812783,1329.00676514039,1418.43841878752,1509.87315268456,1551.44196356094,1417.7982576291,1483.19003238158,1547.96913394611,1604.09258109392,1628.97829357143,1040.53173764669,1065.58016183563,1103.31266615722,1037.58170452381,1063.43177786899,1039.01984676865,941.966616518813,944.386612231976,991.969379705502,1043.7523313016,1087.01729526316,1147.19094214419,1200.40912932817,1269.20341265199,1354.61905741136,1393.770255286,1487.549465656,1398.62098809838,1492.72575941936,1593.14448485958,1700.29640613118,1814.62751676184,1934.61199910291,2064.62000275259,2203.31132902249,2351.25278920518,2509.04494568593,2677.3233077594,2856.75934928861,3048.06127572284,3251.97444971092,3469.28136240968,3700.80101098077,3947.38751107577,4209.92773576366,4489.33772893549,4786.55759159195,5102.54448393844,5438.26332602772,5794.67471715578,6172.71953343611,6573.29961051119,6997.25388406994,7445.32935884437,7918.14632636271,8416.15737811523,8939.59999500764,9488.442871732,10062.3266928852,10660.5008477871,11281.7585681003,11924.374179434,12586.0475057231,13263.8618102316,13954.2627666932,14653.0665055756,15355.5043904455,16056.3104756234,16749.8543341402,17430.317153105,18091.9031046515,18729.0719009147,19336.7733716761,19910.6621830226,20447.2714415712,20944.1281849185,21399.8010106246
"9",24657.5384056916,24657.5384056916,24657.5384056916,24657.5384056916,24477.5384056916,24218.157090449,24046.7690097963,22880.0085886629,21283.3471176919,18317.4097550869,12476.8322993196,7320.2371702877,4905.22851852062,4229.65353797642,3355.32589158062,1882.40055873331,1561.9182061373,1545.97687857908,1520.96674605084,1512.27953926151,1512.00973717762,1604.72184064317,1348.64972715649,1306.40018210655,1128.31387885814,950.263371539246,1007.24141096175,1075.05136443596,1128.42060029734,1153.37726584727,1124.01120105303,1181.67150300451,1238.20678042605,1189.54038113212,1212.60439289919,1246.21802974861,1225.08977847166,1065.54220924115,1137.27216202869,1211.8237389662,1257.38492812783,1329.00676514039,1418.43841878752,1509.87315268456,1551.44196356094,1417.7982576291,1483.19003238158,1547.96913394611,1604.09258109392,1628.97829357143,1040.53173764669,1065.58016183563,1103.31266615722,1037.58170452381,1063.43177786899,1039.01984676865,941.966616518813,944.386612231976,991.969379705502,1043.7523313016,1087.01729526316,1147.19094214419,1200.40912932817,1269.20341265199,1354.61905741136,1393.770255286,1487.549465656,1398.62098809838,1492.72575941936,1593.14448485958,1700.29640613118,1814.62751676184,1934.61199910291,2064.62000275259,2203.31132902249,2351.25278920518,2509.04494568593,2677.3233077594,2856.75934928861,3048.06127572284,3251.97444971092,3469.28136240968,3700.80101098077,3947.38751107577,4209.92773576366,4489.33772893549,4786.55759159195,5102.54448393844,5438.26332602772,5794.67471715578,6172.71953343611,6573.29961051119,6997.25388406994,7445.32935884437,7918.14632636271,8416.15737811523,8939.59999500764,9488.442871732,10062.3266928852,10660.5008477871,11281.7585681003,11924.374179434,12586.0475057231,13263.8618102316,13954.2627666932,14653.0665055756,15355.5043904455,16056.3104756234,16749.8543341402,17430.317153105,18091.9031046515,18729.0719009147,19336.7733716761,19910.6621830226,20447.2714415712,20944.1281849185,21399.8010106246
"10",31538.86732706,31538.86732706,31538.86732706,31538.86732706,31358.86732706,31079.0813155633,30859.7472794216,29628.9089214978,27859.1339873243,24605.9487180154,18350.2307494333,12775.0518017616,10111.9407755174,9295.03322956137,8309.57070914018,6766.16416298262,6446.31803144186,6446.80413199131,6439.29888966756,6449.65996963156,6469.2055852714,6582.0991579522,6341.99837481682,6328.62365470809,6182.0099385021,6044.77017688838,6152.0622472028,6268.28471154092,6367.59160690622,6436.67395252045,6450.98827184737,6554.557540939,6654.96811194688,6648.15811738869,6716.22761914117,6794.50042684056,6817.15360368992,6703.20560973807,6829.24842510309,6955.51324747821,7049.99458421005,7169.12818897772,7303.33730861976,7435.87383414316,7514.69730205665,7416.87536535423,7525.37172125451,7630.73290552982,7724.89741870076,7785.66715390428,7232.46953777549,7322.77853618592,7425.65124324951,7424.29873030201,7518.92292878615,7563.17349242963,7537.18255051189,7616.74626127634,7742.67182053308,7871.74386186043,7991.00444640475,8126.27656389466,8252.81761722761,8393.4687088651,8548.45067176843,8653.9829636949,8813.24079700894,8786.08527510365,8947.49019183911,9111.49856853684,9278.12945595805,9447.40049852642,9617.32782090977,9791.89500147383,9969.14553805486,10149.0902905748,10331.7380997965,10517.0956506623,10705.1673313064,10895.9550879431,11089.4582758846,11285.6735069912,11484.5944939143,11686.2118915511,11890.5131361945,12097.4822829305,12307.0998419032,12519.3426141466,12734.1835277559,12951.5914752537,13171.5311530861,13393.9629042678,13618.8425652781,13846.12131839,14075.7455506983,14307.6567211853,14541.7912372391,14778.0803421027,15016.4500147921,15256.8208840701,15499.1081581001,15743.2215714276,15989.0653509467,16236.5382025001,16485.5333197332,16735.9384167751,16987.6357862461,17240.502383999,17494.4099418766,17749.2251096245,18004.8096269216,18261.0205262905,18517.7103674246,18774.7275032124,19031.9163774653,19289.1178540569,19546.1695768624
