"","N_1901","N_1902","N_1903","N_1904","N_1905","N_1906","N_1907","N_1908","N_1909","N_1910","N_1911","N_1912","N_1913","N_1914","N_1915","N_1916","N_1917","N_1918","N_1919","N_1920","N_1921","N_1922","N_1923","N_1924","N_1925","N_1926","N_1927","N_1928","N_1929","N_1930","N_1931","N_1932","N_1933","N_1934","N_1935","N_1936","N_1937","N_1938","N_1939","N_1940","N_1941","N_1942","N_1943","N_1944","N_1945","N_1946","N_1947","N_1948","N_1949","N_1950","N_1951","N_1952","N_1953","N_1954","N_1955","N_1956","N_1957","N_1958","N_1959","N_1960","N_1961","N_1962","N_1963","N_1964","N_1965","N_1966","N_1967","N_1968","N_1969","N_1970","N_1971","N_1972","N_1973","N_1974","N_1975","N_1976","N_1977","N_1978","N_1979","N_1980","N_1981","N_1982","N_1983","N_1984","N_1985","N_1986","N_1987","N_1988","N_1989","N_1990","N_1991","N_1992","N_1993","N_1994","N_1995","N_1996","N_1997","N_1998","N_1999","N_2000","N_2001","N_2002","N_2003","N_2004","N_2005","N_2006","N_2007","N_2008","N_2009","N_2010","N_2011","N_2012","N_2013","N_2014","N_2015","N_2016","N_2017","N_2018"
"mean",23207.4629889506,23207.4629889506,23207.4629889506,23207.4629889506,23027.4629889506,22780.2231975985,22634.9574612991,21499.0907315,19993.4099347167,17174.8117351269,11548.0168659263,6609.39890182281,4325.31847299527,3728.76474381393,2922.54700686671,1500.03366735674,1193.13042597682,1182.98954988813,1163.92768675699,1161.09192482561,1167.03538226893,1266.60239447637,1020.76267731846,982.469298991015,807.540181647873,627.865673560036,677.937059883954,739.747027688522,788.429546819132,809.736761135723,777.052278805181,830.200730254654,883.403786335474,832.676991338408,852.066004647207,882.280054744216,858.359937529506,695.120661270193,758.190177584412,825.231012323017,864.633989899663,930.760580506143,1016.17909667772,1105.75132477402,1147.89296072794,1016.08165525785,1079.66499805449,1144.33175240263,1202.20098614909,1230.63865134093,646.844224805984,660.14536819032,685.629756331449,607.463452015632,617.701513546076,576.79907275585,460.842800013114,439.609037714493,461.146638816533,485.541091032788,500.05659526023,529.735022559995,551.018102224201,586.089649628962,636.25915759919,638.964028749125,693.642439706577,564.259241231686,611.14754994905,662.159679500578,717.67406956831,778.104925795678,841.905639492206,913.380792353704,991.246564902949,1076.09583585878,1168.57757874239,1269.40208994891,1379.34664318183,1499.26158034702,1630.07683847466,1772.80889652447,1928.56810303373,2098.56631276903,2284.12471415888,2486.68166434962,2707.80025859667,2949.17523656289,3212.63865840029,3500.16355337334,3813.86443456673,4155.99316229303,4528.92810036493,4935.15381692406,5377.22771370309,5857.72892005474,6379.18359490115,6943.95955017312,7554.12208562677,8211.24256584962,8916.15235451569,9668.63844156088,10467.0850684362,11308.079660903,12186.0226255572,13092.8081634137,14017.6719437357,14947.3195234759,15866.4389468554,16758.6442885362,17607.7898797936,18399.462130988,19122.3526757966,19769.2052207445,20337.1346859374,20827.3016870527,21244.1024294924,21594.1277084017
"median",22996.0433084293,22996.0433084293,22996.0433084293,22996.0433084293,22816.0433084293,22570.2549133374,22428.2952153271,21296.6389414152,19802.6346745555,17003.2511253835,11404.3134145506,6494.14995275988,4227.52566586326,3641.62533197784,2844.31408425876,1428.18118831213,1122.9827719382,1113.54541373859,1095.17212559937,1092.97657312048,1099.56325398518,1199.8032297778,954.98258275825,916.897426086861,742.061626945862,561.811355991954,610.668329714333,671.360401307705,719.137771692259,739.686738407936,706.278878900436,758.549230853548,811.016750149617,759.700200245275,778.282149693257,807.711472279039,783.066362621271,618.871444104553,680.431341530267,745.938947067157,783.934658091866,848.739692792629,933.497207282934,1022.31398253132,1063.76150260291,931.486490538974,993.944991614633,1057.53852534399,1114.66370733609,1142.45212559595,557.703473885826,568.927676916515,591.954959893968,510.746099446993,517.142988657844,473.036744701149,353.216399200887,327.526729101456,344.374378355441,363.671169215929,373.020356882669,397.443355222366,413.210735943257,442.553148704197,486.271935745292,482.687363101538,530.603870966225,394.13715338341,433.370092483006,475.9229293409,523.293274792274,575.835577349133,631.831918910977,694.839710167896,763.927825140108,840.316380449948,924.047195429524,1016.1488961248,1117.59917768273,1229.73643272141,1350.66924741556,1484.54306481619,1633.22017064121,1798.27864081412,1981.38283869694,2180.65729030297,2394.95990050548,2631.07373484932,2894.54375483362,3182.40528430923,3494.50879413444,3833.00071929641,4212.66360746622,4627.02820007354,5074.79351559267,5571.50776552152,6105.72164152319,6684.53866305959,7319.73380339074,8004.23774446556,8722.29534743222,9506.51785725871,10321.3061208027,11184.6276444942,12100.7923668116,13040.6660314365,13986.5480212289,14919.9939850327,15835.7096484051,16745.787211763,17612.518748068,18426.7484827211,19161.2511276932,19816.2049028763,20393.7838365982,20882.6861038664,21285.915637364,21620.912190229
"2.5%PI",22240.633766273,22240.633766273,22240.633766273,22240.633766273,22060.633766273,21822.296459368,21695.6182041814,20580.8129035133,19139.3926840927,16423.9215641087,10946.8182030583,6160.6303109112,3967.16875960182,3424.96537062609,2666.24064301548,1279.2907984624,981.834203610799,975.670699979307,960.798767360789,962.216124809165,972.805135133671,1077.63150638868,839.702740291271,804.929853070547,633.092884443769,453.165542001516,499.192376740559,557.603626143113,603.847399810299,623.499826400669,589.450612894515,640.419259160307,692.348689188615,641.350443711095,659.428806646893,688.671192140535,664.312144179465,499.96901875313,558.414765466559,621.692284293051,658.520251920832,722.638024253108,807.005355349873,897.649151108742,942.613671836866,814.962132375531,880.180996116909,947.889515072839,1010.48767553391,1045.55614894717,469.830200195983,479.80611238537,501.860455730066,420.360298158571,425.311213960713,379.153170497255,256.34414716592,225.204858674365,235.438416202812,247.864003138579,249.586209311174,265.53542169209,272.264799215085,291.894725986633,326.095556993067,311.719708488206,347.264457209559,198.41832967308,221.381849040587,247.002905727312,275.589009679532,307.48323409019,340.948037338385,380.539815255024,424.789822555108,473.772384803694,528.992095631224,590.97664031674,659.236386126635,734.365338378479,819.58920515097,915.494457817958,1021.42035457393,1137.34992375527,1270.31838809321,1417.57521974595,1582.35255382116,1766.16988060051,1965.89317193024,2195.02637910653,2444.42178046583,2725.76462175233,3036.86253772773,3374.93139378352,3754.74333186397,4176.33983449293,4635.2024295074,5138.75923265523,5694.28981572292,6301.17361239065,6969.15194664395,7715.62480208457,8508.43686952926,9363.95809020387,10260.5924698311,11222.6806149571,12199.6351878803,13179.0473365741,14157.045029368,15107.7441487519,16013.5609800116,16844.0521871184,17622.0784568764,18335.8156536548,18993.6711458609,19602.1260195176,20165.1195842974,20677.4920025935
"97.5%PI",25307.0908789113,25307.0908789113,25307.0908789113,25307.0908789113,25127.0908789113,24863.5410965344,24682.7262950339,23504.0192461038,21873.9614127759,18853.1663111614,12933.0899742375,7693.38861003283,5228.21830709737,4522.36932625045,3622.28228943939,2131.48024314675,1807.09378981187,1790.08458526099,1763.54052343485,1753.45576169635,1752.00850850147,1843.51970528979,1585.01139129182,1542.97565066451,1365.55965128167,1189.98281719729,1251.34060840297,1323.11387078706,1378.69370936778,1405.97900632015,1379.50236397368,1441.23639088389,1502.7658820376,1456.96439627993,1482.15208271833,1517.75684713835,1498.70949680165,1343.63289962715,1419.39890767145,1498.63978008638,1547.29077201113,1624.09018072248,1716.8156100291,1810.65807042278,1852.59384966813,1721.66226947863,1791.6837695093,1860.85617109565,1919.76889550881,1946.42086073279,1363.57101518076,1397.53233835498,1443.46116963147,1385.16586487954,1421.82734608209,1407.28962042806,1320.05651827742,1335.1883576144,1395.46926375399,1459.86591907689,1519.64286234661,1598.7568400909,1668.87363692276,1752.76188694924,1856.78625827151,1912.11080770451,2024.67184313317,1950.64409029475,2068.93587790704,2186.619133852,2308.1364235974,2436.23102754103,2579.74365599952,2738.435582982,2895.0948838822,3053.48972763767,3230.12135518348,3418.77246848606,3618.29674887294,3825.20324433579,4038.12075845991,4276.58000565741,4511.07717490441,4759.31543984037,5031.92780491246,5314.30023185867,5613.94978193886,5916.39942391435,6258.04326271401,6612.73280113037,6997.20294013607,7386.89477471131,7798.46283674603,8253.67040720924,8700.67689478688,9180.78485353192,9676.34886655051,10201.6437418759,10745.9905877576,11302.0433163023,11891.0211901424,12525.9192672701,13152.9805928156,13846.3940301678,14546.060363389,15311.303862901,16103.8826826937,16894.4333808207,17694.2822890185,18456.9835544644,19178.565594962,19836.1070514698,20410.6125771856,20901.8071488303,21322.4818210026,21672.1779768306,21982.9170833738,22265.8643446639
"5%PI",22274.0513627389,22274.0513627389,22274.0513627389,22274.0513627389,22094.0513627389,21855.3681970988,21727.9939135662,20612.4424914164,19168.6345307007,16449.3760126248,10966.7719734745,6174.98394701987,3978.2159822628,3434.04273109434,2673.58206135331,1285.35542058909,987.579747203716,981.292300998748,966.275542546403,967.516827581736,977.902107365046,1082.49209438938,844.211222288828,809.288659903992,637.328793149101,457.410498467942,503.579823104307,562.093379367828,608.373050847106,628.035181333916,594.012890656512,645.038909480508,696.991475572679,645.977381540351,664.038941634166,693.198115021571,668.708451600518,504.419545206957,563.045107735302,626.482053820705,663.288401374225,727.36996810435,811.889999777206,902.231021787748,946.932837740755,818.885930123072,884.187786749036,951.904742202258,1014.47888846036,1049.2970239835,473.030513053894,482.944978886887,505.322360408285,424.045540213707,429.311514396147,383.014164004867,260.286573946678,229.427778733236,239.882004333661,252.412185153497,254.241455924458,271.013291856271,278.583889316677,298.798772973601,333.388577573079,320.327842592505,357.576302436896,209.861678494537,234.009980371728,260.992882801113,290.857838624173,324.393886048409,359.856047659506,401.413030900858,446.944269500026,498.714036455801,556.21886835179,621.455710951926,693.248710171094,773.754035621517,861.386287106157,957.911410513675,1066.87868101206,1185.01278612252,1321.0018851124,1473.86323085795,1644.35351569272,1832.19428239251,2040.63537892564,2272.05359344963,2529.12990419236,2812.2216309658,3128.01177433116,3481.09883393755,3871.36729541027,4308.73491947587,4785.47584844348,5317.70792520752,5894.34065090562,6522.06027325793,7218.15425702787,7956.89660545269,8761.87597944199,9607.92091120213,10520.3994040875,11476.4547547068,12438.3479130215,13424.7522889683,14392.5880819965,15348.8230844676,16270.7658413947,17119.3533870764,17907.6254781426,18633.0703315512,19312.9222219118,19929.054779158,20464.4972144392,20956.4011460392
"95%PI",24845.6555167324,24845.6555167324,24845.6555167324,24845.6555167324,24665.6555167324,24404.9972486518,24230.7414829969,23060.3818074781,21453.5903279114,18470.3688413909,12604.58692121,7422.79572927484,4993.1741007824,4308.00805785785,3425.63765405338,1946.68241645198,1624.39556729948,1607.54484739775,1581.61747988436,1572.16113251152,1571.58751225192,1663.90355839267,1406.35277788466,1364.0593317893,1186.62925864437,1009.71132533338,1067.50951756986,1135.81950693417,1189.69257237781,1215.6377767913,1187.05545684274,1245.12517193135,1301.909426459,1253.83558720956,1276.87569026714,1311.11910031264,1291.13894321992,1132.36378903736,1205.64716011311,1281.5122222155,1327.04962147363,1400.23234673431,1491.10045499611,1582.19304529196,1623.72791865694,1488.63729246012,1552.80821695891,1617.71913563635,1674.11625077308,1699.05688425761,1111.20647564929,1137.16276211123,1175.34008367525,1109.7117305561,1137.78994428941,1115.64540813986,1020.72745135521,1025.49429452059,1075.56792639031,1129.44985339714,1174.37629461721,1236.79970662966,1292.6444431267,1365.5485555248,1454.22963440875,1495.77856162299,1593.4963149002,1508.60321770648,1606.87269419193,1711.74667381277,1823.43894599552,1941.93925471728,2063.69728115415,2195.6632169542,2334.45007596366,2486.35954496108,2642.28337645024,2809.40953531003,2993.51370835898,3187.26019415184,3392.4928223853,3605.95735130955,3828.87182089232,4076.76415358467,4337.11518063987,4609.12077591496,4912.02041465825,5219.2096606443,5534.75660170383,5877.27415825481,6258.98189041106,6652.53733710058,7068.69676397736,7509.45442606404,7970.15505424777,8454.09017354044,8966.11260965547,9505.64362328954,10070.7732808102,10685.2579755948,11315.4211201069,11986.6143274846,12679.0958412611,13386.9375949045,14126.1053800666,14901.0632056486,15711.9619519511,16559.8218388576,17386.2932090816,18199.847889888,18952.2657435975,19633.8333943184,20234.1425174297,20746.4543931988,21179.5236403537,21543.0755169738,21859.3747031796,22136.4697682739
"min",22203.3880093172,22203.3880093172,22203.3880093172,22203.3880093172,22023.3880093172,21785.4377799345,21659.5369693857,20545.5626087386,19106.8087370829,16395.5641903798,10924.5993463693,6144.63948029751,3954.79924954532,3414.73801968445,2657.93455012466,1272.48917630806,975.424584966842,969.415607740493,954.699199480881,956.250158660815,966.98372520522,1071.9810080873,834.336636676014,799.712553575469,628.009543251523,448.071946857234,493.919783689721,552.173785234868,598.296162884306,617.855946357388,583.721470833467,634.56309372404,686.397995967026,635.342447608929,653.269215182443,682.309024992124,657.77156003216,493.342048769716,551.527929203013,614.574162367881,651.05283226718,714.831400768565,799.12678614354,889.354764399461,934.211028838373,806.3496233942,871.42854052738,939.173509770857,1001.89642853798,1037.00371302784,461.243192523353,470.644164989874,492.15366666827,410.199423943776,414.581205048314,367.479713464559,243.79820554591,211.524358580682,220.447911038091,231.422870551952,231.690933998036,245.990581403319,250.975043782652,268.546782273497,300.188829653241,283.344940967075,316.360695180356,163.808727991844,182.681763887526,203.729185428625,227.20148403882,253.377998070297,280.570230410342,312.895138700444,348.943939264626,389.145494036178,433.97799323594,483.974601632153,539.729738753232,601.906058685859,671.242199345441,748.561374376959,834.780882363989,930.922606647434,1038.1245730928,1157.65362011827,1290.91921159815,1439.48838366666,1605.10175345451,1789.69042065638,1995.39344631474,2224.57537588607,2479.84295574834,2764.0597330606,3080.35657372013,3432.13521124643,3823.06066312054,4257.03662041231,4738.15563422067,5270.61303030284,5858.57003606107,6505.94790619266,7216.13166821976,7991.56108316572,8833.19039065426,9739.8118525555,10707.2669354885,11727.6189325987,12673.3738092009,13423.0076056874,14185.3201268268,14954.1284728646,15722.4345784456,16281.818698677,16672.9805399659,17064.3571466392,17455.2056153553,17844.7606423126
"max",30103.7382170786,30103.7382170786,30103.7382170786,30103.7382170786,29923.7382170786,29645.9925548764,29431.6617236615,28207.89132776,26456.6887376303,23234.8672530043,17025.0793145586,11498.0484120193,8866.16666178483,8069.16359863573,7100.11166577843,5568.6651655334,5253.3803080836,5256.92950496267,5252.55969534465,5266.09016462241,5288.92937002606,5405.28947807817,5169.29873808867,5158.9270798085,5015.31820355004,4880.41864269428,4989.41787318314,5107.92363552963,5210.14735071347,5282.70938449754,5300.92766070962,5408.56129779206,5513.64493136086,5512.11385616744,5585.54807523242,5669.64524298509,5698.64269331204,5591.29433898101,5723.52149226098,5856.73398521488,5958.94266114249,6086.4421982058,6229.78944690638,6372.32471414535,6462.01515984747,6375.68323697291,6495.44784577659,6612.85153274453,6719.83157052034,6794.14976415618,6255.08683813549,6357.18318095276,6472.5391656399,6484.43889177518,6592.60044647703,6651.13685476382,6639.95470375816,6734.52796979549,6876.16665182577,7021.8850573884,7158.75446435291,7312.56696133236,7458.66717557516,7619.87040590718,7796.47432156418,7924.77514788057,8107.74241080413,8105.48326546629,8292.17773793664,8482.687004033,8677.05021043696,8875.30363343676,9075.48037125551,9281.57115826761,9491.64037339583,9705.70960610826,9923.79586975064,10145.9112094328,10372.0622942218,10602.2499945582,10836.4689460817,11074.707101352,11316.9452712775,11563.1566584208,11813.3063847304,12067.3510166577,12325.2380910445,12586.9056456173,12852.2817583806,13121.2841006726,13393.8195091089,13669.7835820952,13949.0603070255,14231.5217246764,14517.0276376647,14805.4253701211,15096.5495859426,15390.2221730998,15686.2522014785,15984.4359615993,16284.5570912917,16586.3867969516,16889.68417541,17194.1966416377,17499.6604665324,17805.8014278592,18200.5560080826,18745.378717441,19274.1623962329,19784.2699158701,20273.3441477243,20758.4054194455,21229.5857168745,21641.0888556793,22032.9769723806,22391.1708284265,22716.3906722777,23009.8303941585
"n",10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000
