"","r_max","K","catch_multiplier_1","premodern_catch_multiplier_1","sample.N.obs","add_CV","sample_premodern_catch","Nmin","YearMin","violate_MVP","N2008","N2018","ROI_IA1","q_IA1","ROI_Count1","q_Count1","NLL.IAs","NLL.Count","NLL.N","NLL.GR","NLL","Likelihood","Max_Dep","status2008","status2018","draw","save"
"1",0.116429005436599,22265.6656466944,1,-999,15729.270027834,0,-999,235.109451415669,1968,0,15729.2664926141,21723.8234764192,0,-9999,0,-9999,0,0,17.1534743098002,0,17.1534743098002,3.55091896778358e-08,0.0105592824012685,0.706435942324918,0.975664676777555,100,1
"2",0.0639735997328535,24866.4233049037,1,-999,15606.6595583688,0,-999,1017.37786476803,1926,0,15606.6598471907,21428.2371587676,0,-9999,0,-9999,0,0,18.0293454051341,0,18.0293454051341,1.47895438108104e-08,0.040913719367409,0.627619809082596,0.861733788411053,107,1
"3",0.117057870413642,22240.0474525032,1,-999,16922.3263153108,0,-999,244.336234475238,1958,0,16922.3362962792,21872.0944823335,0,-9999,0,-9999,0,0,18.3003889249739,0,18.3003889249739,1.12782592457139e-08,0.0109863180371828,0.76089479271208,0.983455387361224,149,1
"4",0.0840003093215637,23736.2271501299,1,-999,16222.5763902534,0,-999,540.609852138759,1958,0,16222.5779735192,22154.2643218855,0,-9999,0,-9999,0,0,17.703846880203,0,17.703846880203,2.04793888157165e-08,0.0227757279503369,0.683452255108302,0.933352389230243,166,1
"5",0.104499369034078,22770.5864750261,1,-999,15302.1544711664,0,-999,296.887014599038,1958,0,15302.0150888124,21811.5064987654,0,-9999,0,-9999,0,0,17.1267789241945,0,17.1267789241945,3.64698872324287e-08,0.0130381804142222,0.672007947867091,0.957880752113584,195,1
"6",0.0549604002097622,25478.8577234856,1,-999,14655.853217002,0,-999,1249.03697427497,1926,0,14655.853216989,20263.8213653946,0,-9999,0,-9999,0,0,19.5042335290401,0,19.5042335290401,3.38391156424905e-09,0.0490224871079543,0.575216258752436,0.795319067491635,211,1
"7",0.0995030784015544,22993.1962654158,1,-999,15433.5229528369,0,-999,335.767923170205,1958,0,15433.5224570378,21882.3110119081,0,-9999,0,-9999,0,0,17.2032233322332,0,17.2032233322332,3.37858644918114e-08,0.0146029251129055,0.67122127254015,0.951686349271128,226,1
"8",0.102067516732495,22877.8358512685,1,-999,13870.5093130702,0,-999,295.361802441791,1958,0,13870.5131631923,21377.9321448238,0,-9999,0,-9999,0,0,18.2843564849608,0,18.2843564849608,1.1460534514876e-08,0.012910390841248,0.606286068899444,0.93443856682093,234,1
"9",0.113297653919086,22394.8060410533,1,-999,14735.5087234173,0,-999,237.194995018784,1968,0,14735.8039344303,21587.7048944687,0,-9999,0,-9999,0,0,17.1082087359496,0,17.1082087359496,3.71534673650996e-08,0.0105915181664877,0.658000962697206,0.963960342183584,248,1
"10",0.102012715137098,22880.5361432837,1,-999,15689.7174248006,0,-999,319.850974600334,1958,0,15689.7166989866,21931.6289089646,0,-9999,0,-9999,0,0,17.2375776019856,0,17.2375776019856,3.26448867325645e-08,0.013979173066459,0.685723297772989,0.958527753529163,258,1
"11",0.0802281556143425,23932.7069864393,1,-999,17243.1762499036,0,-999,653.372377765396,1958,0,17243.1766189614,22516.565034511,0,-9999,0,-9999,0,0,18.7979530010629,0,18.7979530010629,6.85729353786759e-09,0.0273003959867811,0.720485845112786,0.940828174901788,354,1
"12",0.0765604163277894,24128.6047523532,1,-999,16501.6960458597,0,-999,702.435851575499,1958,0,16501.6960452924,22212.9887695724,0,-9999,0,-9999,0,0,17.9923672060684,0,17.9923672060684,1.53466718184281e-08,0.0291121620493614,0.683905937150511,0.920608091415066,399,1
"13",0.107198590409011,22653.0864360979,1,-999,13941.1125553306,0,-999,265.677880693418,1958,0,13941.1113103673,21415.476741462,0,-9999,0,-9999,0,0,17.9912627606564,0,17.9912627606564,1.53636307430855e-08,0.0117281096085016,0.615417742288397,0.945366840049497,428,1
"14",0.0484020216502249,26016.6354484799,1,-999,15448.4066109871,0,-999,1529.68239736222,1926,0,15448.408016952,20490.9079786221,0,-9999,0,-9999,0,0,18.8594950841692,0,18.8594950841692,6.44800482035146e-09,0.0587963190087131,0.593789617706106,0.787607914143999,500,1
"15",0.101254194646608,22914.3236831665,1,-999,15176.2758783298,0,-999,318.139148214936,1958,0,15176.299497653,21800.2470719581,0,-9999,0,-9999,0,0,17.1780190021404,0,17.1780190021404,3.4648236677612e-08,0.0138838550338123,0.662306237246786,0.951380777080195,530,1
"16",0.115570946448948,22300.8614324472,1,-999,16045.0454751262,0,-999,243.206267178104,1958,0,16045.0423523183,21789.7302442824,0,-9999,0,-9999,0,0,17.3621111053758,0,17.3621111053758,2.88224538680588e-08,0.0109056893571046,0.719480832653987,0.977080204291072,550,1
"17",0.0998445174493827,22977.4896430803,1,-999,13877.0003298996,0,-999,310.641104338988,1958,0,13876.9420006036,21364.9370271912,0,-9999,0,-9999,0,0,18.360611954182,0,18.360611954182,1.06190959254997e-08,0.0135193665262967,0.603936383658981,0.929820331074563,562,1
"18",0.105119309022091,22743.7205905753,1,-999,17275.7720544469,0,-999,320.774517719793,1958,0,17275.7720351239,22204.2401697725,0,-9999,0,-9999,0,0,18.8147451784516,0,18.8147451784516,6.74310605974395e-09,0.0141038717232886,0.759584253874574,0.97628002777055,622,1
