"","r_max","K","catch_multiplier_1","catch_multiplier_2","catch_multiplier_3","premodern_catch_multiplier_1","sample.N.obs","add_CV","sample_premodern_catch","Nmin","YearMin","violate_MVP","N2008","N2012","N2006","N2019","N2030","ROI_IA1","q_IA1","ROI_Count1","q_Count1","NLL.IAs","NLL.Count","NLL.N","NLL.GR","NLL","Likelihood","Max_Dep","status2008","status2012","status2006","status2019","status2030","draw","save"
"mean",0.0933330488146656,29866.7755057974,1.10318057623097,1.3348763106499,1.01848425757081,1.71131826795505,14956.3565428641,0,0.533778804405243,447.810107350098,1959.3004,0,14956.3630647262,19488.9576032556,12860.6156120227,25938.6910860071,29251.2892256434,0.0659388333904697,0.505224387534292,0,-9999,20.5307529862851,0,17.0898874354041,0,37.6206404216892,6.09630444686485e-17,0.0145357336629759,0.504121066564383,0.657893754308865,0.432891230802727,0.874175764268387,0.981484677262814,2371493.2884,1
"median",0.0958422079212032,29346.5307682946,1.09762940456351,1.33480419510161,1.01850020660474,1.71199466630093,14925.4770508851,0,0.550799604621716,348.998082908238,1958,0,14925.4695358292,19484.4897714679,12797.1059106132,25891.0601947195,29029.6253501698,0.0668264711799622,0.504483933307032,0,-9999,20.4422308700683,0,16.8782339888507,0,37.3304703474444,6.13172576897819e-17,0.011894020387364,0.504624826599656,0.663957094155922,0.432561298245387,0.893648388746966,0.992351015918472,2372383,1
"2.5%PI",0.0557566241976107,25950.1553989715,1.00553004524459,1.2541305029543,1.01300338108638,1.56513364468368,13241.0612636711,0,0.0320055509917438,187.057385925655,1926,0,13241.0677162671,17599.1445158119,11081.3705428382,23649.3963730665,25881.0318495814,0.0438830638767323,0.458564280649296,0,-9999,20.1414758462789,0,16.3012624740553,0,36.6496320880454,3.37436984121737e-18,0.00669023007940716,0.406246783176686,0.512012605775959,0.352678617659541,0.692820194514162,0.89652352960102,118619.875,1
"97.5%PI",0.117010521754308,36623.4830081815,1.34283067842773,1.41569245915819,1.02402103845582,1.85194416289219,16851.3856091973,0,0.978879514866276,1308.19836436862,1968,0,16851.5717471827,21481.2881058845,15035.179418919,28695.968906903,34446.1246064479,0.082831870485254,0.555522573827603,0,-9999,21.5112080440981,0,19.1212543612878,0,40.2303230842419,1.21134268356571e-16,0.0383378788458467,0.596809216509915,0.77256191900809,0.512863439076666,0.958017067339805,0.998634499506252,4621786.125,1
"5%PI",0.0620844150762539,26342.0152212793,1.01166233632912,1.25817326751025,1.01384366079467,1.59193169060761,13475.242328376,0,0.0634847026783973,198.534468535286,1957,0,13475.2732785647,17869.3901960663,11320.9354863952,24042.4249036006,26268.5416832454,0.048030005870615,0.465942362962905,0,-9999,20.1791000782834,0,16.3421175772086,0,36.6987846498594,6.92434353644923e-18,0.00711595329619885,0.423043129108541,0.537778311267053,0.367347100087381,0.73131378079056,0.927490963393418,236289.35,1
"95%PI",0.115880209014518,35215.0992578129,1.24965951240253,1.41162556497077,1.02311780997643,1.82976244705563,16535.9659113165,0,0.958748275367543,1048.79844277991,1968,0,16535.939448987,21125.8046130959,14632.3270636587,27952.095235447,32970.4517136049,0.0807229589376778,0.547149722609083,0,-9999,21.2140862239525,0,18.553554308217,0,39.511489078026,1.15324169321357e-16,0.0312215906746623,0.580133610724831,0.757596281488934,0.498069161780056,0.952694400165492,0.998393700137174,4503213.3,1
"min",0.0273548294664361,24597.7843828183,1.00000012434184,1.25000093894545,1.00821463726352,1.43471510281447,12073.5776603688,0,0.000170558923855424,158.032643616501,1926,0,12073.5820864086,16292.092486504,10070.7119532067,20797.5446883723,24569.3929208231,0.0247018260506551,0.420510885861252,0,-9999,20.0109188659343,0,16.2025570026056,0,36.4556694395829,1.11301311304729e-20,0.00487563132333073,0.320425204651368,0.356193029639178,0.290930230846894,0.426112715416818,0.551990906030743,434,1
"max",0.11799876358686,55706.7787807511,1.42814120902971,1.41999919824302,1.03099996197792,2.0085006255071,19354.9803978531,0,0.999966307776049,4012.96077644047,1968,0,19354.9803991417,22942.0963482973,17748.8369121871,32114.1459607876,37878.4539983425,0.0960691551679798,0.60464639434076,0,-9999,24.1252755244224,0,24.1653062667064,0,45.9446310059433,1.47063171756903e-16,0.0865770028233879,0.67731353570117,0.847210024059263,0.596768119336041,0.977690508438474,0.999328362772355,4740792,1
"n",10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000
