"","r_max","K","catch_multiplier_1","catch_multiplier_2","catch_multiplier_3","premodern_catch_multiplier_1","sample.N.obs","add_CV","sample_premodern_catch","Nmin","YearMin","violate_MVP","N2008","N2012","N2019","ROI_IA1","ROI_IA2","q_IA1","q_IA2","ROI_Count1","q_Count1","NLL.IAs","NLL.Count","NLL.N","NLL.GR","NLL","Likelihood","Max_Dep","status2008","status2012","status2019","draw","save"
"mean",0.10663880479131,28677.7297242982,1.10831370743405,1.33510665062585,1.01847230455528,1.71231249408525,14610.9070498012,0,0.537746827713097,271.453948962045,1963.4466,0,14610.9191628098,19644.3396800299,26237.6548688139,0.106288673753311,0.0932972025973544,0.0705370305640912,0.373386175118596,0,-9999,55.561804538186,0,16.8697522060366,0,72.4315567442227,5.1743316154576e-32,0.00943338833911462,0.511899798863014,0.687993417260937,0.916817431367107,6375098.7261,1
"median",0.108982127641328,28409.3245872608,1.10147209108713,1.33539041929296,1.01845745953762,1.71341012184779,14582.3906679871,0,0.554816127172671,253.680571716063,1968,0,14582.3828211947,19635.0411557121,26118.9053330842,0.108658994484839,0.0949171911748709,0.0717261516866657,0.372795312704108,0,-9999,55.3895328253056,0,16.6305247148107,0,72.1701038185202,4.53860266322467e-32,0.00894664024970146,0.511983393841487,0.691580645483201,0.925178705172348,6365361,1
"2.5%PI",0.0831773742203601,25594.9100652244,1.00688798595866,1.25434971323906,1.01306775323192,1.56805006918263,12923.4115634346,0,0.0312149986973964,175.054416435894,1958,0,12923.4333708066,17837.490766514,24176.3740893465,0.0827213479615476,0.0731014893592644,0.045093519142496,0.322724086454868,0,-9999,54.6209736207633,0,16.2601389638333,0,71.0757020880576,1.94451355247342e-33,0.00605131331517951,0.414703371141337,0.571972440729129,0.825003202896235,332721.125,1
"97.5%PI",0.117612291621231,34297.4084898633,1.35369481614789,1.41544508324598,1.02388788879432,1.85131332696977,16413.8850684598,0,0.98006820086157,493.749634952632,1968,0,16413.9047186497,21522.7403348324,29555.2117629966,0.117350735659432,0.105432012590505,0.0906154798849909,0.426851603938591,0,-9999,57.4513521513951,0,18.8969495713976,0,75.320296242224,1.35585980411294e-31,0.0161447733636946,0.601306199504606,0.782480064113952,0.961748477231989,12421687.05,1
"5%PI",0.0881870476012817,25941.8818836135,1.0132939065456,1.25853250098205,1.0139485936425,1.59161852598815,13186.5496829094,0,0.0615166965872049,182.120400101019,1958,0,13186.4148650753,18115.7123995877,24461.7819084073,0.0876843603313049,0.0769470229385195,0.0489976089474074,0.330644812034254,0,-9999,54.7230243748126,0,16.2880741410134,0,71.1973935972311,4.14849687279415e-33,0.00637477672024877,0.433820336129065,0.593579674789381,0.849226516709233,644920.2,1
"95%PI",0.1172384815339,32832.4529864845,1.28580950501115,1.41107121750643,1.0230450501942,1.82878515161995,16124.1890663805,0,0.9608793589985,428.418782635769,1968,0,16124.2352625696,21202.1716527733,28599.401817149,0.116966597753974,0.104173225149454,0.0879609243141817,0.418314276049515,0,-9999,57.0034231399344,0,18.2687362423978,0,74.5625626826251,1.20050760960754e-31,0.0143748231779451,0.585731025015774,0.768914571491197,0.957614132029911,12106352.45,1
"min",0.0569113896186463,24402.8941644554,1.00000408147954,1.25000332941301,1.00503809851059,1.42542740560258,11303.4739013528,0,9.25010535866022e-05,138.222834331289,1957,0,11303.4856851764,16458.4621950553,22656.2035937484,0.0560682221800586,0.0504030478265705,0.0284927478008288,0.28505804942384,0,-9999,54.203760962074,0,16.2014070210147,0,70.5821348787072,5.09909666437205e-35,0.00416849247276597,0.335320817419314,0.454082813902223,0.657574970694227,1710,1
"max",0.117999924281612,39888.7583001727,1.42843284623364,1.41998883378459,1.02857128090972,2.00148830749865,18273.4325581696,0,0.999983319547027,1252.6363893396,1968,0,18273.4347704698,23164.3935286676,31931.6745907817,0.117866647702475,0.112231859222564,0.112427665125225,0.499411227752981,0,-9999,61.0509900671928,0,24.6097556113285,0,78.9614148553827,2.22110096716912e-31,0.0375291992290753,0.685258038294777,0.855848385012352,0.980180372175768,12738837,1
"n",10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000
