"","r_max","K","catch_multiplier_1","catch_multiplier_2","catch_multiplier_3","premodern_catch_multiplier_1","sample.N.obs","add_CV","sample_premodern_catch","Nmin","YearMin","violate_MVP","N2008","N2012","N2018","ROI_IA1","ROI_IA2","q_IA1","q_IA2","ROI_Count1","q_Count1","NLL.IAs","NLL.Count","NLL.N","NLL.GR","NLL","Likelihood","Max_Dep","status2008","status2012","status2018","draw","save"
"1",0.0989612575359642,24502.1847337363,1.05273776287435,1.41139443651075,1.02110984433476,1.84224502545519,13536.6970351897,0,0.431995314545929,343.850194335558,1968,0,13536.7036273437,17591.8902633931,22181.0244968604,0.0984496894599771,0.0645332711113484,0.0646089678511462,0.559521269678691,0,-9999,35.4984405244995,0,18.5609078953547,0,54.0593484198542,3.32907275079674e-24,0.01403345040747,0.552469250168757,0.717972313675823,0.905267213430155,307,1
"2",0.101362780474592,24807.8426775103,1.13115871687551,1.36899086274905,1.02584116510048,1.68502225405081,15138.7960156426,0,0.165811376646161,363.518674700497,1968,0,15138.7959500617,19226.4545084232,23188.7796715397,0.100706699626844,0.0581860281455266,0.0583968201757229,0.511394349124947,0,-9999,36.003280643968,0,16.7957535501866,0,52.7990341941546,1.17400730617987e-23,0.0146533771366604,0.610242339362539,0.775015173965654,0.934735840313981,460,1
"3",0.0928677552337758,27324.3103376936,1.09683241663554,1.29879338443279,1.01782313849408,1.720137960911,14552.4042836623,0,0.964969113469124,457.477303271457,1968,0,14552.4047352481,18806.8018185895,24039.7299895202,0.0923314815564744,0.0635302055546385,0.054613171248187,0.521765704148965,0,-9999,35.3623097076988,0,16.8784000045433,0,52.2407097122421,2.05186149326373e-23,0.0167425013703044,0.532580861342846,0.688280933211539,0.879792744717791,846,1
"4",0.0747556084650569,31542.4176268658,1.2470784735337,1.36484921557363,1.01886785753898,1.72170623807583,16016.5461046854,0,0.752154902787879,908.498661993381,1957,0,16016.5460717952,19947.8347576416,25478.7516269675,0.0740196593476439,0.0548458264212397,0.0366279845821926,0.487107205226977,0,-9999,35.4562432810739,0,17.203626058574,0,52.6598693396479,1.34930250937723e-23,0.0288024422458848,0.507778010590836,0.632412993627076,0.80776153332224,999,1
"5",0.0737955314228311,27507.8790701227,1.15745904993073,1.35238096788991,1.01769933344411,1.70027344055859,16228.1574746594,0,0.167506194673479,922.358473699163,1926,0,16228.1675656688,19619.5223182701,23789.2804525522,0.0726135863329032,0.0468777834728209,0.0342201507113238,0.494069666099614,0,-9999,36.2361477007871,0,17.5317956274959,0,53.767943328283,4.45532007050885e-24,0.0335307011982966,0.589946157764477,0.713232825702637,0.864816963601916,1244,1
"6",0.0784962226063944,25215.4989323103,1.07983081293337,1.33744629119756,1.02269406538937,1.68612076797947,13890.0377559476,0,0.0823054104112089,749.011145739875,1968,0,13890.0377522222,17217.6010408452,21491.4033442151,0.0776438200845819,0.0532761206594015,0.0442493931172455,0.565018958645337,0,-9999,35.6974501891201,0,19.0934172656222,0,54.7908674547424,1.6018749342887e-24,0.0297043952114751,0.550853179209709,0.682818178100104,0.85230926431032,1610,1
"7",0.0838586769779213,28177.8874129024,1.15692305559932,1.41171486223349,1.02107930987756,1.77395610642574,16513.500942965,0,0.579608087660745,743.466518050757,1968,0,16513.509830376,20450.291132402,25034.2142792691,0.0829568656706148,0.0526570772062449,0.0401358684532267,0.476609181330575,0,-9999,35.9123114856715,0,17.7269468391301,0,53.6392583248017,5.06717724960594e-24,0.0263847501111929,0.586044992954817,0.725756719541649,0.888434747162988,1983,1
"8",0.0627273658961058,28774.5093714616,1.0472390998872,1.40379209934501,1.01428353199814,1.66716612613642,13977.759784786,0,0.666388022946194,1087.76761190891,1926,0,13977.7599125419,16943.5895310948,21409.071403056,0.0618625010994625,0.0482937151694556,0.0342881393994918,0.570022776102595,0,-9999,35.7943829436447,0,19.6374264449369,0,55.4318093885816,8.43861281147522e-25,0.0378031680007635,0.48576883560715,0.588840258312077,0.744029068460482,2258,1
"9",0.117556470311247,23650.5289517615,1.04725562818035,1.3627425768692,1.02142223987028,1.63559201240627,14233.1621170742,0,0.858143785502762,189.495557308476,1968,0,14233.6720554218,18727.1614718845,22587.0632026361,0.117144412231279,0.0663620425177092,0.0822391056538299,0.530300874738926,0,-9999,36.0636501841092,0,16.9201903023257,0,52.9838404864349,9.75911524727693e-24,0.00801231793567824,0.60183313804327,0.791828441134704,0.955034166411478,2486,1
"10",0.102137131767813,26468.2283794685,1.13753957578017,1.41892621542094,1.01681057063372,1.65550932896502,15602.7137036435,0,0.816073800902814,359.795250173137,1968,0,15602.6095360426,20056.4477614335,24566.1745874296,0.101561529372021,0.0613359882879196,0.0580937936284888,0.490969918059148,0,-9999,35.7995298548392,0,16.8001422808814,0,52.5996721357206,1.4330212863649e-23,0.0135934768664846,0.589484468410647,0.75775558053562,0.928138228038174,2886,1
"11",0.0900868163821287,26451.1176972066,1.0593243979386,1.26648116793949,1.01126049630796,1.64540324903582,14606.2819765648,0,0.918324539670721,513.30577507843,1968,0,14606.2856467972,18601.8659020525,23394.9062220475,0.0894455191747479,0.0597508398051678,0.0514047380819084,0.526379199449745,0,-9999,35.5138828193225,0,17.077842336562,0,52.5917251558845,1.44445484860325e-23,0.0194058255289771,0.552199185455959,0.703254437676067,0.884458134807595,3146,1
