"","r_max","K","catch_multiplier_1","premodern_catch_multiplier_1","sample.N.obs","add_CV","sample_premodern_catch","Nmin","YearMin","violate_MVP","N2008","N2012","N2006","N2019","N2030","ROI_IA1","ROI_IA2","q_IA1","q_IA2","ROI_Count1","q_Count1","NLL.IAs","NLL.Count","NLL.N","NLL.GR","NLL","Likelihood","Max_Dep","status2008","status2012","status2006","status2019","status2030","draw","save"
"mean",0.0938616453663507,25558.2298175799,1,1,14972.4940139099,0,0.536092950080056,437.832829822918,1958.061,0,14972.508370927,18864.9771753463,13018.2151715156,23434.6164624572,25284.2407404543,0.0931146717535973,0.0568270664418059,0.0547782928732255,0.520493099294944,0,-9999,41.514850602459,0,17.4305407540339,0,58.9453913564929,3.17482373042315e-26,0.0167289638780336,0.586874829922551,0.740355201434135,0.509742567044705,0.919208880123377,0.989961866053307,42538.164,1
"median",0.0966229453296401,25264.0177622095,1,1,14953.6773594446,0,0.555126385996118,346.396748353029,1958,0,14953.9035681766,18877.966653906,12979.097782388,23453.7319681836,25154.3938632049,0.0959995934229954,0.0573231522785189,0.0548243964883515,0.519190891637046,0,-9999,41.4474679884028,0,17.2061268532712,0,58.6809345438267,3.27487269895024e-26,0.0138272603177732,0.584860201958671,0.74339680990954,0.508677960906425,0.932398104751987,0.995778857833306,42697,1
"2.5%PI",0.0571729365908541,23765.4649101424,1,1,13235.0078657997,0,0.0522117142041679,199.465653877992,1926,0,13234.9764680869,17235.9064537184,11135.2436111948,22344.3941866978,23740.1509929244,0.0558639724617936,0.0404268773110153,0.0267884108480321,0.477630266575445,0,-9999,40.8800195316012,0,16.6536495923712,0,58.0435840148389,3.02657514273713e-27,0.00828078087545631,0.513392025918106,0.622615243073593,0.446373008598644,0.78889444020935,0.943353126513323,2275.25,1
"97.5%PI",0.116658759654756,28880.6169484395,1,1,16741.3977620396,0,0.982589872059179,1183.13851827854,1968,0,16741.5796748673,20509.528591926,14960.8359213495,24381.3506553432,27427.1531070805,0.116162072065108,0.071343030390211,0.0831644023278802,0.567702596567761,0,-9999,42.5164874081527,0,19.4495662447667,0,61.0623881068261,6.1942936736424e-26,0.0414403512936864,0.670862088463019,0.83730402783411,0.583225682352622,0.973586804955718,0.999180384347097,83011.825,1
"5%PI",0.0620067437349586,23905.1676537563,1,1,13492.0173561142,0,0.0796804040204734,208.456968097735,1926,0,13492.2050522508,17488.0269901725,11431.5799766919,22574.9055935993,23881.1323359158,0.0606941643766,0.0429291010332886,0.0301144121087983,0.485347140420768,0,-9999,40.957513525678,0,16.6835551346643,0,58.1029825882625,4.62967870233301e-27,0.00862360440858718,0.523386623705349,0.64721757075617,0.456501501940879,0.818645962727684,0.957519016825733,4225.1,1
"95%PI",0.115471973206312,28102.5767911665,1,1,16534.564414894,0,0.959464455896523,1036.10629605294,1968,0,16534.5640394511,20192.6863431485,14713.5226077746,24220.3174449414,27151.9137884794,0.114956926183419,0.0692231215251111,0.0787713654851021,0.56045831483152,0,-9999,42.3029842434718,0,18.8731480952078,0,60.6373115584716,5.83707511510905e-26,0.0367479829288769,0.655936696399204,0.821250813160977,0.569909798383946,0.97014907318491,0.999058092374094,80752.8,1
"min",0.0440552305742167,23489.2222277914,1,1,12511.3167930394,0,0.00444302265532315,164.194765431885,1926,0,12511.5387567506,16220.247793072,10427.7792666739,21529.7853377469,23471.2913391173,0.0419543678464755,0.0302483516062941,0.019482652123544,0.446106024752854,0,-9999,40.6844450379244,0,16.5394291344923,0,57.9555135489756,2.07163302675296e-28,0.00688134143941424,0.475039168695677,0.553157080495806,0.425225631787352,0.685748389957144,0.859365515159691,91,1
"max",0.117997705480084,31808.7469149321,1,1,18226.4235951006,0,0.999630903592333,1817.30192657657,1968,0,18226.4344351909,21833.3892429462,16773.7105405532,25326.5389688378,29186.563191285,0.117579674284686,0.0762167956203683,0.0945337386391664,0.598066359117628,0,-9999,43.5561194985775,0,21.9516232121754,0,63.7440454057624,6.76457116161769e-26,0.0613276345322892,0.736140985097079,0.882711123876114,0.644247277168256,0.982790101652209,0.999527066650499,85200,1
"n",1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
