"","r_max","K","catch_multiplier_1","catch_multiplier_2","catch_multiplier_3","premodern_catch_multiplier_1","sample.N.obs","add_CV","sample_premodern_catch","Nmin","YearMin","violate_MVP","N2008","N2012","N2006","N2019","N2030","ROI_IA1","ROI_IA2","q_IA1","q_IA2","ROI_Count1","q_Count1","NLL.IAs","NLL.Count","NLL.N","NLL.GR","NLL","Likelihood","Max_Dep","status2008","status2012","status2006","status2019","status2030","draw","save"
"mean",0.0868704194013209,30763.3128463641,1.09504484731482,1.33521853280234,1.01845603638939,1.7108982280864,15231.4632651243,0,0.515447131385608,703.279640232852,1956.0947,0,15231.4686142647,19473.3600588138,13255.1328437612,25556.0109818411,29110.0488824235,0,0,-9999,-9999,0,-9999,0,0,17.3225156879204,0,17.3225156879204,4.0288738606414e-08,0.0203249027571846,0.502190152409058,0.644978626110704,0.435547913008097,0.846705966526788,0.958465637273185,2606372.2756,1
"median",0.091476768540917,29631.1625524313,1.08964462946594,1.33531235186849,1.018489907162,1.70967943595257,15180.1966625499,0,0.522544360137545,393.717003552095,1958,0,15180.198323244,19472.4589226149,13132.4469376005,25673.5434771248,29011.9531811737,0,0,-9999,-9999,0,-9999,0,0,17.0450378365189,0,17.0450378365189,3.95762030074519e-08,0.0134148589852724,0.505036757266698,0.658478869911664,0.436039425765137,0.883732164488501,0.990193770888353,2609519,1
"2.5%PI",0.0326230338752619,25889.2082704786,1.00482996551713,1.25422251997946,1.01311529759483,1.56899278740881,13348.2675352861,0,0.0256853557075374,189.992364504877,1926,0,13348.5100228189,17434.0686568228,11162.4688806718,21795.4628061722,25564.1888407354,0,0,-9999,-9999,0,-9999,0,0,16.3168606649668,0,16.3168606649668,2.32363896079913e-09,0.00675091348394538,0.377478714663516,0.434049424960363,0.34181081393985,0.529710096102542,0.682197388626484,127570.65,1
"97.5%PI",0.116863808230159,41945.3057704392,1.31202976206727,1.41594660158007,1.02394674976081,1.85743920073533,17422.8003944911,0,0.978959548904095,2921.86537332759,1968,0,17422.8003955871,21539.9991160222,16071.2121226596,28352.1139552678,33584.2704938069,0,0,-9999,-9999,0,-9999,0,0,19.8801315065106,0,19.8801315065106,8.1974250504143e-08,0.0718430826157779,0.606331210030288,0.78017856403553,0.524695629379195,0.959859630686474,0.998691443928518,5078021.75,1
"5%PI",0.0416918637330178,26328.0449496373,1.00946389332154,1.25815851960902,1.01391102127936,1.59176192988676,13610.0735471235,0,0.0548785218619742,202.228452452977,1926,0,13609.9830584164,17750.6262886343,11414.3866195763,22924.6186537176,26072.2329067343,0,0,-9999,-9999,0,-9999,0,0,16.3628430042514,0,16.3628430042514,4.3301955886696e-09,0.0072275823951932,0.404726759356215,0.483938591497601,0.360400243613049,0.613618321032561,0.799166929263226,257888.75,1
"95%PI",0.115695149607933,38611.1379816887,1.18039195675392,1.41155827242823,1.0230247669691,1.8321392218945,17045.4643731413,0,0.954372381453868,2034.81990804439,1968,0,17045.481061262,21207.3612765174,15531.7266402121,27662.392739819,32624.1687958125,0,0,-9999,-9999,0,-9999,0,0,19.2576532765281,0,19.2576532765281,7.82902312390935e-08,0.0541531750312444,0.589911590977749,0.764253579514507,0.509505590578245,0.954201395422364,0.998438455295319,4947573.45,1
"min",0.000959177845157683,24408.6282698046,1.00000602009211,1.25001646756427,1.00860498569549,1.43746917200431,11924.4545890251,0,0.000157646369189024,150.799687642812,1926,0,11924.5001274293,15365.1006602388,9684.96562641173,16775.440016858,17134.7202351188,0,0,-9999,-9999,0,-9999,0,0,16.2042884750062,0,16.2042884750062,1.30736428866541e-12,0.00451881964901001,0.166413749771804,0.167729338229082,0.165759701647854,0.170055830116757,0.173774768492214,498,1
"max",0.117999313286971,100453.102841861,1.42736855081178,1.41997660228051,1.02881891683708,2.06517842641282,20586.4402112784,0,0.999989410163835,18229.8137403598,1968,0,20586.4402112228,23478.9733324334,19434.2645330728,32391.7109320298,37537.0867255272,0,0,-9999,-9999,0,-9999,0,0,27.3630079988784,0,27.3630079988784,9.17417314043688e-08,0.240654093158135,0.700338460882587,0.864112487677816,0.603138448787808,0.980990499803075,0.999435657925881,5208888,1
"n",10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000
