"","r_max","K","catch_multiplier_1","catch_multiplier_2","catch_multiplier_3","premodern_catch_multiplier_1","sample.N.obs","add_CV","sample_premodern_catch","Nmin","YearMin","violate_MVP","N2008","N2012","N2006","N2019","N2030","ROI_IA1","ROI_IA2","q_IA1","q_IA2","ROI_Count1","q_Count1","NLL.IAs","NLL.Count","NLL.N","NLL.GR","NLL","Likelihood","Max_Dep","status2008","status2012","status2006","status2019","status2030","draw","save"
"mean",0.0935768607121928,23330.1351063961,1,1,1,-999,14994.1164606089,0,-999,460.612235408371,1957.3848,0,14994.1235026794,18386.2590484647,13177.740975869,21892.6890516597,23143.0426838074,0.0925388094649053,0.0497887291724057,0.0528630961394547,0.532344734478072,0,-9999,36.6704361509881,0,17.8927631471997,0,54.5631992981878,2.63352145662625e-24,0.0193079933743505,0.643110031270585,0.789392034447035,0.564720658388711,0.939748102181129,0.992438231455504,5159365.9302,1
"median",0.0962968206554651,23139.9475097344,1,1,1,-999,14954.5861376682,0,-999,354.959466850745,1958,0,14954.5824243021,18397.711139484,13111.8340843261,21895.9819264474,23066.063534374,0.095405199353411,0.0501751682000797,0.0530179301078315,0.531569391051553,0,-9999,36.5850118122921,0,17.6604229739588,0,54.2636361414666,2.71395258680626e-24,0.0153288901162667,0.641991215321888,0.793433188765532,0.562870100392477,0.950859271237938,0.996958118510205,5151238,1
"2.5%PI",0.0553255192719749,22241.5809875742,1,1,1,-999,13251.7828475538,0,-999,199.587723218229,1926,0,13251.7829474113,16898.7841778204,11278.7682418854,21126.7734967058,22225.3346738162,0.0533080885759762,0.0331772027838688,0.0248526566038828,0.489491889081648,0,-9999,35.7389156007425,0,17.0367603911847,0,53.7225099343223,1.60760617705743e-25,0.0089403218144771,0.569806040565155,0.689516732301391,0.494671756219112,0.839934839474131,0.957742380533759,261495.025,1
"97.5%PI",0.11701769089821,25462.4936307401,1,1,1,-999,16958.0965767003,0,-999,1257.78079925411,1968,0,16958.1025880758,19837.9594043856,15415.2399271578,22550.5296188875,24381.0945572445,0.116438722951525,0.0644029698195149,0.0809988216322859,0.579345858477741,0,-9999,38.111244404198,0,20.1364055991339,0,57.0898811148566,4.66240914072137e-24,0.0493947473091499,0.725720800746121,0.869952210746159,0.645116101451404,0.980710826409305,0.999404787100128,10071381.65,1
"5%PI",0.0621520034069894,22284.500119824,1,1,1,-999,13489.2259719432,0,-999,211.715163565229,1926,0,13488.7548314119,17145.5275425458,11551.2124316794,21353.0050967944,22267.8684761768,0.06043942317789,0.0361251804666748,0.0281752529909241,0.495950325813293,0,-9999,35.8421491368464,0,17.0763485133749,0,53.7387425416609,3.00035221033475e-25,0.00948516289134172,0.580508860148679,0.707726290317355,0.504702770230887,0.865719509140772,0.971489801440271,516817.3,1
"95%PI",0.115968283821922,24981.1539498466,1,1,1,-999,16574.051551352,0,-999,1053.71786046483,1968,0,16574.0540707589,19611.3668538371,15005.3532513554,22429.1024667541,24233.8459412213,0.115357124404466,0.0623181103392312,0.0775445880115977,0.571045565270084,0,-9999,37.7850544789095,0,19.511180789873,0,56.4658976435297,4.58733704033085e-24,0.0422040908949406,0.710197651097582,0.859123278693239,0.630604090319643,0.97816592348987,0.999302505205126,9810148.35,1
"min",0.0183556117448024,22201.7337663932,1,1,1,-999,11838.2827009773,0,-999,158.898140782664,1926,0,11838.4775320603,15554.7848717407,9967.49050499157,18586.3721203312,22050.9362659036,0.0158554966136575,0.0130352816560422,0.0114942712902426,0.45426488641834,0,-9999,35.3357991165784,0,16.9743253318504,0,53.7067805553535,3.85279665245439e-28,0.00715241464412725,0.517636123307198,0.564737814167777,0.439213994279823,0.637822956405701,0.724323409378395,764,1
"max",0.117998755674344,32301.7718893599,1,1,1,-999,18861.2879717257,0,-999,6865.71094695449,1968,0,18861.2983238025,21181.6111604242,18229.7507748315,23302.1674982219,25209.1822411847,0.117546586089892,0.0753906953040311,0.0987716370367873,0.624403054392383,0,-9999,41.5415970459631,0,24.9907587964434,0,63.1235833160018,4.73632574817624e-24,0.212549050574406,0.83675971642443,0.940760076857928,0.755901643352279,0.992970524754917,0.999794518326987,10325443,1
"n",10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000
