"","r_max","K","catch_multiplier_1","premodern_catch_multiplier_1","sample.N.obs","add_CV","sample_premodern_catch","Nmin","YearMin","violate_MVP","N2008","N2018","ROI_IA1","q_IA1","ROI_Count1","q_Count1","NLL.IAs","NLL.Count","NLL.N","NLL.GR","NLL","Likelihood","Max_Dep","status2008","status2018","draw","save"
"mean",0.0854634442860072,21484.0583064784,1,-999,15003.2411837863,0,-999,650.8950796366,1955.821,0,15003.2492860807,21170.0154148736,0,-9999,0,-9999,0,0,17.091034637857,0,17.091034637857,4.88425003313137e-08,0.0278557497284708,0.701529416369805,0.988782747265388,754303.3254,1
"median",0.0891964500397444,21008.8668700549,1,-999,14941.600172373,0,-999,395.074555914727,1958,0,14941.6000401349,20972.5926421848,0,-9999,0,-9999,0,0,16.7724285278259,0,16.7724285278259,5.19788710018626e-08,0.0188193365217126,0.697307836753635,0.999999831874115,755531.5,1
"2.5%PI",0.0351439393003005,19452.8569785762,1,-999,13028.3538732416,0,-999,174.591824087539,1926,0,13028.2622682552,19443.3898514384,0,-9999,0,-9999,0,0,16.2824035754352,0,16.2824035754352,3.18807177558496e-09,0.00895515815459115,0.596645158534514,0.858232713944455,36580.15,1
"97.5%PI",0.116585727618379,26054.1133649337,1,-999,17349.250648907,0,-999,2446.2018979275,1968,0,17349.1977769698,23588.647360948,0,-9999,0,-9999,0,0,19.5638497640865,0,19.5638497640865,8.4848071375953e-08,0.0937974489424923,0.833770591395183,1.00000147387277,1467873.75,1
"5%PI",0.0435199796868255,19534.5382412015,1,-999,13270.416996954,0,-999,186.868368530082,1926,0,13270.4182166045,19523.1915512954,0,-9999,0,-9999,0,0,16.3006507777536,0,16.3006507777536,5.93107360374049e-09,0.00956558962330186,0.61400830031987,0.93217840492,73576.1,1
"95%PI",0.115008881579991,24840.4561421981,1,-999,16924.4735732733,0,-999,1750.4085346169,1968,0,16924.4554214529,23365.8823876001,0,-9999,0,-9999,0,0,18.9430607657468,0,18.9430607657468,8.33138714397471e-08,0.0703713034040759,0.806442822419192,1.0000006752775,1430889.9,1
"min",0.000425732241012156,19380.8072370682,1,-999,11552.2412039572,0,-999,142.31587622137,1926,0,11552.2418993059,16085.6772997481,0,-9999,0,-9999,0,0,16.2689200201295,0,16.2689200201295,1.64707362759657e-11,0.00733551207867377,0.349603703578361,0.352654044648661,146,1
"max",0.117991056273691,47616.5820067939,1,-999,20008.7347563822,0,-999,17248.4319411325,1968,0,20008.7347482178,25303.8847600037,0,-9999,0,-9999,0,0,24.8294358686723,0,24.8294358686723,8.5999872768549e-08,0.385063561263664,0.983577740142205,1.00002280910102,1504332,1
"n",10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000
