"","N_1830","N_1831","N_1832","N_1833","N_1834","N_1835","N_1836","N_1837","N_1838","N_1839","N_1840","N_1841","N_1842","N_1843","N_1844","N_1845","N_1846","N_1847","N_1848","N_1849","N_1850","N_1851","N_1852","N_1853","N_1854","N_1855","N_1856","N_1857","N_1858","N_1859","N_1860","N_1861","N_1862","N_1863","N_1864","N_1865","N_1866","N_1867","N_1868","N_1869","N_1870","N_1871","N_1872","N_1873","N_1874","N_1875","N_1876","N_1877","N_1878","N_1879","N_1880","N_1881","N_1882","N_1883","N_1884","N_1885","N_1886","N_1887","N_1888","N_1889","N_1890","N_1891","N_1892","N_1893","N_1894","N_1895","N_1896","N_1897","N_1898","N_1899","N_1900","N_1901","N_1902","N_1903","N_1904","N_1905","N_1906","N_1907","N_1908","N_1909","N_1910","N_1911","N_1912","N_1913","N_1914","N_1915","N_1916","N_1917","N_1918","N_1919","N_1920","N_1921","N_1922","N_1923","N_1924","N_1925","N_1926","N_1927","N_1928","N_1929","N_1930","N_1931","N_1932","N_1933","N_1934","N_1935","N_1936","N_1937","N_1938","N_1939","N_1940","N_1941","N_1942","N_1943","N_1944","N_1945","N_1946","N_1947","N_1948","N_1949","N_1950","N_1951","N_1952","N_1953","N_1954","N_1955","N_1956","N_1957","N_1958","N_1959","N_1960","N_1961","N_1962","N_1963","N_1964","N_1965","N_1966","N_1967","N_1968","N_1969","N_1970","N_1971","N_1972","N_1973","N_1974","N_1975","N_1976","N_1977","N_1978","N_1979","N_1980","N_1981","N_1982","N_1983","N_1984","N_1985","N_1986","N_1987","N_1988","N_1989","N_1990","N_1991","N_1992","N_1993","N_1994","N_1995","N_1996","N_1997","N_1998","N_1999","N_2000","N_2001","N_2002","N_2003","N_2004","N_2005","N_2006","N_2007","N_2008","N_2009","N_2010","N_2011","N_2012","N_2013","N_2014","N_2015","N_2016","N_2017","N_2018","N_2019","N_2020","N_2021","N_2022","N_2023","N_2024","N_2025","N_2026","N_2027","N_2028","N_2029","N_2030"
"mean",28313.1836440707,27838.2765176304,27462.8564219532,27161.0324538563,26915.1884409528,26712.833967112,26544.8297613017,26404.3210568236,26286.0633063974,26185.9781903646,26100.8512459074,26023.3197948665,25956.9020397053,25899.7788192652,25850.467243599,25807.7504854175,25770.6241668124,25738.2549108995,25709.9479508829,25685.1215766211,25663.2868064807,25648.8313345275,25635.8600399894,25624.2024108119,25613.7091491057,25604.2493529565,25595.7080993557,25587.9843654061,25580.9892363756,25574.644358061,25568.8805979654,25532.6067726151,25501.5711257481,25474.9152087356,25451.9361303382,25432.0555022806,25414.7952667036,25399.7586950252,25386.6153265444,25375.0889440213,25364.9479141349,25387.027498414,25405.4707891386,25420.88683679,25433.7819898191,25444.5767602597,25453.6201959825,25461.2020058526,25467.5627149466,25472.902125324,25477.3863387659,25481.1535707851,25484.3189556839,25486.9785136173,25489.2124241223,25491.0877270921,25492.6605518413,25493.9779576113,25495.0794542998,25495.9982600544,25496.7623422926,25497.3952803922,25497.9169814471,25498.3442748596,25498.691406925,25416.6806507774,25429.4442937463,25440.1032374869,25449.0177556073,25456.484886011,25462.7495572954,25468.0138273899,25183.8224891383,24941.7953077696,25022.3602247432,24618.750730081,24160.1596927991,24096.9329816845,23000.0702806568,21254.3378226839,18367.6316742342,12441.811854874,7389.58572403991,5018.95303693358,4371.31367325098,3509.65080253333,2020.96903085401,1672.88117538853,1625.6553401201,1566.16080666779,1519.76725927513,1478.48464524555,1528.32870391442,1221.23271890293,1121.79749803698,877.975841011554,695.008187152279,747.01906196061,810.798774980663,860.941393576236,882.983858119414,849.946175491183,904.529343221223,958.917747827068,907.17823070157,927.120816659624,957.999566744473,933.585144240193,767.392384524393,832.59062589819,901.572164615396,942.098853023994,1009.66382536741,1096.53850509345,1187.17208821461,1228.96281273518,1093.25286172627,1157.14214757263,1221.71693661807,1278.90928895175,1305.66328821039,708.492818855512,722.407281825152,748.682873285331,669.268032615316,680.328634800972,639.290439028602,522.072532490145,502.027453535311,525.785931111522,552.48160175894,569.129278080544,601.289655443166,624.891245832803,662.573809145299,715.599429167477,720.161035499964,777.786727173183,647.79534009227,698.182751253141,752.727293069247,811.78863441097,875.758714882395,943.027628596612,1017.9506336028,1099.1654787982,1187.2239074377,1282.72747146284,1386.33203985556,1498.75268492452,1620.76896522869,1753.23061954911,1897.06367948423,2053.27699787476,2222.96917500949,2407.33584259261,2607.67723428564,2825.4059279331,3062.05458385789,3319.28341989526,3598.88704922556,3902.80015124201,4233.10123536922,4592.01347622712,4981.90122548985,5405.26031777178,5864.69966020611,6362.91080676639,6902.62126028338,7486.52613919928,8117.19167430999,8796.92295351998,9527.5877799641,10310.3890923133,11145.5811218352,12032.1307339225,12967.3368740164,13946.4390537736,14962.2702032706,16005.0363614062,17062.3264385566,18119.4545988139,19160.1989035382,20167.9150107946,21126.8880438201,22023.6823867948,22848.2130932274,23594.3251729266,24259.8076587936,24845.9234483299,25356.6371760689,25797.7440202644,26176.0593283192,26498.7601917252,26772.9077235636,27005.1375815635,27201.4865965635,27367.3189200679,27507.3189056983,27625.5248757892,27725.3850784
"median",27835.5966646156,27354.0304979222,26972.4949384801,26672.8941367211,26440.0532785928,26251.8009442837,26091.8262336678,25959.6714397812,25853.0536438563,25763.1279439117,25690.0563709178,25628.814404793,25579.8710860715,25529.9355329277,25488.9776222774,25453.5333619432,25424.9279592705,25402.8396184535,25383.2132115064,25366.9810675656,25351.2512674829,25343.1975995992,25336.084462162,25332.3171305901,25327.1682753976,25322.2233468097,25318.4218002407,25315.0707841014,25311.1808762842,25310.154387136,25308.2082221603,25275.2236336029,25247.9743517245,25225.2624278544,25206.6211204733,25190.7749754614,25175.4916159385,25162.8712411235,25152.5014525317,25143.9683541916,25137.0132249615,25162.491070862,25184.8858463846,25202.8501142239,25218.0836134501,25230.4801639885,25240.7271244689,25249.5932479799,25256.5193322412,25262.0765404404,25266.9589035614,25271.4015712565,25275.4700492996,25279.0641290237,25281.7138045277,25283.6211748683,25285.1248406518,25286.3668959822,25288.0377679485,25289.4613332797,25290.7177303404,25291.4942587885,25291.8920407905,25292.2822028291,25292.7227183464,25210.8549991672,25224.1509142926,25235.63614405,25245.5825560696,25253.6757819006,25260.3971758391,25265.9382123303,24983.9510968403,24744.5798669296,24828.2899612476,24429.7965352149,23978.2628480688,23921.6195376925,22835.5177631635,21091.4395560401,18216.8714893344,12314.1656870767,7283.24913789945,4923.87530327172,4284.10956750657,3430.44257319778,1947.98140854873,1601.53454544803,1554.58147815647,1496.27994556828,1451.1952369659,1410.61741830753,1461.27603735634,1154.77347438758,1054.3535568916,811.066594307786,627.588215261962,678.456748856436,741.193690673771,790.33407742607,811.620119912402,777.788006210748,831.338486046035,884.906871044193,832.350295812822,851.398210432648,881.298881505718,855.905030339438,688.81231964396,752.486874929749,819.959602556926,859.195598210575,925.70279787107,1011.22865001926,1100.98790485852,1141.51004253038,1004.82594000682,1067.40274575476,1130.21769327531,1186.22989030918,1211.56497521351,613.099617780266,623.84441529878,646.948454913059,564.42340622648,572.157005380087,527.361672546576,405.852539253802,381.305747386935,400.237559343974,422.090196406153,433.712249531737,460.698020538358,479.02996703297,511.249826954282,558.590991911055,557.620079438493,609.137706456584,473.239719082168,516.934677914624,564.878577125959,617.164767392344,674.400281649073,734.374065037329,802.943926789827,877.471663431233,958.811132723629,1047.64284603216,1144.76561569887,1250.23135220871,1365.70016339066,1492.0222211707,1629.54277991413,1780.3028552278,1944.86433190588,2124.4763225815,2321.75734561651,2535.92624046463,2772.19353579559,3029.46417660002,3309.50089595988,3617.49806116945,3951.79501924355,4314.75153939402,4708.8985914037,5140.22256073634,5608.25864848155,6122.78747892047,6675.71296252833,7274.6222435881,7924.84153738309,8618.17084747046,9368.95906916639,10168.3172650666,11025.0231120497,11938.0169602301,12891.5860853947,13887.7166691201,14920.9075887117,15970.1230258398,17031.2774112967,18112.1675188027,19161.1612481064,20185.0692013703,21170.6711190314,22088.364977822,22925.9321165626,23659.4191249479,24307.1951300521,24871.8168939996,25366.4776534477,25795.7069117062,26158.9883307711,26464.483580493,26726.707913356,26939.7650882382,27121.6169818936,27268.0154656768,27384.9724551881,27487.11967471,27563.4702479945
"2.5%PI",25355.1716307068,25059.1114596154,24834.0960794333,24664.7076379672,24525.0576954904,24427.0528610616,24341.0767133518,24280.3511245642,24227.3501725538,24184.7062336119,24149.9100475198,24114.2636790515,24091.367792721,24068.7449409724,24052.8681471547,24035.6620539348,24022.4349384797,24011.4575539337,24003.3358364932,23998.258928342,23993.3490386367,23993.5944041533,23994.4259691746,23994.5845215032,23993.8343720555,23993.9618353961,23993.6809407261,23993.677690886,23993.6956627987,23993.8772527683,23994.1483491417,23963.8790488418,23939.120421343,23920.0701238453,23905.3946068363,23893.3456734352,23883.650609712,23876.3689524722,23870.9328798317,23865.9262137877,23862.7718202316,23891.2003969989,23913.0152704962,23930.1314148283,23944.1507817052,23954.4451602254,23962.4739916447,23968.5986007824,23973.7070586828,23978.2546108102,23981.5222212437,23984.4942428744,23986.7197091133,23987.9766496145,23989.3958307384,23990.2913421048,23991.1621161899,23991.888271435,23992.1613786362,23992.4025102659,23992.8108351431,23993.1441357694,23993.4141333861,23993.6311084514,23993.8054727855,23912.4505913891,23929.6362792586,23943.535050657,23953.9569826662,23962.3514598422,23969.1438331268,23974.5381037903,23696.886418744,23471.3873527205,23576.8680410895,23188.9499326316,22760.9836024194,22744.1406341871,21689.5870050926,20064.6385861501,17316.1918284683,11576.857340091,6709.49044340313,4454.44226818453,3880.07346907056,3083.10150827278,1647.03948855309,1320.67037107027,1288.6114061705,1244.39107594917,1214.61269381175,1190.25884227034,1257.43755413009,970.27452457479,884.034917421019,647.254817860364,463.873490360224,510.755042290711,570.360331188126,617.503128364763,637.501302257194,602.801483960725,654.694409061258,707.617799873755,655.583265173943,673.934774424432,703.622076418089,678.654808097726,511.225207202939,570.838295986552,635.339221502668,672.578713350674,737.742378599437,823.781788624345,915.72708140677,961.241719455456,830.723588583975,896.955029125377,965.864568741501,1029.44232961711,1064.74814443528,477.712995919381,487.574738382886,509.710567697069,426.527061845915,431.333160479675,383.712895929725,258.42928000789,226.379602482063,236.387362559817,248.648991460442,250.09882065731,265.921114683718,272.349656752595,291.907301243764,325.822962756494,310.728235905615,346.739291978378,194.039438492356,216.540406306264,241.568032592586,269.799328602232,301.169769740688,333.722014695422,372.329000414096,415.505560366224,463.872905028629,517.66112257821,577.447625772075,645.136864213682,720.256088953394,803.532616173826,896.826461225702,1000.36788186998,1115.30168642135,1243.89386474667,1386.44436840987,1546.41675284734,1724.14316411668,1920.31007397099,2141.45428946691,2382.97173806182,2656.70529292883,2954.82269394857,3291.84508758228,3665.15319317845,4077.39364522331,4533.16332484482,5043.33839296948,5596.66291031515,6208.50879836579,6885.64108753856,7616.98688249018,8421.10230176974,9272.54663853097,10186.6509791061,11163.4255115048,12194.3832278667,13262.8027790894,14326.9486221327,15393.4752692196,16419.8812503923,17394.3089583591,18313.8793423537,19192.0170275679,20018.0170751861,20827.3764336109,21622.7889783157,22366.7435165236,23083.7357343522,23764.2899497732,24283.8731560542,24647.0142406288,24866.6303118977,25020.2721274246,25118.9334525351,25188.4858179666,25234.2905191393,25266.4481059861,25290.0422960316,25306.9485524125
"97.5%PI",34013.7399916614,33414.278579324,32898.615812973,32491.2413439736,32124.2170331074,31777.8983654535,31479.6390515687,31227.7305814765,30970.2055339517,30756.0444575916,30572.552319673,30398.1633920007,30217.8900675992,30053.9079744968,29905.4903760762,29789.0284089607,29652.1697603603,29530.5412845083,29433.516166293,29344.4568887563,29264.0263879574,29193.6038849512,29128.393172397,29061.0545825011,28994.8552843804,28933.0915502764,28888.5065423354,28845.1727790794,28794.7414580069,28753.7621356123,28712.7400591594,28641.7326687418,28578.323982792,28527.7987400026,28456.2834276582,28416.5506903062,28366.2864438654,28313.2416257459,28272.2498125618,28238.2248464373,28201.472823474,28197.1785677187,28200.794747934,28199.1066672603,28203.1998654868,28200.5003121271,28205.8060857923,28207.6896486505,28202.4698834055,28194.1404733371,28192.8789182374,28188.8621669861,28187.5416782615,28187.4880334981,28189.2315464449,28187.209972216,28186.0935902585,28184.3955760231,28182.7363882818,28180.7689681365,28179.7653351749,28177.2853980162,28171.8783954764,28172.8544132251,28173.7597475969,28088.5226798848,28093.9528921491,28097.9118167335,28102.3376008765,28105.6580129947,28106.8323842285,28107.4818778673,27813.7942029534,27548.452475626,27590.8670836737,27157.7096220041,26629.1130689666,26482.2135509272,25298.6630409679,23398.3237347485,20277.7654672886,14050.9539487201,8689.33050803697,6126.20678977021,5354.68810895018,4385.86787130682,2817.04695292972,2436.99975459243,2370.22219663324,2291.36382354062,2225.5260993091,2167.82495406962,2202.17908765152,1874.02228836946,1763.98564448448,1513.27837277854,1335.61424523258,1399.10705389406,1473.25118295546,1532.70501388614,1561.92155038025,1535.64639038601,1599.94482210005,1662.03665327425,1616.22723228347,1644.2399316553,1682.88711167465,1666.45978542806,1508.61983692535,1588.23231972204,1670.22626968715,1723.06108981062,1802.57807951332,1898.7822794775,1995.3782171795,2039.43056681086,1907.07397695787,1977.03849000611,2046.50476043108,2108.1436489803,2134.5270824682,1535.14261383397,1569.43703359563,1616.76723078893,1558.75345661601,1595.42386969369,1582.10949287163,1497.40033411709,1514.12698961757,1576.96575373287,1645.27238024027,1704.91053970032,1782.45666893102,1852.92713315002,1939.00298413726,2042.83738061321,2102.37765638615,2214.90514924509,2144.18724386303,2253.32318612197,2368.01201746877,2494.8577390258,2628.21052300593,2766.10827395586,2909.81483048271,3059.16045235226,3221.54580797513,3394.71458647218,3578.685199588,3769.07456810172,3963.44073141454,4169.99017267,4387.71057342861,4627.3982133104,4869.65913609772,5140.80940551391,5419.77312738603,5713.59708118379,6018.92987110489,6320.29890436959,6657.744916229,7010.46707403105,7374.42153883031,7758.4835255485,8163.01474273426,8586.62085871034,9030.0549052957,9496.92807786209,9994.51176352314,10510.0131829581,11039.4130967587,11639.7731766014,12252.7019366465,12889.7032491352,13580.4431526321,14314.2612490209,15116.5696626354,15962.7880231337,16862.9907215016,17854.0629944531,18884.7703702384,19945.7544200479,20985.6589471939,21962.7116639603,22871.4465869467,23696.0599696668,24452.1812585713,25131.562556131,25753.4892975481,26337.5702942656,26890.6381504128,27385.3235540602,27884.5504742463,28345.1504989568,28775.1832446085,29171.09339611,29560.067965234,29942.9067051367,30287.127757215,30601.8123123005,30914.9399494937
"5%PI",25604.8689215633,25290.7236881677,25042.4720545624,24847.0628909446,24695.631682727,24574.8525126939,24474.6960148888,24397.7230020682,24334.5216817319,24283.1856351225,24242.6661057071,24202.5766984517,24173.3291148555,24148.4912058391,24130.1702012685,24115.7729191663,24104.5137268215,24096.5888947223,24085.9282543185,24080.9255055338,24074.9291234315,24075.2006074366,24076.3559296154,24076.7382479185,24077.1900403957,24077.9446063204,24077.910760662,24077.8918402997,24077.6593448059,24077.4842085209,24077.4904738078,24047.4729503853,24023.8297904284,24004.7170306828,23989.4861024927,23977.4320254258,23967.7527416659,23960.5013520668,23954.5045784956,23949.1849782349,23945.5992106955,23973.771681419,23996.068591328,24013.1578478845,24026.82399186,24037.5599370474,24046.0769697627,24052.590702393,24057.9484918334,24062.2873747914,24065.9580234441,24068.1722476718,24070.6408350019,24072.0293403695,24073.1743204775,24074.216539722,24075.0230506005,24075.6676467274,24076.1788562167,24076.5949757027,24076.8988001946,24077.110566343,24077.3852195708,24077.501601723,24077.5834217929,23997.0834736943,24014.3862808356,24028.0413790341,24038.900083541,24047.3751352997,24054.0996682512,24059.1175631366,23778.9049420104,23557.9752306925,23662.8588525692,23275.9536317852,22850.1629222481,22835.2426492508,21781.6742598401,20130.7559034006,17370.6999139638,11630.3289936423,6760.49066917501,4499.98501392046,3920.04919699396,3118.50242153992,1677.17619999373,1348.7234576386,1315.34213678294,1269.84894392081,1237.45421184707,1210.85490875258,1275.03888031573,984.245699826343,893.119339230072,654.868860030846,471.440062474452,518.577970391564,578.310056354705,625.578837495023,645.664349639808,610.979994169279,663.070760514689,715.986287354342,663.936641251073,682.306353668205,711.902177498915,686.898250047917,519.43168259874,579.24347540248,643.914939683025,681.456561661314,746.670051809055,832.69864915024,924.638419128977,969.739373870712,838.95324987822,904.892498075251,973.342770571581,1036.40435953991,1071.02549023246,483.77265964723,493.555265553091,515.733593710227,432.485386147265,437.417013965114,389.906687621443,264.687269552574,232.945916640959,243.505192014918,256.213997064991,258.212649471029,274.581337167656,281.82839999013,301.982543165566,336.50904999048,322.17573360756,359.177161461213,207.794316733809,231.567008545549,258.157712517977,287.565260328055,320.330799924086,355.059142930683,395.492778841142,440.984838560862,491.243425655387,547.237282887731,609.758495331845,679.315185557821,757.690211771196,844.609523801875,941.013959990777,1048.73811316201,1167.96328916674,1301.35582102634,1449.18409225904,1614.13086476889,1797.77265828456,2000.82696435583,2228.13649551201,2480.67025532057,2762.78899121401,3075.93777169014,3421.82497416333,3803.49165991738,4227.27987366032,4695.3181627946,5208.17593722956,5778.44789142706,6399.7815965336,7084.85951012262,7833.78335127765,8637.01495700772,9506.02441080363,10444.3115809329,11429.0561452672,12465.6524030935,13525.6588722974,14602.7949670717,15641.794610597,16664.1297155069,17657.0517481214,18618.7173029096,19528.4730556272,20390.2942469566,21227.4043158669,22031.6600304923,22808.4990556116,23502.1938558182,24096.5347842909,24537.2096407903,24839.7679399982,25068.8811272029,25239.5603429715,25342.3804663689,25414.6067093329,25467.8659020972,25502.2528269288,25527.0678910102,25549.5203052418
"95%PI",32654.8569204234,32100.5644720125,31608.4408911706,31161.5357939243,30796.1314010946,30459.7472050796,30175.1092503279,29928.2093757086,29716.1574781346,29513.5775240432,29335.9966927342,29173.0883853966,29035.6608856442,28900.5436306392,28774.1217316435,28665.2632235723,28568.9528366237,28485.2515245121,28407.5911565635,28353.9859899032,28293.9430835667,28250.4213347621,28211.1564866244,28156.2417992911,28113.0793101891,28083.7385971608,28046.3151195663,28017.303727969,27990.3735548691,27965.8113465585,27943.3123266661,27890.5835941529,27839.7319822671,27796.0499292784,27750.562608654,27707.2252701073,27670.0293256301,27633.7481604782,27600.9545186668,27569.0533509429,27539.6604843455,27541.8231220548,27545.2991553885,27552.2494520001,27556.7799015979,27561.1912207842,27567.2323867882,27575.2070908374,27579.4691309572,27582.51810692,27583.7773394304,27585.8210679374,27587.7793874177,27589.5898387318,27592.6937231396,27596.1111002819,27599.0099616501,27601.6701149961,27602.9203981564,27605.5038130111,27607.8422050505,27609.9459318674,27611.4167413145,27612.1952856512,27613.724956413,27528.9882832309,27537.5860113026,27545.3675449536,27552.3660724195,27558.9259941956,27564.872132269,27569.5681977889,27286.0085225488,27018.1313768152,27064.7783904427,26636.5670138123,26118.0687312482,25976.0584217377,24809.2013585511,22951.290931387,19871.3702290178,13693.7741066068,8397.20271607006,5871.56870737166,5119.74846601315,4167.8660544179,2612.25918952679,2238.86029979987,2174.14162949458,2098.01461282691,2033.98905814049,1973.36755071974,2006.26902628909,1683.05038352002,1576.2288478975,1326.18609029876,1146.15263059169,1206.45879024255,1277.37927931895,1333.57579226801,1360.36652325053,1332.31583857784,1392.60105591687,1451.58974721147,1403.44628719031,1429.45512819584,1465.07641493241,1444.93174099376,1282.40042601679,1357.17585457648,1434.7199691218,1482.71383820331,1558.12673124287,1650.61185253857,1745.34324348269,1786.98187338901,1649.36420942217,1715.4700456424,1781.60199015741,1838.64870404615,1862.59125577053,1261.03635795412,1289.87132141134,1331.21787291102,1267.75184555995,1297.25155632949,1276.16641318842,1182.05715841062,1189.58427189575,1242.8114477829,1301.17846914783,1351.570018077,1419.13054118719,1479.81718495964,1555.89770141533,1647.64325338548,1689.91546803394,1786.70020088295,1698.11626373849,1798.67518547171,1905.00302094098,2016.7847587004,2139.94537084081,2264.86440913991,2395.5620342211,2536.68811880423,2687.96487987268,2849.35000271584,3017.37925766648,3194.43097642774,3387.74729328008,3585.40237361671,3801.5669137485,4016.01011651688,4252.55646688101,4504.90993959939,4765.48894013916,5044.91591803464,5341.84725891324,5655.50611140267,5997.91573392249,6344.02610481482,6713.97531441096,7097.61353449416,7530.50731099884,7954.92877139282,8419.17724569581,8914.57064095267,9416.64441097125,9976.26125643272,10523.1468679997,11124.6522367756,11766.1027630929,12426.3018185996,13147.0832300528,13912.0085656346,14726.4770703744,15591.9327273059,16533.3457665214,17541.4377076372,18577.4076656103,19630.6012575823,20673.0372118599,21686.784443775,22607.6527605504,23457.6664093865,24222.6187920514,24911.3163243266,25537.9764800828,26104.4381748509,26643.3403909235,27151.7224737243,27621.6410894199,28049.4616095453,28481.7673836754,28860.0259911368,29206.4160454426,29537.6562950221,29858.4135303835,30155.2040526788,30441.3287852941
"min",24642.3447901573,24432.3697118143,24277.497098183,24164.2215336794,24080.7978931182,24019.0519125403,23973.1836252457,23939.0185195218,23913.5199338351,23894.4613597303,23873.2757499825,23848.3291279405,23829.206814812,23814.5342095017,23803.2671820968,23794.6101618641,23787.9555205396,23781.3843257773,23773.8847595704,23767.9463701096,23763.2428691862,23763.9407399576,23764.4936548687,23764.9317116775,23765.2787630176,23765.5537106666,23765.7715321669,23765.9440949282,23766.0808016708,23766.1891020627,23766.2748982394,23737.7442632795,23715.1290206525,23697.1839033047,23682.9326996394,23671.607595896,23662.6031037921,23655.4407462525,23649.7417866248,23645.2060409946,23641.595335298,23667.3191402513,23687.7909085271,23704.0676451815,23716.9992953419,23727.2671927758,23735.4161695805,23741.8810564187,23747.0083567656,23751.0738513773,23754.2968204645,23756.8514853844,23758.8761833606,23760.4807055357,23761.752154211,23762.7596106855,23763.5578505668,23764.190298012,23764.6913729698,23765.0883549928,23765.4028624657,23765.6520261526,23765.8494199484,23766.0057988876,23766.1296842142,23690.3862282832,23706.1301677088,23718.6373286223,23728.56742507,23736.4478369537,23742.6993626868,23747.6572584156,23480.3417674147,23259.9220531102,23365.0641386737,22954.2998228477,22499.4664274851,22475.9787529656,21422.2286533697,19895.8020061878,17143.7722057324,11428.8223441179,6578.68658372521,4339.24941627234,3775.03149904874,2989.26317198623,1559.3188921211,1238.48065118399,1212.67689040245,1175.70018266912,1152.76106383556,1136.3203856725,1212.80532121807,936.076113956659,860.842124782464,637.038882007882,454.647231776997,501.177611465311,560.287252313127,607.075795929293,626.946020724794,592.328714973693,643.897496224049,696.470594038322,644.637407008388,662.798040722434,692.231181418266,667.295208236074,500.407304609668,559.405725096187,623.329135690794,660.287102429079,724.938692258031,810.399989942115,901.871786889255,947.295686473539,817.453451397406,883.374118741855,951.9866700476,1015.48911249218,1050.95475167609,466.557806340234,475.904688116297,497.515063521233,414.115107343414,418.294377463929,370.202148270174,244.396799335433,211.316772068645,219.997756750728,230.716976333167,230.523697422207,244.513374179724,248.990844238487,266.172579294677,297.556455491458,279.876363079815,312.875952033431,157.988680402308,176.617039789225,197.441827206957,220.72200400117,246.747056671194,273.811199930082,306.095691423983,342.186573638498,382.532531967787,427.635098333434,478.054855700449,534.418361949212,597.425872315942,667.859946383075,745.804621063474,832.280270664153,928.776641896036,1036.45218658817,1156.59804557412,1290.65269000533,1440.21792521176,1607.07626502994,1793.2096187373,2000.81913008959,2232.34585173134,2490.49170479416,2778.23982974955,3098.87293496187,3455.98753228194,3853.50093346992,4295.64646526433,4786.95042469668,5332.1817161969,5936.26179688977,6604.11852410531,7340.46302240789,8149.4645464933,9034.2961900543,9996.5272770382,11035.3513865953,12130.5029006575,13076.117863005,14060.609545373,15076.0110462673,16064.3288094087,16704.5626416662,17355.9320380665,18016.6602660388,18657.5356701783,19117.7232244921,19539.8999987761,19968.5089869959,20403.428267642,20844.5173097048,21291.6161684624,21744.5447264184,22203.1019913604,22667.0654643428,23136.1905911245,23610.2103111973,24088.8347189803,24571.7508519889,24621.2092997884
"max",47939.2590390868,47366.968413705,46827.9743739678,46319.1026153803,45837.5858506495,45380.998865655,44947.205850426,44534.3173454868,44140.6547892907,43764.7211254682,43405.1762792608,43056.0262445928,42721.1698194991,42399.60763562,42090.4342936445,41792.8272878489,41506.0374876422,41229.3809233756,40962.2316699486,40704.0156586298,40454.2052770893,40217.1049720988,39987.330015839,39764.4776459849,39548.17471445,39338.074944127,39133.8564898122,38935.2197641985,38741.8854955235,38553.5929882315,38370.0985620197,38160.2080823358,37955.4178603039,37755.4741186978,37560.1393557148,37369.19101222,37182.4202694513,36999.6309623376,36820.6385954984,36645.2694506385,36473.3597754543,36335.7211110808,36200.6673378281,36068.0973105635,35937.9149397917,35810.0288674153,35684.3521673796,35560.8020689707,35439.2997007718,35319.7698534737,35202.1407599225,35086.3438909402,34972.3137655969,34859.9877747415,34749.3060167056,34640.2111442009,34532.6482215165,34426.5645912064,34321.9097495281,34218.6352299596,34116.6944941814,34016.0428299617,33916.637255432,33818.436429284,33721.4005664573,33543.3714057011,33449.4662692154,33356.5855488097,33264.6959836512,33173.7654662736,33083.7629868308,32994.6585804689,32607.7631545274,32224.4123564614,32142.8710107652,31580.1115296938,31000.390467674,30769.4062894012,29499.2318164837,27382.790555221,23987.4577593241,17430.0671764673,11786.1992962873,9059.437797448,8196.92558623978,7155.11680155359,5534.81332303288,5153.13345303036,5095.33941791351,5027.95219145179,4977.31086963046,4934.62610335107,4985.95137932027,4675.68101268627,4593.89505686213,4374.15143229999,4223.8195334227,4322.23861078554,4430.2451266655,4521.49822565929,4582.29445566967,4587.35026261182,4683.50010300279,4776.90768087049,4761.20188704346,4821.76938582228,4893.02558277056,4907.77164970752,4782.84834671583,4902.20963059332,5022.46054243902,5110.91102444841,5225.03923952447,5355.25026326094,5484.55719200272,5559.78221328602,5454.90276427552,5560.06801886769,5662.68761945947,5754.51908893571,5812.80994571067,5243.90831650981,5328.58532497105,5426.57669326664,5418.61635472755,5508.5859896908,5547.60053181687,5514.99526918106,5589.9406229054,5712.70862796368,5839.4874864636,5957.08199006154,6091.83942035892,6218.61707149553,6360.72470913199,6518.52584127083,6626.97380197734,6791.17660431472,6766.13108012728,6933.66851794099,7105.2100051995,7280.83877059352,7460.63868181857,7642.64988737069,7830.99761464193,8023.76991910472,8221.0520933296,8422.9294421938,8629.48711611426,8840.80992828249,9056.98215486177,9278.08731707817,9504.2079441135,9735.42531569125,9971.81918323841,10213.4674685077,10460.4459385577,10712.8278560177,10970.6836036046,11234.0802819275,11503.0812796942,11777.7458155478,12058.1284508965,12344.2785732677,12636.2398499216,12934.0496516988,13237.7384473583,13547.3291689925,13862.8365494744,14184.2664333263,14511.6150628714,14864.2920082188,15245.3728535816,15633.8027943822,16164.5856052718,16777.6351525023,17404.1734338121,18243.1380440104,19275.6044724163,20295.2536462061,21289.0621206396,22244.1459798564,23148.5584647727,23992.0688271072,24766.8089887819,25467.6900778599,26092.5323334774,26684.8270670681,27316.9460570994,27879.9428546142,28375.737645218,28807.8263080483,29253.6628936799,29769.7157448547,30274.2921556485,30735.9810326793,31229.1753118693,31742.5254831341,32210.9752032703,32659.3036369318,33117.19655217
