"","r_max","K","catch_multiplier_1","premodern_catch_multiplier_1","sample.N.obs","add_CV","sample_premodern_catch","Nmin","YearMin","violate_MVP","N2008","N2018","ROI_IA1","q_IA1","ROI_Count1","q_Count1","NLL.IAs","NLL.Count","NLL.N","NLL.GR","NLL","Likelihood","Max_Dep","status2008","status2018","draw","save"
"mean",0.0865194757915793,23893.5117737005,1,-999,15678.2856073978,0,-999,779.04762126014,1952.4655,0,15678.2900890995,21644.4200380233,0,-9999,0,-9999,0,0,18.0491332822389,0,18.0491332822389,1.95287646491593e-08,0.029597352663827,0.658773558562914,0.912124757731068,241267.5558,1
"median",0.09193853983609,23344.3730955222,1,-999,15639.0770873404,0,-999,412.307778214121,1958,0,15639.0817259209,21747.777566037,0,-9999,0,-9999,0,0,17.7719362137443,0,17.7719362137443,1.9131374343879e-08,0.0176772130678517,0.658616293083404,0.93786701659961,240509,1
"2.5%PI",0.0290267140322248,22244.385917241,1,-999,13681.3927684329,0,-999,211.113094331896,1926,0,13681.3174054708,19847.833700953,0,-9999,0,-9999,0,0,17.0349521230711,0,17.0349521230711,1.22257535410406e-09,0.00946380856137236,0.559181208291819,0.693972758527105,11925.925,1
"97.5%PI",0.116949377636716,28628.2212357372,1,-999,17887.3751810315,0,-999,3487.90749143673,1968,0,17887.4226922443,22514.9951257168,0,-9999,0,-9999,0,0,20.522306258661,0,20.522306258661,3.99773768110603e-08,0.121702160933209,0.758564018637881,0.97925231507676,470239.45,1
"5%PI",0.0389766348040197,22289.9706072716,1,-999,13982.7416096232,0,-999,225.831960648335,1926,0,13982.7633074477,20453.6811387903,0,-9999,0,-9999,0,0,17.0765019106848,0,17.0765019106848,2.18328900292565e-09,0.0101110346062342,0.579780708312554,0.765439581551104,23015.75,1
"95%PI",0.115837961107492,27023.4866195506,1,-999,17509.555201215,0,-999,2194.56721679777,1968,0,17509.5558959305,22380.6043647966,0,-9999,0,-9999,0,0,19.9424333822626,0,19.9424333822626,3.83503604897574e-08,0.08118796187978,0.740471238095246,0.976079523770563,458371,1
"min",0.000301212555263191,22201.7200788402,1,-999,11479.7358589713,0,-999,170.072557090896,1926,0,11479.758895921,15811.4425438505,0,-9999,0,-9999,0,0,16.974279505684,0,16.974279505684,2.53739297484773e-12,0.00762533306973136,0.35561886954553,0.356600473329491,33,1
"max",0.117998809358571,48084.6410095123,1,-999,20169.6710203541,0,-999,18004.230481843,1968,0,20169.6426756216,23470.0145014268,0,-9999,0,-9999,0,0,26.69988394985,0,26.69988394985,4.24780015468935e-08,0.374427885991315,0.89277178604248,0.994016113684624,482809,1
"n",10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000
