"","r_max","K","catch_multiplier_1","premodern_catch_multiplier_1","sample.N.obs","add_CV","sample_premodern_catch","Nmin","YearMin","violate_MVP","N2008","N2012","N2006","N2019","N2030","ROI_IA1","ROI_IA2","q_IA1","q_IA2","ROI_Count1","q_Count1","NLL.IAs","NLL.Count","NLL.N","NLL.GR","NLL","Likelihood","Max_Dep","status2008","status2012","status2006","status2019","status2030","draw","save"
"mean",0.0878048120032561,28432.9371625625,1.018555563826,1.71113970622412,15059.2781753417,0,0.558300338680949,485.989009808067,1958.0532,0,15059.2824327395,19178.0896888857,13104.4900561969,24945.6856100932,27967.5010303977,0.0871754429905944,0.060104723720613,0.0497954428749933,0.511331063746996,0,-9999,41.0432182901819,0,17.2752362791254,0,58.3184545693073,5.85441144237107e-26,0.0168380238456968,0.531117249424046,0.677006983499908,0.461813532651236,0.879957673973521,0.984378246890443,2541445.7808,1
"median",0.0876969020571536,28230.4685500579,1.01856281787353,1.71128105024095,15027.9782667058,0,0.582509362022392,440.578108906467,1958,0,15027.9791717829,19172.8166053895,13069.8667508591,24953.1334044341,27870.6234865509,0.0870741142234375,0.0600280302658259,0.048113326151971,0.510588250496872,0,-9999,40.9970087383352,0,17.0797259527145,0,58.0954531447606,5.88119088677448e-26,0.01555000118739,0.530084956725543,0.678482043370694,0.460406507138338,0.887669742029984,0.989275050197708,2541558,1
"2.5%PI",0.0634546265840676,25687.6697450629,1.01304790322019,1.566191381006,13340.6869748549,0,0.0392860956024379,221.840031875057,1957,0,13340.7267866053,17375.9446052161,11339.2015197024,23382.8453499099,25615.0062216565,0.0625659311176044,0.0466043363160409,0.0304686242196714,0.465333992202296,0,-9999,40.5992143425652,0,16.4887503549713,0,57.4202220777931,5.71374590766747e-27,0.00845945310139246,0.455352230395386,0.571440447274428,0.398167338155874,0.762288091070797,0.941705020547449,127659.85,1
"97.5%PI",0.113111360715045,32276.0710932952,1.02411726519526,1.8526016998899,16910.3059033689,0,0.984262942645,1001.35218460066,1968,0,16910.3062352575,21029.4766606901,14996.9368805508,26416.0890713683,30656.0922830269,0.112791828325668,0.0742848954978826,0.0772396083373301,0.561830554999766,0,-9999,41.7430901675483,0,19.2504831698251,0,60.4269227175388,1.15535221728936e-25,0.0322467445176187,0.611501169115827,0.777310586544507,0.533285002637502,0.955708403142688,0.998373018137921,4951642.125,1
"5%PI",0.0668454534531778,26022.891412856,1.01390386516177,1.59127866187594,13600.39096853,0,0.0760958377737552,249.99963568656,1958,0,13600.3916817131,17658.2444021578,11609.0866086024,23671.8551306828,25934.1696355262,0.0659304575801213,0.0486367258542922,0.0325966833585549,0.472606495278358,0,-9999,40.6473029258574,0,16.5451033690919,0,57.4771701184623,9.76446330646809e-27,0.00941548812429348,0.467427578255947,0.58810922640744,0.408224637937255,0.785497632641323,0.954487975859076,255972.65,1
"95%PI",0.109870843186986,31502.7308571486,1.02316721500877,1.83066626100597,16624.1923360038,0,0.965585861122236,882.37042518776,1968,0,16624.1947814775,20700.6768293966,14691.104143128,26197.0149586334,30282.4722882015,0.109460916632908,0.071984446419054,0.0725691868851285,0.553652953614798,0,-9999,41.5971885106351,0,18.7022643530502,0,59.8910479449492,1.09139556017353e-25,0.0288922428254744,0.598987979960559,0.76273729260229,0.520873580713449,0.948746526663147,0.997898845236434,4825799.2,1
"min",0.0420333290224819,24738.9633979566,1.00743552610363,1.43714886146354,11963.9693563804,0,1.21919438242912e-05,166.354383680149,1926,0,11963.9579890197,15865.1895451862,10059.8731773774,21488.4940945721,24711.5652182975,0.0402050779926222,0.0305582539505149,0.0186847312271545,0.422567510132043,0,-9999,40.4442242452494,0,16.2975960801685,0,57.2493767224742,7.20163020016845e-30,0.00632792703769808,0.376014216625167,0.441023148261407,0.346319539374499,0.569531419196722,0.774134813484322,508,1
"max",0.117984903188784,39687.3388766828,1.02863957909108,1.99697917718952,19498.4117471613,0,0.999852251261473,1977.47678850458,1968,0,19498.4138133199,22871.8110385399,17750.6629491265,27681.9667106632,32365.7599091831,0.117693741224567,0.0850438295437141,0.0977344978629298,0.618226154874895,0,-9999,43.46725688122,0,24.6578585194757,0,67.1032453727377,1.37060274422812e-25,0.0616633001116986,0.701246399716346,0.860648874252826,0.608769700562392,0.980671379828547,0.999441710892606,5078956,1
"n",10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000
