"","N_1830","N_1831","N_1832","N_1833","N_1834","N_1835","N_1836","N_1837","N_1838","N_1839","N_1840","N_1841","N_1842","N_1843","N_1844","N_1845","N_1846","N_1847","N_1848","N_1849","N_1850","N_1851","N_1852","N_1853","N_1854","N_1855","N_1856","N_1857","N_1858","N_1859","N_1860","N_1861","N_1862","N_1863","N_1864","N_1865","N_1866","N_1867","N_1868","N_1869","N_1870","N_1871","N_1872","N_1873","N_1874","N_1875","N_1876","N_1877","N_1878","N_1879","N_1880","N_1881","N_1882","N_1883","N_1884","N_1885","N_1886","N_1887","N_1888","N_1889","N_1890","N_1891","N_1892","N_1893","N_1894","N_1895","N_1896","N_1897","N_1898","N_1899","N_1900","N_1901","N_1902","N_1903","N_1904","N_1905","N_1906","N_1907","N_1908","N_1909","N_1910","N_1911","N_1912","N_1913","N_1914","N_1915","N_1916","N_1917","N_1918","N_1919","N_1920","N_1921","N_1922","N_1923","N_1924","N_1925","N_1926","N_1927","N_1928","N_1929","N_1930","N_1931","N_1932","N_1933","N_1934","N_1935","N_1936","N_1937","N_1938","N_1939","N_1940","N_1941","N_1942","N_1943","N_1944","N_1945","N_1946","N_1947","N_1948","N_1949","N_1950","N_1951","N_1952","N_1953","N_1954","N_1955","N_1956","N_1957","N_1958","N_1959","N_1960","N_1961","N_1962","N_1963","N_1964","N_1965","N_1966","N_1967","N_1968","N_1969","N_1970","N_1971","N_1972","N_1973","N_1974","N_1975","N_1976","N_1977","N_1978","N_1979","N_1980","N_1981","N_1982","N_1983","N_1984","N_1985","N_1986","N_1987","N_1988","N_1989","N_1990","N_1991","N_1992","N_1993","N_1994","N_1995","N_1996","N_1997","N_1998","N_1999","N_2000","N_2001","N_2002","N_2003","N_2004","N_2005","N_2006","N_2007","N_2008","N_2009","N_2010","N_2011","N_2012","N_2013","N_2014","N_2015","N_2016","N_2017","N_2018","N_2019"
"mean",30080.1427666692,29617.7311052986,29253.0698024493,28960.9151162336,28723.9600075473,28529.8688775375,28369.5842704733,28236.2984217214,28124.7975326027,28031.0269002238,27951.7929607792,27879.7588429167,27818.4838993288,27766.1621103608,27721.3256156067,27682.77392968,27649.5198041361,27620.7473324888,27595.7791968728,27574.0508319851,27555.0898849733,27543.294403906,27532.7592204506,27523.3374038826,27514.9001483897,27507.3344501094,27500.5410924472,27494.432896099,27488.933197381,27483.974524081,27479.4974425478,27444.4556842311,27414.777596163,27389.5495586473,27368.0279702572,27349.6047223209,27333.780391607,27320.1432288309,27308.3525577957,27298.125569432,27289.2267544202,27312.453272905,27331.7652988272,27347.8377034164,27361.2279529968,27372.3961064685,27381.721691428,27389.5178169326,27396.0428979634,27401.5103499209,27406.09657805,27409.9475468137,27413.1841737987,27415.9067548512,27418.1985932388,27420.1289761783,27421.7556169683,27423.1266598706,27424.2823273368,27425.2562746616,27426.0767052269,27426.7672897221,27427.3479247464,27427.8353596852,27428.2437154428,27346.3912280193,27359.7908589668,27370.913774844,27380.1617199958,27387.863858086,27394.2899226374,27399.6610585292,27117.1646880919,26878.6758930353,26962.5077412092,26547.4787243202,26073.2101065204,26002.5964626398,24813.3114033851,22935.5779723497,19807.2011285664,13403.8926412148,7933.53106574822,5370.1323057506,4672.72976445082,3743.48179795412,2134.87856304104,1761.34928370496,1713.84025357359,1653.33161618514,1607.32603820769,1567.20507181492,1626.18282127233,1298.9685799601,1197.02153706137,939.130083005495,740.770904755038,796.850744084673,865.69873423853,919.80173161332,943.487027735093,907.5143502775,966.438136162464,1025.17899763843,968.985199629153,990.416890988394,1023.70957754749,997.127323547383,816.955265783843,887.359055425077,961.441446962875,996.838014211767,1066.12087897186,1159.03832971944,1255.06929349195,1285.11130576023,1080.33356489145,1144.06988259607,1208.5197347304,1265.61763658354,1292.3057141476,695.093037116334,708.593946770524,734.436351544091,654.576854535252,665.1143506586,623.525318803402,505.696682714478,484.92880250529,507.902876348267,533.774645556352,549.557953059023,580.804044652843,603.447303058322,640.118638917615,692.084393818381,695.544041898415,751.991658749065,620.77651731994,669.772481736942,722.856148489589,780.384165356631,842.745395641078,908.326858004928,981.479379703383,1060.83864283099,1146.95327913727,1240.42181093774,1341.89721512458,1452.09188084797,1571.78298405233,1701.81829912346,1843.12246287058,1996.7036980828,2163.66099180428,2345.19170568658,2542.5995701558,2757.30297777053,2990.84344012829,3244.89400174835,3521.26730651981,3821.92287832168,4148.97299526566,4504.68629128772,4891.48789032328,5311.95444401297,5768.80187786767,6264.8629270698,6803.05064192533,7386.3029636187,8017.50225414165,8699.36243045577,9434.27536119827,10224.1079153712,11069.9423081319,11971.7563723219,12928.0486768271,13935.4276795503,14988.2052890597,16078.0620185908,17193.8777171447,18321.8370569295,19445.9061113613,20548.7208417449,21612.8295840063,22622.1147235524,23563.132385954,24426.1021907957,25205.367206543,25899.2920501786
"median",29579.15160572,29113.4381055399,28758.7845772435,28487.7826146231,28252.7825810885,28071.501603524,27922.2850515232,27792.0709269605,27685.8985748869,27597.1847695559,27523.1790824658,27460.5380256946,27404.7265620007,27358.1561895138,27322.3709136539,27292.6867454145,27270.2234108992,27248.4852795489,27224.8526236857,27211.7468843152,27196.788619128,27189.4056776846,27180.9192021598,27175.2816150802,27168.1471113394,27163.7511457688,27159.3120229833,27156.1833728694,27154.0490902664,27149.7516359546,27148.612122058,27116.3855476597,27088.9332816217,27065.6447593969,27045.3869623427,27030.3616641767,27019.2083167859,27009.6466302852,26999.6116709208,26991.0687869492,26981.1931647076,27006.0333293419,27027.7678663481,27044.7972825355,27059.2440703555,27071.3832917286,27080.8841360365,27089.3077778081,27095.7451082033,27102.0322746934,27107.4828964855,27111.4251156265,27114.5544280334,27117.1944897528,27118.829095862,27120.0978162169,27121.7132904709,27123.306695182,27124.7628485502,27125.735436259,27126.6993618775,27127.3193125338,27128.2782782067,27128.377198224,27128.555594529,27045.7695588922,27061.6238754013,27072.8266354508,27083.3675629452,27091.6971798246,27098.3392169163,27103.8250613655,26819.3517667819,26586.8598749383,26674.1267713668,26262.7265719574,25796.5964952153,25737.8118156813,24555.6334731073,22693.3280390341,19589.5667248894,13222.4835690296,7801.13303977633,5260.1590607362,4577.06233887931,3656.97729604124,2060.98859051161,1689.82275448944,1643.48100736941,1583.90161982021,1539.38859308519,1500.44089175468,1559.2379418417,1234.48418935456,1132.46716103591,874.02467273231,675.09696278604,730.220527410146,798.388695924543,851.921986950022,875.016807359945,838.451764089163,896.843722717949,955.220767318598,898.006524152862,919.043416042182,951.433364959628,923.690992275367,742.999032213186,812.215352779083,885.173704469689,919.335575986371,987.734620835027,1079.96225299435,1175.10815446782,1204.37129726355,998.937043302627,1061.40361642978,1124.65192083237,1180.68122281256,1206.15381945574,607.22522627465,617.993445118875,641.144525054595,558.51002080333,565.647920953262,520.517997906985,399.034890080728,374.211755620998,392.623614088688,413.835947494814,424.783020298475,451.119248584767,468.657743736556,499.992318055536,546.479085409092,544.171655425437,595.048973037392,458.306353684233,501.062554509786,547.635429864379,598.849277987101,654.541603047485,713.9777819571,780.201186141566,853.308671809215,932.725513364494,1020.01748355482,1115.40223753035,1219.24910906448,1332.0861022894,1455.7633927514,1592.52854201532,1742.95348666923,1905.6963407516,2082.83657561415,2276.16326584442,2487.09769655113,2718.43849571289,2969.2201493235,3245.26156811811,3547.92520829693,3878.61278823852,4239.48944039949,4630.31698653929,5058.17013251618,5523.40190072121,6034.60323618777,6582.6851317805,7180.76990708275,7829.54191329547,8531.33877362916,9281.9997498661,10100.0510803193,10965.2575632544,11897.7833485026,12874.3777560497,13893.9299581991,14954.9787270033,16056.4763078908,17179.0001494915,18307.9665477202,19437.8778209333,20552.4689770809,21629.615218031,22652.0887759774,23592.049485308,24442.4718347382,25208.5443827842,25882.9488449836
"2.5%PI",25961.5057496537,25629.5467398314,25368.2223244375,25169.9895066978,24993.6485619999,24853.9211250721,24756.9618424985,24672.843648804,24603.568934557,24541.4471898872,24504.310512311,24467.2698678892,24442.6297897937,24409.8007571431,24383.2648054011,24362.5295851466,24349.6188653108,24341.1480639512,24332.7015911345,24323.2829627792,24314.7226382963,24313.6405803889,24313.7475040892,24311.6177770249,24311.8471830695,24312.0545330245,24312.5813778713,24313.0255327605,24313.3763422525,24313.6534199403,24313.8722598751,24283.2136633934,24259.7547951178,24241.013219537,24226.0281701004,24214.0389183144,24204.4415704135,24196.7557427963,24190.5986683022,24185.7041372581,24181.2077504187,24207.4887891598,24228.8189334309,24245.8968603142,24259.882250244,24271.3500452032,24280.4262884132,24287.6068112267,24293.2857428698,24297.7759578529,24301.3255689071,24304.1311701177,24306.3484331694,24308.1005624157,24309.4850269057,24310.5789114455,24311.4431643298,24312.1259657187,24312.6653965065,24313.0915515812,24313.4282122902,24313.6941695228,24313.9042700679,24314.0702439159,24314.2013582384,24234.3124910726,24250.114687952,24262.7532761868,24272.8561248102,24281.1569940416,24288.1850875962,24293.7432621783,24022.4081577479,23783.6998431489,23886.4482321276,23503.3901448273,23074.7871083202,23055.5557280241,22002.9128128753,20316.4919410417,17541.0925466685,11760.4778710933,6848.51388921693,4563.24198145299,3974.92800180023,3163.88684606882,1705.4952002585,1369.8501892729,1337.56316837065,1292.61428308092,1261.28522425281,1235.12406377738,1301.32187913763,1008.50269054987,919.442319940392,681.45693517901,493.84034962946,543.616959355418,606.473252436833,656.657081205724,679.059683678931,645.026473764087,700.661408411709,757.450948759873,706.466943678091,727.833888905689,761.349357445306,737.972463918778,562.752837901994,628.027145836144,698.385959414248,732.0486742772,799.892330287646,892.714401251098,990.813893562884,1027.24182489746,830.252175514027,896.560454941239,965.408760268437,1028.95860226663,1064.31553284232,477.419233101479,487.19495873841,509.406652984342,426.218591851327,431.104077625442,383.432328477832,257.925078454632,225.666773081688,235.686671177763,247.658889691082,249.096145842879,264.841117425089,271.205493849616,290.520255536633,324.248750665523,308.701595471302,344.814227934277,192.118500166866,214.512849950783,239.440273745875,266.75310227275,297.569007641335,329.801627866979,367.679808380757,410.279466172319,457.501141575907,510.590014861977,569.695903957447,635.745498743303,709.432951613722,791.645161461859,883.454220533768,985.33633787137,1099.31654326138,1225.86794307139,1366.91617438278,1523.62343645053,1697.15709856718,1892.00155156622,2107.34870689541,2347.46289232072,2616.82420396168,2916.00157209827,3249.88442625377,3620.37429892173,4028.42795358068,4477.30258940149,4979.77826287064,5537.23181157425,6141.16860181974,6821.00400109314,7557.61643802143,8346.94269830268,9213.38146921794,10148.957482898,11133.6150855433,12173.6020219103,13254.0976572697,14364.9237732832,15448.4718722705,16517.3076797625,17517.0994531421,18484.1229649059,19438.4786063233,20350.1690154404,21229.4492278302,22047.2151735617,22862.2833760391,23596.2312687533
"97.5%PI",37106.8365546703,36559.1523167207,36112.8312646878,35725.1679061119,35422.4462813615,35170.2367715992,34976.5665545532,34816.8080672368,34657.691756389,34477.4512990244,34348.5114059785,34234.3834068289,34117.0535227237,34020.1928746159,33956.3609276259,33919.3379487616,33900.5477524533,33814.9002068416,33784.9055432925,33776.216710239,33720.3376948773,33683.3596187866,33652.8763069362,33616.5076893428,33600.5299207799,33568.8827753205,33537.881860904,33533.0853049698,33532.6321894239,33521.5058868251,33507.1035877642,33474.477149326,33438.5502767241,33406.6983755205,33385.0573929963,33367.3713704723,33348.9874097179,33330.075995419,33313.4989246682,33308.0503465829,33302.3852326276,33328.0949471554,33335.9361669493,33339.3262741393,33350.9581493422,33364.0271010398,33374.809802932,33360.8280461883,33368.7144602016,33375.3582932501,33380.9546650395,33385.6682663871,33389.6380398238,33392.9811598661,33395.6019888068,33397.4215538952,33379.568792469,33380.1449943607,33380.599007852,33380.9568748759,33380.7500111311,33380.3459494451,33380.9962900225,33381.1986539408,33381.5316218012,33303.1429976523,33314.739866537,33329.5834231667,33340.9975819149,33349.7710893599,33356.5127642116,33356.2086236487,33074.7679088966,32838.0994208328,32922.1603102521,32466.9116522816,31925.3645665834,31813.2565978453,30332.9442460992,28086.6778837546,24241.3883606107,16444.2923631593,9862.31815918556,6792.84272224808,5917.63715099949,4786.90887122867,2980.76479008585,2557.4297083335,2488.2340654471,2405.55779212456,2340.8372670715,2279.80708067313,2321.72824383756,1964.13311039035,1853.94290230875,1587.39991330473,1389.68859354743,1456.29779241136,1533.68527055205,1595.14172112508,1626.71883934671,1595.37302720982,1662.00728253787,1725.67917397351,1670.66576772051,1698.07994231871,1736.09819208181,1708.49319330764,1523.98552777355,1604.45705922932,1689.6235427121,1737.19026970561,1813.62377539358,1911.0140098421,2008.82294429948,2038.76980931752,1826.58482990757,1895.93990177345,1964.75299195907,2025.21759277612,2053.32020870439,1456.38952722708,1490.08673163176,1539.51567527145,1481.63768410919,1516.2558265588,1499.24856595337,1408.63831286303,1421.70232976886,1482.6704974567,1549.40041865893,1606.62403919372,1678.49386013511,1746.92077642498,1829.40003347255,1926.67180841405,1976.28035658648,2082.22250518706,2003.69499579193,2113.90967694624,2231.40832828425,2355.31859196807,2482.16017914245,2613.75752604261,2756.61256482928,2907.28910811582,3060.5939017588,3225.33299679342,3401.52044559445,3596.91899906753,3793.23650499778,3998.55582626466,4210.18816634187,4443.0859313725,4684.13250484862,4940.33078262091,5212.81328415395,5494.67426806375,5798.92624379929,6119.72545101123,6471.63371834754,6806.81953834383,7197.95671069457,7593.54555205983,7999.4572189861,8449.14981915236,8928.0841153407,9410.93173244855,9894.4569952274,10435.5125369616,10986.6983711186,11573.207289712,12197.2408668939,12847.6979779009,13521.9934975208,14246.90173966,15021.2454592896,15920.1330969061,16882.4465856722,17934.0357451784,19064.2181720437,20228.5494803168,21390.7382203827,22538.2768123711,23691.8805387245,24783.6694301949,25796.0640245311,26813.098140557,27762.6348917619,28656.0877482784
"5%PI",26441.7780847964,26077.2187882813,25792.619947863,25559.4862650578,25373.8104122328,25231.9101102285,25103.0979828297,25020.4945433849,24952.0270772583,24897.9589431674,24853.8693771554,24809.881936487,24772.0556614349,24744.5698083325,24718.0110576159,24698.0283217552,24680.8321741081,24667.6926766239,24657.0863594647,24648.4235289871,24640.042437317,24640.1117978742,24637.9697050547,24637.8513600647,24637.2673907365,24636.3083620416,24634.7177798032,24635.1876974756,24634.9011126795,24634.5782239705,24633.6556733346,24602.2397297862,24575.8928385803,24554.6414372136,24538.0592271891,24525.7445763364,24515.685036711,24507.0167696307,24499.7247883132,24493.7897399468,24488.7029596581,24516.2719646574,24539.932492915,24558.6487267556,24572.9310860853,24583.7606305814,24592.459841266,24600.0555585778,24606.3874248109,24611.8086688615,24615.4823023015,24618.8055856424,24620.8472602172,24622.8023660179,24624.6021209805,24625.5290387865,24626.0749206784,24626.7481030464,24627.3534719506,24627.8489039767,24628.2617416916,24628.7136548254,24629.2330983343,24629.6630832615,24630.0225635954,24545.7919160134,24563.9659143307,24577.9983513256,24588.2504418698,24596.5805498995,24603.3655775919,24608.8099363541,24327.8318377134,24087.3111322868,24190.8395479423,23799.2462813931,23365.687662019,23339.9126421458,22268.32874258,20573.8886264641,17760.6608854991,11921.4992658906,6959.32779968927,4649.33040008229,4050.69419440736,3227.70876931188,1745.75614973647,1403.85180501548,1369.90865894073,1324.10697671691,1292.68086064286,1265.33487169315,1331.86328834266,1032.17682433635,941.107985693575,698.303325747027,507.396577295278,558.089825992977,621.388137716727,671.94206466701,694.297042185631,659.677592415293,715.615558172885,772.721397856477,719.506088150873,740.346292751593,773.514233600934,748.803193323842,572.091485692073,638.132804436093,708.924111257455,742.301776328784,810.544331709743,903.424447739995,1001.78091853039,1037.26022895125,838.300114095428,904.260540725419,972.583587247786,1035.60405524626,1070.31729736349,482.710622594837,492.505183119348,514.593415517852,431.328010952104,436.275856066762,388.883343918875,263.65190739331,231.882520991141,242.193592491431,254.784221266232,256.555044629843,272.768294814257,279.64499988446,299.420292174157,333.964674086535,319.459852179615,356.263096951868,204.97772093113,228.637884898005,254.854663261887,284.110527001233,316.657410606275,351.042375410812,391.185789910256,435.91824892497,485.763892928699,541.633872514465,603.682997744219,672.638328968266,749.309827756463,834.67057039684,930.454739882697,1036.58143561433,1154.81436365446,1285.7192180704,1431.86586587726,1595.70525682623,1779.27732118454,1979.91954080563,2204.48052712854,2456.23268601408,2732.11153773596,3039.52686828765,3380.77061844959,3759.01821041695,4179.17107957654,4645.76090271946,5157.68860735376,5717.16855312629,6331.24862712753,7011.25137973248,7759.439021437,8566.14931723111,9446.07541985497,10388.8208081755,11380.0133627284,12427.1469102227,13512.6726592721,14614.6834952446,15728.6845056365,16799.586812659,17840.9560608965,18845.208402601,19806.2800614279,20732.7915420915,21627.9822685527,22477.9578589952,23286.5081104828,23991.6723275242
"95%PI",35464.3323803458,35017.3372790432,34608.9916410065,34279.4186414538,33956.8563410828,33706.2838173486,33496.0149675439,33285.6066849881,33128.9255859956,32993.8251069971,32878.7614962355,32759.2746846972,32629.818578047,32541.0027874263,32460.9012408696,32389.1328702838,32336.507003983,32271.0735604294,32223.9465455677,32170.1521626016,32121.6668959702,32090.5777635805,32057.7270999124,32038.092109624,32007.249852493,31968.8602512942,31947.3018179099,31906.3874823306,31896.0636903097,31886.0319408711,31878.0487634507,31828.8396993545,31778.5434448541,31732.0595070832,31710.4463523181,31667.9442835332,31634.8884219962,31604.2094376556,31578.0791606437,31561.9097430652,31543.788791388,31561.0237011954,31576.575457943,31590.8510216728,31589.8675494073,31592.2353078664,31589.0445063228,31595.7981517746,31604.2700484385,31598.219058392,31604.4407889679,31609.7973053589,31614.2969924202,31618.0986674237,31621.3603394311,31624.1590027198,31626.5606130645,31628.6216825082,31630.3906414064,31615.6163351491,31611.397291527,31611.595437358,31611.7400393901,31611.8425984071,31611.9122781167,31533.4074892349,31540.2236727913,31543.4564457002,31546.7579915814,31551.6708886198,31556.6972948928,31555.308403002,31285.9950937242,31050.9001953604,31120.2411277278,30656.8124570505,30122.5250496208,29998.947891691,28638.3245728223,26486.9003193118,22882.2705417981,15627.6492085424,9393.15667785603,6471.12086902454,5630.72217429106,4551.53781507895,2758.9153434639,2346.93857945307,2282.09412727904,2202.73431061957,2141.52851651255,2082.66583507281,2129.07125038322,1773.38153307013,1659.00937655137,1383.51011423854,1180.16117823449,1244.91058690557,1320.91790005558,1381.07315085556,1407.59678499987,1373.68785956076,1436.93983488043,1499.19263590105,1443.01679994055,1467.60170559218,1503.15204141075,1479.41392849357,1300.41590561616,1380.44436583754,1461.75161707966,1502.00701769443,1575.45419483386,1670.61601619176,1766.71771753791,1795.28191596359,1590.07320263185,1655.5557157868,1720.6439295085,1776.08760342437,1798.51891486784,1196.23579481868,1221.72944471522,1260.92363433477,1193.19554402254,1221.78832480147,1197.21913231772,1098.63624775656,1103.054506751,1154.81958219787,1209.60848032612,1256.46742960274,1319.4970091525,1375.43056678115,1448.92456092802,1537.14458337165,1575.83366514784,1669.76003311627,1576.63717386809,1672.06251513276,1778.53493270094,1888.57081660032,2008.50285383438,2127.28411675054,2254.59940947366,2390.91736963065,2534.55729285494,2689.88725942307,2853.97109543972,3026.19104209486,3207.36237662092,3397.41909383372,3603.27919348353,3816.02632886798,4043.21781467484,4288.40730551323,4546.51262526643,4815.20445673035,5108.23264418885,5418.235675111,5743.12967763427,6079.87586487371,6451.24072726338,6847.34326640997,7270.39250529853,7721.25073757499,8185.77495460971,8681.31492373913,9196.45513780143,9752.25539064825,10336.3294035113,10951.4310460865,11610.3487595608,12298.3946975934,13058.3790284807,13843.5719417676,14702.959589195,15585.7153959666,16572.3195153464,17631.2246342417,18758.1398589293,19911.5842312877,21090.7560853868,22246.8107800191,23354.9124480006,24413.3918206856,25406.8765821262,26300.0824914458,27128.5157486573,27890.3981070886
"min",24674.4099026284,24412.9278508058,24223.7054502159,24085.1475521332,23982.8322016895,23906.8184996817,23818.0103747236,23743.7859975068,23686.6765148944,23642.6046379323,23608.5164453766,23577.592145226,23553.5964669712,23534.9542772706,23520.4574880708,23509.1760220147,23500.3917276284,23493.5488189596,23488.2163983031,23484.0599279712,23480.8193997468,23482.8045183263,23484.3524805987,23485.5594617452,23486.5005150811,23487.2341963533,23487.8061812997,23488.2520934095,23488.5997129576,23488.8707018676,23489.0819500219,23460.0800374604,23437.4576301169,23419.7914008793,23405.9833419369,23395.183419849,23386.7317559758,23380.1149810911,23374.9330306124,23370.8737239727,23367.6932056492,23394.3674245309,23415.2596111964,23431.6061269644,23444.3855937666,23454.370019743,23462.1668225782,23468.2529408451,23473.0022636095,23476.7075303068,23479.5977207089,23481.8518061503,23483.6095884707,23484.9802222482,23486.0489026243,23486.8821057594,23487.5316904092,23488.0381052437,23488.4328951306,23488.7406585453,23488.980575665,23489.1676009146,23489.3133934067,23489.4270427392,23489.5156350717,23412.2368360066,23429.2419635479,23442.537891328,23452.9267807016,23461.04001368,23467.3734922889,23472.3160615647,23208.2767551029,23001.1065753825,23104.8008112265,22739.1830671422,22319.9114520507,22298.188284978,21254.7214437386,19670.9444639108,16966.9472164847,11311.0984009888,6534.8429037503,4327.89303968366,3771.33622177533,2995.88655850708,1578.72711054731,1259.13954790729,1231.74859090495,1193.04489477087,1167.99565833679,1149.10310965326,1222.05482205699,944.515344224981,866.445327012496,644.85557818798,466.089561432247,513.910926550853,574.458911204694,622.88487993742,644.586898797828,612.096898512584,665.969077345025,721.118788430402,672.306950021378,693.748976269312,726.836089667143,706.057976321817,541.153370178806,604.946186008756,673.750098279616,708.043177605717,775.207149381013,866.5793987942,963.700745894983,1002.0641220503,817.067398417646,882.948436660405,951.523600019672,1015.00899672298,1050.52982391541,467.231830919336,476.630225685346,498.304785033318,414.912475218938,419.158610387564,371.109718778665,245.310103903211,212.30074211039,221.087934909452,231.926478503645,231.859333840725,245.876810981905,250.195344208778,267.22729101921,298.458435876362,280.435022504184,313.209713980651,157.527384545993,175.937964231424,196.500205469464,219.319760350693,244.783751493784,271.168773085076,302.652549907777,337.791623446841,377.010334106073,420.782264194518,469.635943360351,524.161211131542,585.016310455865,652.935793629601,728.739329883538,813.341511981578,907.762767187119,1013.14148539439,1130.74748337399,1261.99692782857,1408.46883962167,1571.92329464113,1754.32141962398,1957.84724853693,2184.93144897774,2438.27683726393,2720.88545921392,3036.03675499173,3387.18077684285,3778.51660618868,4214.45576369003,4699.80918985455,5239.78436968263,5839.96127727084,6506.23644458834,7244.72047525726,8061.56942226559,8962.72489620577,9953.53240561328,11038.2041204224,12065.034810814,13024.9124692922,14043.0587014818,15117.7930654661,16180.7839284438,16844.0983819986,17371.818003062,17873.8287492131,18352.240793208,18838.1502662255,19331.1855869072,19830.928852905
"max",49037.0193299337,48528.4934425698,48048.9674956492,47595.850532753,47166.8637164049,46759.9934864235,46373.4530592374,46005.6505627055,45655.162492147,45320.7114655434,45001.147476438,44690.8097969007,44393.5727191499,44108.564697842,43834.9926253566,43572.1329897747,43319.3242227909,43075.9600524965,42841.4837084635,42615.3828527254,42397.1851314331,42191.0764733661,41991.8776197765,41799.2254791832,41612.7827991113,41432.2358566484,41257.292396284,41087.6797843176,40923.1433534421,40763.4449147577,40608.3614175563,40427.8044268833,40252.2834209015,40081.5620539994,39915.4189397048,39753.6464588413,39596.0496815942,39442.4453908385,39292.6611956715,39146.5347254673,39003.9128959491,38894.5305527471,38787.6850129794,38790.6883724302,38802.8314670684,38813.8747632399,38823.9167864366,38833.0474240094,38841.3486496811,38848.8951930764,38855.755157393,38861.9905883658,38867.6579976505,38872.8088436925,38877.4899730489,38881.7440250162,38885.6098022861,38889.1226102093,38892.3145671019,38895.2148878807,38897.8501431682,38900.2444958619,38902.4199170249,38904.3963828192,38906.1920540756,38822.7978584193,38832.0300889947,38840.423762632,38848.054418393,38854.9908996706,38861.2959286527,38867.026634847,38602.1863163132,38361.1937097442,38411.438060273,37932.4423989574,37341.439235637,37136.2870099463,35501.7266698836,32775.7384896004,28280.9353496096,19541.5948713643,13176.0172654573,10123.0302474231,9151.58016317944,7980.16998989254,6163.34199561516,5730.21149443832,5658.783468862,5576.52640036585,5512.84921252925,5457.92391139707,5507.80888240615,5153.80143339453,5054.93032475767,4801.93142105788,4628.26445406233,4732.27873846474,4846.77540773802,4942.33595844709,5003.67091510518,5002.57389145422,5103.00639685362,5200.1364088785,5175.21132827386,5235.27120601005,5307.03613400461,5315.47397059989,5167.7858566577,5292.70957501216,5418.01095553055,5501.97911938567,5617.9342309874,5753.6004370585,5887.28194871298,5951.13762837294,5784.45939667447,5893.56399188207,6000.17510778708,6096.09083997798,6158.66950559209,5596.95498869574,5686.33281810754,5789.03210488174,5786.31784334797,5881.22131212072,5925.47012702827,5898.52623561072,5978.79965610488,6106.76859875591,6238.79216944204,6361.7349792464,6501.83381860178,6634.05243153706,6781.6031923542,6944.84297281227,7059.01362057116,7228.77851583521,7210.214297389,7383.52694572122,7560.89831266204,7742.41446521692,7928.16253557688,8116.19561731178,8310.62574695267,8509.55402704068,8713.07120381742,8921.26872772044,9134.23865315581,9352.07352727966,9574.86626698947,9802.71002328664,10035.6980321344,10273.9234508977,10517.4791794176,10766.4576647399,11020.9506884874,11281.0491358446,11546.8427450985,11818.4198366734,12095.8670205864,12379.2688812614,12668.7076386514,12964.2627846517,13266.0106938292,13574.0242075569,13888.3721907244,14209.1190603015,14536.3242851591,14870.0418567143,15210.3197301531,15557.1992362084,15910.714463734,16270.8916136122,16637.7483248822,17011.2929743598,17391.5239514608,17967.9769677363,18858.7749137639,19764.4243101669,20753.024830965,21964.301297569,23422.6922986116,24997.8604441522,26529.9258423487,27988.1610927728,29344.3950329952,30575.8563462521,31667.3680276676,32612.3816630426
"n",10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000
