"","r_max","K","catch_multiplier_1","premodern_catch_multiplier_1","sample.N.obs","add_CV","sample_premodern_catch","Nmin","YearMin","violate_MVP","N2008","N2018","ROI_IA1","q_IA1","ROI_Count1","q_Count1","NLL.IAs","NLL.Count","NLL.N","NLL.GR","NLL","Likelihood","Max_Dep","status2008","status2018","draw","save"
"1",0.116705694135744,22254.3218636849,1,-999,14925.4372792784,0,-999,214.524625575559,1968,0,14925.4351036306,21580.332557755,0.0551503047359283,0.525124005806795,0,-9999,21.6517420535769,0,17.0045907609717,0,38.6563328145486,1.62842577566477e-17,0.00963968378320371,0.670675799292102,0.96971422854139,5,1
"2",0.116705694135744,22254.3218636849,1,-999,14925.4372792784,0,-999,214.524625575559,1968,0,14925.4351036306,21580.332557755,0.0551503047359283,0.525124005806795,0,-9999,21.6517420535769,0,17.0045907609717,0,38.6563328145486,1.62842577566477e-17,0.00963968378320371,0.670675799292102,0.96971422854139,5,1
"3",0.116705694135744,22254.3218636849,1,-999,14925.4372792784,0,-999,214.524625575559,1968,0,14925.4351036306,21580.332557755,0.0551503047359283,0.525124005806795,0,-9999,21.6517420535769,0,17.0045907609717,0,38.6563328145486,1.62842577566477e-17,0.00963968378320371,0.670675799292102,0.96971422854139,5,1
"4",0.116705694135744,22254.3218636849,1,-999,14925.4372792784,0,-999,214.524625575559,1968,0,14925.4351036306,21580.332557755,0.0551503047359283,0.525124005806795,0,-9999,21.6517420535769,0,17.0045907609717,0,38.6563328145486,1.62842577566477e-17,0.00963968378320371,0.670675799292102,0.96971422854139,5,1
"5",0.116705694135744,22254.3218636849,1,-999,14925.4372792784,0,-999,214.524625575559,1968,0,14925.4351036306,21580.332557755,0.0551503047359283,0.525124005806795,0,-9999,21.6517420535769,0,17.0045907609717,0,38.6563328145486,1.62842577566477e-17,0.00963968378320371,0.670675799292102,0.96971422854139,5,1
"6",0.116705694135744,22254.3218636849,1,-999,14925.4372792784,0,-999,214.524625575559,1968,0,14925.4351036306,21580.332557755,0.0551503047359283,0.525124005806795,0,-9999,21.6517420535769,0,17.0045907609717,0,38.6563328145486,1.62842577566477e-17,0.00963968378320371,0.670675799292102,0.96971422854139,5,1
"7",0.116705694135744,22254.3218636849,1,-999,14925.4372792784,0,-999,214.524625575559,1968,0,14925.4351036306,21580.332557755,0.0551503047359283,0.525124005806795,0,-9999,21.6517420535769,0,17.0045907609717,0,38.6563328145486,1.62842577566477e-17,0.00963968378320371,0.670675799292102,0.96971422854139,5,1
"8",0.116705694135744,22254.3218636849,1,-999,14925.4372792784,0,-999,214.524625575559,1968,0,14925.4351036306,21580.332557755,0.0551503047359283,0.525124005806795,0,-9999,21.6517420535769,0,17.0045907609717,0,38.6563328145486,1.62842577566477e-17,0.00963968378320371,0.670675799292102,0.96971422854139,5,1
"9",0.117489409947302,22222.3184095355,1,-999,13007.8342218185,0,-999,172.247953256364,1968,0,13007.9010454267,21117.9960393513,0.0688890549517729,0.575349143777949,0,-9999,20.7222260793919,0,19.5309356529442,0,40.2531617323361,3.29817716480729e-18,0.00775112434634423,0.585353013385185,0.950305708439932,32,1
"10",0.117489409947302,22222.3184095355,1,-999,13007.8342218185,0,-999,172.247953256364,1968,0,13007.9010454267,21117.9960393513,0.0688890549517729,0.575349143777949,0,-9999,20.7222260793919,0,19.5309356529442,0,40.2531617323361,3.29817716480729e-18,0.00775112434634423,0.585353013385185,0.950305708439932,32,1
