"","r_max","K","catch_multiplier_1","premodern_catch_multiplier_1","sample.N.obs","add_CV","sample_premodern_catch","Nmin","YearMin","violate_MVP","N2008","N2018","ROI_IA1","q_IA1","ROI_Count1","q_Count1","NLL.IAs","NLL.Count","NLL.N","NLL.GR","NLL","Likelihood","Max_Dep","status2008","status2018","draw","save"
"mean",0.0959967049919339,23206.9012004368,1,-999,14985.1452744964,0,-999,423.566566443003,1958.146,0,14985.1536700924,21610.8429147312,0.0504575055724755,0.531578849076197,0,-9999,21.7239644188519,0,17.8305050364519,0,39.5544694553038,8.86816384940221e-18,0.0178984812457585,0.646099693348471,0.932451552326723,33325.4389,1
"median",0.0989266311544925,23019.2512372377,1,-999,14983.7406337028,0,-999,331.674143857203,1958,0,14983.7601384849,21640.1180611617,0.0509594043788086,0.530028139653963,0,-9999,21.6432989891521,0,17.6003856791552,0,39.2463451607501,9.02669694005175e-18,0.0144358477798887,0.645028657078724,0.942444555875224,33388.5,1
"2.5%PI",0.058148078401864,22224.8567406784,1,-999,13222.8546500759,0,-999,198.36458920668,1926,0,13222.8819957803,20748.7522212643,0.0341666377305458,0.489423709389781,0,-9999,20.7475945915859,0,17.0183514756162,0,38.5981906050915,4.8475656831879e-19,0.00890319562580391,0.570443561730215,0.831802562055004,1795.95,1
"97.5%PI",0.117428533819504,25257.0994075814,1,-999,16919.0429845534,0,-999,1170.45497586959,1968,0,16919.0435538727,22264.1494678927,0.0642674896724874,0.578792615355853,0,-9999,23.2207497840314,0,20.0632213927322,0,42.1706403130158,1.72591263752105e-17,0.0462976697718022,0.728602677770181,0.974865714816462,64681,1
"5%PI",0.0652338160908781,22270.2489946897,1,-999,13522.9858784005,0,-999,210.696245548079,1926,0,13522.9937815843,20986.1278170453,0.0371567169821303,0.496154240800696,0,-9999,20.8674960653631,0,17.0517007698168,0,38.6279620713174,9.18894037109252e-19,0.00943898947879694,0.58193483085608,0.857915062340183,3761,1
"95%PI",0.116316573988181,24787.435419997,1,-999,16566.9320433517,0,-999,977.635716413412,1968,0,16566.932084687,22154.5683436775,0.0624701075817662,0.570521263609674,0,-9999,22.8885236009127,0,19.429395087774,0,41.5311161577095,1.67528702629924e-17,0.039425502947418,0.712542614408112,0.97237285032357,62910.4,1
"min",0.0270761720067821,22201.641085352,1,-999,11889.9900018005,0,-999,162.087206665308,1926,0,11890.2896809968,18997.4199465136,0.0191253681650894,0.456432288864589,0,-9999,20.4062620777059,0,16.9788606117234,0,38.5592538662283,5.02881435807103e-21,0.00729219418265748,0.514741779148034,0.67102772344248,5,1
"max",0.117999824990518,29064.6674057264,1,-999,18816.3328495575,0,-999,3843.14149247101,1968,0,18816.3325869106,22939.536405114,0.073596294033178,0.626623319155381,0,-9999,25.3507400307844,0,24.9050754663982,0,46.7391027106494,1.79443949598015e-17,0.132227265456815,0.826875874025628,0.988878375750531,66430,1
"n",10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000
