"","N_1901","N_1902","N_1903","N_1904","N_1905","N_1906","N_1907","N_1908","N_1909","N_1910","N_1911","N_1912","N_1913","N_1914","N_1915","N_1916","N_1917","N_1918","N_1919","N_1920","N_1921","N_1922","N_1923","N_1924","N_1925","N_1926","N_1927","N_1928","N_1929","N_1930","N_1931","N_1932","N_1933","N_1934","N_1935","N_1936","N_1937","N_1938","N_1939","N_1940","N_1941","N_1942","N_1943","N_1944","N_1945","N_1946","N_1947","N_1948","N_1949","N_1950","N_1951","N_1952","N_1953","N_1954","N_1955","N_1956","N_1957","N_1958","N_1959","N_1960","N_1961","N_1962","N_1963","N_1964","N_1965","N_1966","N_1967","N_1968","N_1969","N_1970","N_1971","N_1972","N_1973","N_1974","N_1975","N_1976","N_1977","N_1978","N_1979","N_1980","N_1981","N_1982","N_1983","N_1984","N_1985","N_1986","N_1987","N_1988","N_1989","N_1990","N_1991","N_1992","N_1993","N_1994","N_1995","N_1996","N_1997","N_1998","N_1999","N_2000","N_2001","N_2002","N_2003","N_2004","N_2005","N_2006","N_2007","N_2008","N_2009","N_2010","N_2011","N_2012","N_2013","N_2014","N_2015","N_2016","N_2017"
"1",25059.520743611,25059.520743611,25059.520743611,25059.520743611,24879.520743611,24617.4525192383,24440.0096024208,23265.6135098629,21647.5297496875,18646.4291468431,12754.8567231875,7546.20494274165,5099.51888140232,4404.76030238197,3514.31854867646,2029.79794495153,1706.34896883137,1689.29913675309,1663.2146096315,1653.54684253503,1652.29219671111,1743.96138491435,1486.19363265356,1443.77347610076,1265.77480043163,1088.94942246852,1148.35893766859,1218.3862667079,1273.67675749271,1300.33223652485,1272.60963325029,1332.20017581901,1390.41635344416,1343.17340170832,1368.05709025304,1403.45432390342,1384.00421582153,1226.37131755158,1301.14783688173,1378.47485721795,1426.50568594282,1500.4571896116,1591.90389090684,1684.90625257084,1727.5551146229,1594.79201851996,1661.96978579105,1728.22645443522,1785.50409005583,1811.25608309906,1223.56961328479,1253.17560257217,1295.58348679437,1234.57195085719,1265.84760090129,1247.0266531467,1156.06031867787,1165.55656382488,1220.63098706097,1280.05810983754,1331.10189837003,1399.25126459698,1460.54557360111,1537.56647564512,1631.26809003961,1678.66085972337,1780.93066401023,1700.40530082987,1803.99478365209,1913.868040675,2030.40026872106,2153.98773886435,2283.04868202228,2421.9034539911,2569.13033013949,2725.21792796393,2890.6797929506,3066.05485653923,3251.90769511996,3448.82853125826,3657.43290587714,3878.36093550736,4112.27605172352,4359.86310034051,4621.8256557616,4898.88238110393,5191.76223766773,5501.19831859467,5827.92005230557,6172.64349333195,6536.05939419774,6918.8187360061,7321.51539278842,7744.66562272813,8188.68412736465,8653.85650918695,9140.30810184557,9647.96935977475,10176.5382889812,10725.4407885082,11293.7902557072,11880.3483782692,12483.4896629859,13101.1728803678,13730.923149261,14369.8287283548,15014.5565792252,15661.3902698525,16306.2926762169,16944.994159976,17573.1045155504,18186.2442038408,18780.1875908515,19351.0085693526,19895.2175628864,20409.8788901639,20892.6989685701
"2",24323.747022116,24323.747022116,24323.747022116,24323.747022116,24143.747022116,23886.7353011742,23720.6214809645,22560.3996541083,20982.3001403887,18046.7091644688,12250.0997502923,7138.22357345021,4750.11457526817,4090.61851922154,3229.79437009937,1766.4986900938,1448.10992862292,1432.61639109438,1407.99715314355,1399.58894324965,1399.56968103073,1492.54901892551,1237.28360656125,1194.46304048697,1015.52719331071,835.566480237724,889.496798817829,954.356453298843,1004.94080213279,1027.20918029763,995.099119822882,1049.65079033914,1103.17475595085,1051.59529228157,1071.26083439399,1101.35813138729,1076.64643169777,913.135807269659,979.717567363297,1049.14904113739,1089.63647489374,1156.0715045462,1240.34202176639,1326.74393472773,1363.42945578082,1224.78199788426,1284.05198678178,1342.63310150054,1392.47382962383,1410.9374632823,815.742927706984,830.228745235644,856.770122710522,779.245409054449,792.071507575672,753.83232658159,641.806311848568,627.614389623871,657.387827104768,690.331815252435,713.677328051903,752.724551253288,783.617798617784,828.762545151865,889.197084912163,902.034904298555,967.807979141406,849.372064390029,911.308315320494,977.75694731704,1049.04562966711,1125.52553412856,1205.57294196881,1293.44542840332,1387.70966562494,1488.82704188962,1597.29129675472,1713.63053121078,1838.40927111171,1972.23056310242,2115.73807430448,2269.61815688772,2434.60182579089,2611.46658160554,2801.03799022442,3004.19090535832,3221.85018837864,3454.99074094729,3704.63661824894,3971.85893301205,4257.77219166703,4563.52862303931,4890.30996669557,5239.31608345299,5611.74963764682,6008.79598567461,6431.5972988763,6881.21986829054,7358.61351040398,7864.56205407013,8399.62408996942,8964.06356984656,9557.77052931927,10180.1732549554,10830.1446904632,11505.9078043479,12204.9469662972,12923.9349118242,13658.6872382564,14404.1579784284,15154.4898626441,15903.1305648728,16643.0208848069,17366.8523324738,18067.3807374023,18737.7711426842,19371.9400569551
"3",22670.3932970391,22670.3932970391,22670.3932970391,22670.3932970391,22490.3932970391,22247.7215332614,22112.2268353008,20987.8186511972,19516.1055706357,16752.4197987546,11205.3022804673,6347.89478072666,4112.48003065209,3545.25541134809,2764.38908014092,1360.68680300654,1058.82998928694,1050.8357119285,1033.98955983043,1033.34816089247,1041.638406932,1143.8121425902,901.871407390901,865.145674038456,691.503422237084,511.336643766618,558.939788002207,618.624598840503,665.680083680827,685.757569512533,651.977639640315,703.592792835743,755.716062892158,704.400846412731,722.610341736113,751.762870664318,727.025882621627,562.649553560943,622.730363913024,687.224060325807,724.600623542844,788.965518021014,873.197519408734,962.413983484524,1005.14336551969,874.427566878669,937.775211117159,1002.87778093323,1061.92050055184,1092.25554060665,510.822731252258,520.371012462413,541.938617385327,459.808596902348,464.910589079438,418.557292905536,296.25495419846,266.893247858696,279.396081238579,294.234068679885,298.656559644823,317.55131114839,327.463738442575,350.434649895305,387.858436151333,377.278267206026,417.568384687545,273.160458706325,302.332557349088,334.61985290982,370.354913232612,409.905771275386,451.679691227389,499.913795770887,553.29747521965,612.379990634705,677.768975223855,750.13655036386,830.226046428823,918.859373211315,1016.94508141707,1125.48714976833,1245.59451995358,1378.49138159645,1525.52817819167,1688.1932578304,1868.12502293283,2067.12433205102,2287.1667617127,2530.41413051676,2799.22439902241,3096.1586584396,3423.98337215875,3785.66529263581,4184.35549273187,4623.35767762339,5106.07435022389,5635.92250617333,6216.20845112159,6849.94936971227,7539.62806078154,8286.86791219624,9092.01952394922,9953.66095131289,10868.0333500958,11828.4652998522,12824.8818041163,13843.5408644188,14867.1739685093,15875.6979836345,16847.5833941078,17761.7955604264,18600.0072488506,19348.6047035716,19999.9878901866,20552.8497608521,21011.4410998065
"4",22670.3932970391,22670.3932970391,22670.3932970391,22670.3932970391,22490.3932970391,22247.7215332614,22112.2268353008,20987.8186511972,19516.1055706357,16752.4197987546,11205.3022804673,6347.89478072666,4112.48003065209,3545.25541134809,2764.38908014092,1360.68680300654,1058.82998928694,1050.8357119285,1033.98955983043,1033.34816089247,1041.638406932,1143.8121425902,901.871407390901,865.145674038456,691.503422237084,511.336643766618,558.939788002207,618.624598840503,665.680083680827,685.757569512533,651.977639640315,703.592792835743,755.716062892158,704.400846412731,722.610341736113,751.762870664318,727.025882621627,562.649553560943,622.730363913024,687.224060325807,724.600623542844,788.965518021014,873.197519408734,962.413983484524,1005.14336551969,874.427566878669,937.775211117159,1002.87778093323,1061.92050055184,1092.25554060665,510.822731252258,520.371012462413,541.938617385327,459.808596902348,464.910589079438,418.557292905536,296.25495419846,266.893247858696,279.396081238579,294.234068679885,298.656559644823,317.55131114839,327.463738442575,350.434649895305,387.858436151333,377.278267206026,417.568384687545,273.160458706325,302.332557349088,334.61985290982,370.354913232612,409.905771275386,451.679691227389,499.913795770887,553.29747521965,612.379990634705,677.768975223855,750.13655036386,830.226046428823,918.859373211315,1016.94508141707,1125.48714976833,1245.59451995358,1378.49138159645,1525.52817819167,1688.1932578304,1868.12502293283,2067.12433205102,2287.1667617127,2530.41413051676,2799.22439902241,3096.1586584396,3423.98337215875,3785.66529263581,4184.35549273187,4623.35767762339,5106.07435022389,5635.92250617333,6216.20845112159,6849.94936971227,7539.62806078154,8286.86791219624,9092.01952394922,9953.66095131289,10868.0333500958,11828.4652998522,12824.8818041163,13843.5408644188,14867.1739685093,15875.6979836345,16847.5833941078,17761.7955604264,18600.0072488506,19348.6047035716,19999.9878901866,20552.8497608521,21011.4410998065
"5",22670.3932970391,22670.3932970391,22670.3932970391,22670.3932970391,22490.3932970391,22247.7215332614,22112.2268353008,20987.8186511972,19516.1055706357,16752.4197987546,11205.3022804673,6347.89478072666,4112.48003065209,3545.25541134809,2764.38908014092,1360.68680300654,1058.82998928694,1050.8357119285,1033.98955983043,1033.34816089247,1041.638406932,1143.8121425902,901.871407390901,865.145674038456,691.503422237084,511.336643766618,558.939788002207,618.624598840503,665.680083680827,685.757569512533,651.977639640315,703.592792835743,755.716062892158,704.400846412731,722.610341736113,751.762870664318,727.025882621627,562.649553560943,622.730363913024,687.224060325807,724.600623542844,788.965518021014,873.197519408734,962.413983484524,1005.14336551969,874.427566878669,937.775211117159,1002.87778093323,1061.92050055184,1092.25554060665,510.822731252258,520.371012462413,541.938617385327,459.808596902348,464.910589079438,418.557292905536,296.25495419846,266.893247858696,279.396081238579,294.234068679885,298.656559644823,317.55131114839,327.463738442575,350.434649895305,387.858436151333,377.278267206026,417.568384687545,273.160458706325,302.332557349088,334.61985290982,370.354913232612,409.905771275386,451.679691227389,499.913795770887,553.29747521965,612.379990634705,677.768975223855,750.13655036386,830.226046428823,918.859373211315,1016.94508141707,1125.48714976833,1245.59451995358,1378.49138159645,1525.52817819167,1688.1932578304,1868.12502293283,2067.12433205102,2287.1667617127,2530.41413051676,2799.22439902241,3096.1586584396,3423.98337215875,3785.66529263581,4184.35549273187,4623.35767762339,5106.07435022389,5635.92250617333,6216.20845112159,6849.94936971227,7539.62806078154,8286.86791219624,9092.01952394922,9953.66095131289,10868.0333500958,11828.4652998522,12824.8818041163,13843.5408644188,14867.1739685093,15875.6979836345,16847.5833941078,17761.7955604264,18600.0072488506,19348.6047035716,19999.9878901866,20552.8497608521,21011.4410998065
"6",22670.3932970391,22670.3932970391,22670.3932970391,22670.3932970391,22490.3932970391,22247.7215332614,22112.2268353008,20987.8186511972,19516.1055706357,16752.4197987546,11205.3022804673,6347.89478072666,4112.48003065209,3545.25541134809,2764.38908014092,1360.68680300654,1058.82998928694,1050.8357119285,1033.98955983043,1033.34816089247,1041.638406932,1143.8121425902,901.871407390901,865.145674038456,691.503422237084,511.336643766618,558.939788002207,618.624598840503,665.680083680827,685.757569512533,651.977639640315,703.592792835743,755.716062892158,704.400846412731,722.610341736113,751.762870664318,727.025882621627,562.649553560943,622.730363913024,687.224060325807,724.600623542844,788.965518021014,873.197519408734,962.413983484524,1005.14336551969,874.427566878669,937.775211117159,1002.87778093323,1061.92050055184,1092.25554060665,510.822731252258,520.371012462413,541.938617385327,459.808596902348,464.910589079438,418.557292905536,296.25495419846,266.893247858696,279.396081238579,294.234068679885,298.656559644823,317.55131114839,327.463738442575,350.434649895305,387.858436151333,377.278267206026,417.568384687545,273.160458706325,302.332557349088,334.61985290982,370.354913232612,409.905771275386,451.679691227389,499.913795770887,553.29747521965,612.379990634705,677.768975223855,750.13655036386,830.226046428823,918.859373211315,1016.94508141707,1125.48714976833,1245.59451995358,1378.49138159645,1525.52817819167,1688.1932578304,1868.12502293283,2067.12433205102,2287.1667617127,2530.41413051676,2799.22439902241,3096.1586584396,3423.98337215875,3785.66529263581,4184.35549273187,4623.35767762339,5106.07435022389,5635.92250617333,6216.20845112159,6849.94936971227,7539.62806078154,8286.86791219624,9092.01952394922,9953.66095131289,10868.0333500958,11828.4652998522,12824.8818041163,13843.5408644188,14867.1739685093,15875.6979836345,16847.5833941078,17761.7955604264,18600.0072488506,19348.6047035716,19999.9878901866,20552.8497608521,21011.4410998065
"7",22670.3932970391,22670.3932970391,22670.3932970391,22670.3932970391,22490.3932970391,22247.7215332614,22112.2268353008,20987.8186511972,19516.1055706357,16752.4197987546,11205.3022804673,6347.89478072666,4112.48003065209,3545.25541134809,2764.38908014092,1360.68680300654,1058.82998928694,1050.8357119285,1033.98955983043,1033.34816089247,1041.638406932,1143.8121425902,901.871407390901,865.145674038456,691.503422237084,511.336643766618,558.939788002207,618.624598840503,665.680083680827,685.757569512533,651.977639640315,703.592792835743,755.716062892158,704.400846412731,722.610341736113,751.762870664318,727.025882621627,562.649553560943,622.730363913024,687.224060325807,724.600623542844,788.965518021014,873.197519408734,962.413983484524,1005.14336551969,874.427566878669,937.775211117159,1002.87778093323,1061.92050055184,1092.25554060665,510.822731252258,520.371012462413,541.938617385327,459.808596902348,464.910589079438,418.557292905536,296.25495419846,266.893247858696,279.396081238579,294.234068679885,298.656559644823,317.55131114839,327.463738442575,350.434649895305,387.858436151333,377.278267206026,417.568384687545,273.160458706325,302.332557349088,334.61985290982,370.354913232612,409.905771275386,451.679691227389,499.913795770887,553.29747521965,612.379990634705,677.768975223855,750.13655036386,830.226046428823,918.859373211315,1016.94508141707,1125.48714976833,1245.59451995358,1378.49138159645,1525.52817819167,1688.1932578304,1868.12502293283,2067.12433205102,2287.1667617127,2530.41413051676,2799.22439902241,3096.1586584396,3423.98337215875,3785.66529263581,4184.35549273187,4623.35767762339,5106.07435022389,5635.92250617333,6216.20845112159,6849.94936971227,7539.62806078154,8286.86791219624,9092.01952394922,9953.66095131289,10868.0333500958,11828.4652998522,12824.8818041163,13843.5408644188,14867.1739685093,15875.6979836345,16847.5833941078,17761.7955604264,18600.0072488506,19348.6047035716,19999.9878901866,20552.8497608521,21011.4410998065
"8",25376.5471391843,25376.5471391843,25376.5471391843,25376.5471391843,25196.5471391843,24932.5805169757,24750.8125938193,23570.8792689872,21937.4273693797,18911.037107449,12982.8448408127,7736.98768278991,5267.87299608111,4559.78292605366,3658.34558352226,2166.18018969955,1841.32107642428,1824.23816340754,1798.1954572409,1788.68929692699,1787.64886636053,1879.5499584779,1621.61441160893,1580.17754807098,1403.40847349537,1228.68316524131,1291.10680823846,1364.05093502676,1422.10744064242,1451.43582988628,1426.41665825657,1488.98785815408,1550.08404132708,1505.62078822958,1533.65376915415,1572.26539638972,1556.05092329672,1401.92361558899,1481.11462987719,1562.76734419168,1615.01816628745,1693.21008781061,1788.80126761094,1885.76713031857,1932.18074368052,1803.20037398023,1874.97548611937,1945.7830220779,2007.56618491907,2037.81620555029,1454.76292117778,1491.93118845851,1542.19315260757,1489.28560908248,1529.39856300193,1519.77058130616,1438.60042759408,1458.85811073021,1525.25708424548,1596.39589123604,1659.53972068917,1740.23683233575,1814.47262204736,1904.88118378841,2012.36813604799,2073.88752627544,2190.85679874153,2125.37959836447,2245.23482863673,2371.80155131741,2505.4458988222,2646.55199404333,2793.52242138275,2950.66749617354,3116.53302250859,3291.57859288275,3476.28304722237,3671.14422597185,3876.67845245379,4093.41968269702,4321.91825008492,4562.73911997242,4816.4595558726,5083.66608404046,5364.95062753989,5660.90566462982,5972.11825027867,6299.16272491145,6642.5919226807,7002.92668479623,7380.64348463361,7776.15998419188,8189.81837062753,8621.86637261936,9072.43593557301,9541.51964895755,10028.9451749755,10534.3481306245,11057.1441274901,11596.5009728278,12151.3123716046,12720.1748217458,13301.3697305445,13892.8530513904,14492.2548856311,15096.8914445332,15703.7914513278,16309.7384281469,16911.3293350216,17505.0487374996,18087.35617139,18654.7828123598,19204.0321643834,19732.0784957076,20236.2563877739,20714.3351536665,21164.5730362428
"9",22872.510038183,22872.510038183,22872.510038183,22872.510038183,22692.510038183,22447.8863306205,22308.3549136742,21179.4412548326,19693.8183245853,16907.8777909175,11328.4522559888,6438.15594129592,4183.25417770413,3604.35383372064,2813.22031302943,1401.77234508446,1097.83321562753,1088.93766901237,1071.13527045286,1069.51789105273,1076.73560930857,1177.68921046086,933.932601751144,896.322023493138,721.874104297203,541.620668248684,589.959679593447,650.235853022408,697.667663557699,717.942745054701,684.28792805562,736.196864181372,788.405703407095,736.944236430407,755.229376562885,784.381233863149,759.508963887577,595.097706135274,655.89862821336,720.908697285823,758.556696264064,823.04822604564,907.12271115679,995.776826584509,1037.47478380978,905.425226154866,967.906143958997,1031.76131087188,1089.12912523477,1117.34624502146,533.439796193828,542.943196872451,564.417292697339,482.084725764705,487.342329702974,441.13700686856,319.211576591615,290.829430464494,304.547342465122,320.666889244815,326.433437494996,346.789172109742,358.224689395742,382.828575173901,421.94619305744,413.060227449343,455.266453011688,312.784453220787,344.745623047316,379.972349129349,418.798155534452,461.590581083699,506.754629083893,558.53226408413,615.598617157479,678.49324489414,747.810496269717,824.204977808522,908.397524995143,1001.18171133133,1103.43092174958,1216.10600888484,1340.26353744968,1477.0646015491,1627.78416929945,1793.82086459372,1976.70703184497,2178.11883868552,2399.88604404844,2644.00088177846,2912.62526595932,3208.09519196931,3532.92076043452,3889.77965889608,4281.50116522936,4711.03675838617,5181.4122219952,5695.65472793739,6256.68688751319,6867.17838740017,7529.34503447173,8244.68559251468,9013.64991413156,9835.23923563202,10706.5530986917,11622.3188709588,12574.4693045839,13551.867242621,14540.3044057031,15522.9057357268,16481.030744267,17395.6646269728,18249.1447638061,19026.919377101,19718.9578695153,20320.4866624502,20831.9083832752
"10",22872.510038183,22872.510038183,22872.510038183,22872.510038183,22692.510038183,22447.8863306205,22308.3549136742,21179.4412548326,19693.8183245853,16907.8777909175,11328.4522559888,6438.15594129592,4183.25417770413,3604.35383372064,2813.22031302943,1401.77234508446,1097.83321562753,1088.93766901237,1071.13527045286,1069.51789105273,1076.73560930857,1177.68921046086,933.932601751144,896.322023493138,721.874104297203,541.620668248684,589.959679593447,650.235853022408,697.667663557699,717.942745054701,684.28792805562,736.196864181372,788.405703407095,736.944236430407,755.229376562885,784.381233863149,759.508963887577,595.097706135274,655.89862821336,720.908697285823,758.556696264064,823.04822604564,907.12271115679,995.776826584509,1037.47478380978,905.425226154866,967.906143958997,1031.76131087188,1089.12912523477,1117.34624502146,533.439796193828,542.943196872451,564.417292697339,482.084725764705,487.342329702974,441.13700686856,319.211576591615,290.829430464494,304.547342465122,320.666889244815,326.433437494996,346.789172109742,358.224689395742,382.828575173901,421.94619305744,413.060227449343,455.266453011688,312.784453220787,344.745623047316,379.972349129349,418.798155534452,461.590581083699,506.754629083893,558.53226408413,615.598617157479,678.49324489414,747.810496269717,824.204977808522,908.397524995143,1001.18171133133,1103.43092174958,1216.10600888484,1340.26353744968,1477.0646015491,1627.78416929945,1793.82086459372,1976.70703184497,2178.11883868552,2399.88604404844,2644.00088177846,2912.62526595932,3208.09519196931,3532.92076043452,3889.77965889608,4281.50116522936,4711.03675838617,5181.4122219952,5695.65472793739,6256.68688751319,6867.17838740017,7529.34503447173,8244.68559251468,9013.64991413156,9835.23923563202,10706.5530986917,11622.3188709588,12574.4693045839,13551.867242621,14540.3044057031,15522.9057357268,16481.030744267,17395.6646269728,18249.1447638061,19026.919377101,19718.9578695153,20320.4866624502,20831.9083832752
