"","r_max","K","catch_multiplier_1","sample.N.obs","add_CV","Nmin","YearMin","violate_MVP","N2008","N2018","ROI_IA1","q_IA1","ROI_Count1","q_Count1","NLL.IAs","NLL.Count","NLL.N","NLL.GR","NLL","Likelihood","Max_Dep","status2008","status2018","draw","save"
"1",0.0779782714680769,24051.4968285652,1,16367.8375369636,0,663.448953752519,1958,0,16367.8377432404,22170.3214106761,0,-9999,0,-9999,0,0,17.8744414225713,-2.48538138358081,15.3890600389905,2.07308038941865e-07,0.0275845182726657,0.680533018793275,0.921785515833058,39,1
"2",0.078761455162894,24008.5049205379,1,15554.5336187351,0,612.861472205174,1958,0,15554.5414273168,21816.3739028088,0,-9999,0,-9999,0,0,17.5934661881696,-2.48980207865246,15.1036641095171,2.75779525938925e-07,0.025526848682731,0.64787630378478,0.908693564010563,47,1
"3",0.0751857912219129,24203.8925332227,1,16280.148506281,0,725.263540142745,1958,0,16280.1485317031,22097.1682461888,0,-9999,0,-9999,0,0,17.8563129980706,-2.47316445183646,15.3831485462342,2.08537168327717e-07,0.0299647479903175,0.672625219656578,0.91295927776319,50,1
"4",0.0599682456166483,25129.5165093899,1,15514.4699213561,0,1114.4926653023,1926,0,15514.4699229104,21194.3821160039,0,-9999,0,-9999,0,0,18.2261859158463,-2.30500043076502,15.9211854850813,1.21763465065156e-07,0.0443499446113839,0.617380358954111,0.843405885190206,63,1
"5",0.102333645985927,22865.9565387384,1,13514.6911647171,0,289.470232774401,1958,0,13514.7900909567,21244.7396855238,0,-9999,0,-9999,0,0,18.969065482103,-2.2842225482934,16.6848429338096,5.67367927915663e-08,0.0126594412214505,0.591044160696301,0.929099101956747,68,1
"6",0.0928304770602845,23302.0772804866,1,14722.3377412884,0,384.519985483518,1958,0,14722.3349712355,21636.616075745,0,-9999,0,-9999,0,0,17.5585792402402,-2.42973391918303,15.1288453210572,2.68921769039129e-07,0.0165015324966551,0.631803542406245,0.928527350386214,86,1
"7",0.0928304770602845,23302.0772804866,1,14722.3377412884,0,384.519985483518,1958,0,14722.3349712355,21636.616075745,0,-9999,0,-9999,0,0,17.5585792402402,-2.42973391918303,15.1288453210572,2.68921769039129e-07,0.0165015324966551,0.631803542406245,0.928527350386214,86,1
"8",0.0771104991519824,24098.8512231103,1,16650.72933794,0,696.483473313834,1958,0,16650.729337734,22281.0338106432,0,-9999,0,-9999,0,0,18.1161971865379,-2.48069807021653,15.6354991163214,1.62027604785266e-07,0.0289011068148311,0.690934567111906,0.924568295988986,130,1
"9",0.0747436030069366,24225.2270192375,1,14254.6205014223,0,644.056794894843,1958,0,14254.6130022944,20989.7195758027,0,-9999,0,-9999,0,0,18.9225871353703,-2.48020846711864,16.4423786682517,7.23045579016823e-08,0.026586202654918,0.588420203078991,0.866440572843121,177,1
"10",0.094280007021036,23234.2734915037,1,16530.6582089979,0,407.013025512131,1958,0,16530.6583575372,22221.1795498138,0,-9999,0,-9999,0,0,17.8793040748786,-2.43173067128427,15.4475734035943,1.95525818247332e-07,0.017517785768553,0.711477308020076,0.956396573275239,188,1
"11",0.0848104713461362,23694.1708557892,1,14814.5433991449,0,484.675365342523,1958,0,14814.5254160638,21574.5808047242,0,-9999,0,-9999,0,0,17.7372812482703,-2.48488148120263,15.2523997670677,2.37665938963952e-07,0.0204554684902216,0.625239241593643,0.910543818394596,204,1
"12",0.104084288798738,22788.6582382733,1,14015.849460382,0,284.304901259538,1958,0,14015.8483610138,21436.9821792211,0,-9999,0,-9999,0,0,17.9837746875834,-2.256610629709,15.7271640578744,1.47835738008488e-07,0.0124757192058834,0.61503613834861,0.940686457055992,251,1
"13",0.106549534585327,22681.2147577685,1,14876.0921516223,0,278.984390942302,1958,0,14876.1254232345,21685.9272961658,0,-9999,0,-9999,0,0,17.1625995465787,-2.2180033896161,14.9445961569626,3.23328773445428e-07,0.012300240261459,0.655878690013253,0.956118423451644,266,1
"14",0.10355387335876,22812.148041255,1,15159.9475116236,0,301.449911924434,1958,0,15159.9457039964,21782.0844043399,0,-9999,0,-9999,0,0,17.144250522812,-2.28110017927111,14.8631503435409,3.50764652684894e-07,0.0132144465913193,0.664555818092192,0.954845828851703,277,1
"15",0.10355387335876,22812.148041255,1,15159.9475116236,0,301.449911924434,1958,0,15159.9457039964,21782.0844043399,0,-9999,0,-9999,0,0,17.144250522812,-2.28110017927111,14.8631503435409,3.50764652684894e-07,0.0132144465913193,0.664555818092192,0.954845828851703,277,1
"16",0.0990161675987765,23015.2744967512,1,15416.5921214735,0,339.540767749281,1958,0,15416.680709806,21879.980161307,0,-9999,0,-9999,0,0,17.2082487698492,-2.35974260729231,14.8485061625569,3.55939109107378e-07,0.0147528445857645,0.669845615440398,0.950672135776417,280,1
"17",0.0990161675987765,23015.2744967512,1,15416.5921214735,0,339.540767749281,1958,0,15416.680709806,21879.980161307,0,-9999,0,-9999,0,0,17.2082487698492,-2.35974260729231,14.8485061625569,3.55939109107378e-07,0.0147528445857645,0.669845615440398,0.950672135776417,280,1
"18",0.0935326912309974,23268.9469433224,1,14971.3262915611,0,382.223707697792,1958,0,14971.3262883155,21735.3302442559,0,-9999,0,-9999,0,0,17.3888875729897,-2.42442974280732,14.9644578301824,3.16970277218622e-07,0.0164263431700969,0.643403688391316,0.934091701579702,300,1
"19",0.0935326912309974,23268.9469433224,1,14971.3262915611,0,382.223707697792,1958,0,14971.3262883155,21735.3302442559,0,-9999,0,-9999,0,0,17.3888875729897,-2.42442974280732,14.9644578301824,3.16970277218622e-07,0.0164263431700969,0.643403688391316,0.934091701579702,300,1
