"","r_max","K","catch_multiplier_1","premodern_catch_multiplier_1","sample.N.obs","add_CV","sample_premodern_catch","Nmin","YearMin","violate_MVP","N2008","N2012","N2006","N2019","N2030","ROI_IA1","q_IA1","ROI_Count1","q_Count1","NLL.IAs","NLL.Count","NLL.N","NLL.GR","NLL","Likelihood","Max_Dep","status2008","status2012","status2006","status2019","status2030","draw","save"
"mean",0.0941096903246576,27915.0382757032,1.01846159661238,1.71334507073264,14977.8951691651,0,0.549710621182877,437.612872002551,1958.791,0,14977.8999992044,19280.8744770349,12922.0147492894,24896.5378221353,27465.6594069569,0.0625420478548156,0.510402287371911,0,-9999,23.4442940728653,0,17.1872119490163,0,40.6315060218816,3.01996048820894e-18,0.0151777746795953,0.538629761221381,0.694554831623706,0.464050699755048,0.896154736869853,0.985515019464467,48959.227,1
"median",0.0965789946792647,27473.8308666459,1.0184319955878,1.71336146157314,14943.1578821386,0,0.574916513869539,344.313443989479,1958,0,14943.1582318453,19275.1848570216,12852.2336392837,24897.3926504512,27282.4871501205,0.0635077554896417,0.509465221966128,0,-9999,23.3422114265758,0,16.9610430215468,0,40.3283970306999,3.0591424854942e-18,0.0125652147411122,0.539215696828563,0.701778754745924,0.462142045676899,0.913821635548804,0.994307691447064,48988,1
"2.5%PI",0.0563210831454489,25238.9607561342,1.01296317770123,1.56801325867289,13253.2321625622,0,0.0364100705599412,189.437310561093,1926,0,13253.2056772062,17445.2034737136,11154.3622961018,23242.8765274323,25193.0560924891,0.0429837200978296,0.464521065259648,0,-9999,23.0087112015163,0,16.40525094658,0,39.6411142142751,1.7283883100691e-19,0.00722717676458581,0.4543688490328,0.555932688774632,0.399582016202574,0.728524768107905,0.913932627833485,2547,1
"97.5%PI",0.116988489347044,33096.6771052443,1.02388538160457,1.85704997349785,16866.0106728115,0,0.9802137220453,1226.65323750973,1968,0,16866.0103129513,21121.9412339746,15038.6649157211,26361.8521629234,30709.4989324153,0.0770459996548116,0.559908264425264,0,-9999,24.4467991161657,0,19.1971224639752,0,43.2019277398735,6.08251012093644e-18,0.0378340639424903,0.623075537654427,0.796102242129355,0.537060392366628,0.964940829225939,0.998869229384729,95532,1
"5%PI",0.0629993064616341,25519.7186607408,1.01379243971607,1.59209215271866,13518.5704524687,0,0.0716492741019465,198.845641737725,1957,0,13518.4975971379,17746.5176214343,11399.8691965378,23638.1762173064,25476.8476535358,0.0471134084020833,0.471289662038745,0,-9999,23.0523708486815,0,16.4480141010389,0,39.6873490564592,3.41392512616618e-19,0.00764506843518082,0.468949517485793,0.583390236808401,0.408780270872522,0.771345467064962,0.943727033006907,5105,1
"95%PI",0.116048891601153,31880.6291463629,1.02300377424959,1.83479015776094,16590.2056881634,0,0.957747000968084,1021.18200254967,1968,0,16590.2056999385,20817.6147099485,14675.2872903696,26126.9552464786,30135.5024246018,0.0750969279302116,0.552143619742236,0,-9999,24.139460592694,0,18.6695580670213,0,42.5212541872131,5.80768835056549e-18,0.0324497152223375,0.61001317229521,0.783615562625906,0.524849798405171,0.960128693028231,0.998700076592666,93130.4,1
"min",0.0254173887311481,24677.5718342698,1.00900973669003,1.43560771298972,11826.4260810101,0,0.000373081304132938,148.48320811495,1926,0,11826.1818296312,15723.817346887,9692.66743120039,20504.6033436797,24651.6189148633,0.0216716881144785,0.424019630529558,0,-9999,22.8519340921256,0,16.3181971604709,0,39.5375277132827,1.34235481831183e-22,0.00576447849264939,0.363428789958836,0.402860263487343,0.340447081980557,0.478717643357948,0.610152915880274,33,1
"max",0.117977239371277,46356.6941338287,1.02770502567195,1.95356372700696,19368.0706595769,0,0.99964433722198,4331.0873488132,1968,0,19368.0706558295,22996.8347798777,18501.2410018573,27621.0637091139,32769.2074550979,0.0872469463816403,0.621921377807965,0,-9999,27.4960751330368,0,24.9928165858779,0,50.3624466471005,6.74636580482371e-18,0.0996793817613233,0.721430226224855,0.873098740485083,0.632474883562544,0.982403349665954,0.999468779613898,97757,1
"n",10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000
