"","r_max","K","catch_multiplier_1","catch_multiplier_2","premodern_catch_multiplier_1","sample.N.obs","add_CV","sample_premodern_catch","Nmin","YearMin","violate_MVP","N2008","N2018","ROI_IA1","q_IA1","ROI_Count1","q_Count1","NLL.IAs","NLL.Count","NLL.N","NLL.GR","NLL","Likelihood","Max_Dep","status2008","status2018","draw","save"
"1",0.0641584711498581,24997.6926907051,1,1,-999,15389.7064785706,0,-999,1019.37377322244,1926,0,15389.7060968482,21359.936081305,0,-9999,0,-9999,0,0,18.0896907294282,0,18.0896907294282,1.39234588900253e-08,0.0407787144931769,0.615645063216996,0.854476304897024,25,1
"2",0.0536521292207763,25735.7648452663,1,1,-999,15737.4130217358,0,-999,1327.91709080161,1926,0,15737.4130373697,21089.4280166509,0,-9999,0,-9999,0,0,18.3745637200176,0,18.3745637200176,1.04719695089437e-08,0.0515981203117754,0.611499721573824,0.819459928370071,123,1
"3",0.107885066446848,22758.2687311965,1,1,-999,15533.320467337,0,-999,309.796927146157,1968,0,15533.321436565,21938.0380929909,0,-9999,0,-9999,0,0,17.0994462101282,0,17.0994462101282,3.74804561136857e-08,0.0136124997382377,0.682535285088374,0.96395900549846,179,1
"4",0.110448454336263,22648.4782534303,1,1,-999,14149.9004585203,0,-999,246.813805742085,1968,0,14149.8771786409,21572.4954016632,0,-9999,0,-9999,0,0,17.5715725516833,0,17.5715725516833,2.33756126688447e-08,0.0108975889232074,0.624760613949759,0.952492046497465,228,1
"5",0.0809615760087036,24030.9148879908,1,1,-999,14329.537084559,0,-999,576.124750673133,1959,0,14329.5430124062,21318.4084260765,0,-9999,0,-9999,0,0,18.4201472529743,0,18.4201472529743,1.00053363330966e-08,0.0239743161406246,0.596296190935588,0.887124294911059,251,1
"6",0.0849499003011733,23826.8761101904,1,1,-999,16220.1130613685,0,-999,572.221050758506,1959,0,16220.1157190904,22251.608238832,0,-9999,0,-9999,0,0,17.6707075763973,0,17.6707075763973,2.11694321308832e-08,0.0240157815112731,0.680748732820806,0.933886932383695,257,1
"7",0.059725791931618,25291.5706317857,1,1,-999,15550.3237603698,0,-999,1130.94741776473,1926,0,15550.3236978308,21267.963109569,0,-9999,0,-9999,0,0,18.1925875098477,0,18.1925875098477,1.25620244088253e-08,0.0447163774140382,0.614842151332732,0.840911124864663,347,1
"8",0.0632213975791819,25066.474979355,1,1,-999,17175.8866000455,0,-999,1061.67794893462,1926,0,17175.8867000144,22400.1679754707,0,-9999,0,-9999,0,0,18.7964101177628,0,18.7964101177628,6.86788170760577e-09,0.0423544973838174,0.685213485907396,0.893630556108097,360,1
"9",0.0903854292635806,23557.0525097776,1,1,-999,15493.5002555139,0,-999,469.90665182322,1959,0,15493.5412664932,22007.2375443676,0,-9999,0,-9999,0,0,17.3200329845816,0,17.3200329845816,3.00611263103827e-08,0.019947599625555,0.657702879426977,0.934210149390858,445,1
"10",0.0775976395825855,24212.4656096171,1,1,-999,16394.6009358624,0,-999,724.130236942507,1958,0,16394.6134545964,22266.2198271872,0,-9999,0,-9999,0,0,17.8793560187162,0,17.8793560187162,1.71828160615329e-08,0.0299073315629155,0.677114578867365,0.919618025945411,471,1
"11",0.0875556293306872,23695.5400213995,1,1,-999,14991.0468833987,0,-999,494.274569946489,1959,0,14991.0471837884,21783.0510253407,0,-9999,0,-9999,0,0,17.4975871430652,0,17.4975871430652,2.51706515271861e-08,0.0208593925059361,0.632652692036135,0.919289073204006,510,1
"12",0.089221003622748,23614.2931511356,1,1,-999,16556.324722711,0,-999,515.468081174452,1959,0,16556.3253734625,22365.3875089876,0,-9999,0,-9999,0,0,17.9166380375022,0,17.9166380375022,1.65540005790753e-08,0.021828647500705,0.701114586301574,0.947112300412516,552,1
"13",0.116982386516407,22376.2839816571,1,1,-999,17570.1352210017,0,-999,280.298375892915,1968,0,17569.9856244131,22065.2837659371,0,-9999,0,-9999,0,0,19.2942842644438,0,19.2942842644438,4.17444565608955e-09,0.0125265828822466,0.785205695405726,0.986101346587532,601,1
"14",0.0843303316244855,23858.4353396278,1,1,-999,16304.8926718766,0,-999,586.001388016498,1959,0,16304.8928665128,22280.623298013,0,-9999,0,-9999,0,0,17.7372350456491,0,17.7372350456491,1.98069085061755e-08,0.0245616017846391,0.68340159924197,0.933867748695402,728,1
"15",0.064136557050515,25007.0047532098,1,1,-999,17174.8189423233,0,-999,1039.41503577877,1926,0,17174.8194961784,22420.0735687012,0,-9999,0,-9999,0,0,18.786953051619,0,18.786953051619,6.93313980789954e-09,0.0415649553409773,0.686800345170242,0.896551737801523,752,1
"16",0.0434467725818977,26642.1338610273,1,1,-999,15595.8383980906,0,-999,1826.54281958494,1926,0,15595.8383934538,20312.9930529976,0,-9999,0,-9999,0,0,19.0052192207795,0,19.0052192207795,5.57363038419063e-09,0.0685584281316462,0.585382480052309,0.76243866797441,835,1
"17",0.102777610753197,22981.8670991011,1,1,-999,14797.3346769577,0,-999,335.67185438905,1959,0,14797.3213749319,21786.6656187768,0,-9999,0,-9999,0,0,17.2270430682839,0,17.2270430682839,3.29906031756068e-08,0.0146059435876809,0.643869417185461,0.947993717169697,854,1
"18",0.074196071639657,24399.628872247,1,1,-999,15939.868645044,0,-999,784.597234385368,1958,0,15939.8677334262,21998.9969623163,0,-9999,0,-9999,0,0,17.7071692125854,0,17.7071692125854,2.04114623786642e-08,0.0321561134594878,0.65328320430139,0.901611949816938,902,1
"19",0.112274612613954,22571.424963869,1,1,-999,15540.6161682913,0,-999,265.718754237447,1968,0,15540.9013286569,21877.8962539707,0,-9999,0,-9999,0,0,17.0658363299049,0,17.0658363299049,3.87615783400681e-08,0.0117723517528376,0.688521054985843,0.96927403958729,1001,1
"20",0.071538087031804,24552.3760202925,1,1,-999,16406.9656979991,0,-999,880.972188312596,1957,0,16406.9658657345,22178.5832688425,0,-9999,0,-9999,0,0,17.9717333077603,0,17.9717333077603,1.5666623052986e-08,0.0358813414874583,0.668243507356443,0.903317188141462,1005,1
"21",0.11625918659335,22405.7946897687,1,1,-999,14459.6394873224,0,-999,207.395592744648,1968,0,14459.6523986592,21602.6549368194,0,-9999,0,-9999,0,0,17.1662736314811,0,17.1662736314811,3.5057592371257e-08,0.00925633728311154,0.645353248963849,0.964154819587095,1065,1
"22",0.115574936527759,22433.9437234134,1,1,-999,13948.3924929518,0,-999,201.948261774473,1968,0,13948.8106192491,21489.0557972754,0,-9999,0,-9999,0,0,17.6843900398581,0,17.6843900398581,2.08817547051883e-08,0.00900190640862253,0.621772559975321,0.957881327608399,1122,1
"23",0.0894445216665044,23603.087182061,1,1,-999,16013.707895414,0,-999,496.375267984912,1959,0,16013.7078939327,22188.4495448102,0,-9999,0,-9999,0,0,17.4944877178589,0,17.4944877178589,2.52487871041272e-08,0.0210300993321828,0.678458193642718,0.940065567426029,1207,1
"24",0.113713931087404,22511.1576624511,1,1,-999,15065.1370319538,0,-999,240.864894563213,1968,0,15065.2098611528,21762.5373947504,0,-9999,0,-9999,0,0,16.9819207549547,0,16.9819207549547,4.21546535133375e-08,0.0106998004356293,0.669233012670944,0.966744479385465,1212,1
"25",0.0856084264731035,23792.6385489888,1,1,-999,14711.0547171906,0,-999,514.113021116795,1959,0,14711.060531274,21626.0035112251,0,-9999,0,-9999,0,0,17.7601601732886,0,17.7601601732886,1.93579979273563e-08,0.0216080709190047,0.618303031039794,0.908936748091113,1236,1
"26",0.0646808591494337,24963.6794508191,1,1,-999,15175.1059336821,0,-999,1005.78133623985,1926,0,15175.1059324951,21239.3409851653,0,-9999,0,-9999,0,0,18.2141462641362,0,18.2141462641362,1.22941012332134e-08,0.0402897873376934,0.607887389452805,0.850809714449703,1313,1
"27",0.114114327560179,22494.4511184409,1,1,-999,14337.6986192307,0,-999,220.941300598848,1968,0,14337.6983275341,21596.5769977409,0,-9999,0,-9999,0,0,17.2999971246205,0,17.2999971246205,3.06695011319624e-08,0.0098220356405016,0.637388227525144,0.960084639719706,1327,1
"28",0.090321901618503,23559.9377002995,1,1,-999,15009.9846887169,0,-999,458.697977664247,1959,0,15009.9822632392,21821.6270178411,0,-9999,0,-9999,0,0,17.4138999266008,0,17.4138999266008,2.73677663513586e-08,0.019469405373615,0.637097706037157,0.926217517865664,1353,1
"29",0.0849660569182597,23824.6884014631,1,1,-999,14087.5614425167,0,-999,505.724471676344,1959,0,14087.5612875498,21297.5781536307,0,-9999,0,-9999,0,0,18.6200899342643,0,18.6200899342643,8.19214610058416e-09,0.0212269081196162,0.591300966886293,0.893928927621263,1434,1
"30",0.102505322594661,22993.9282032668,1,1,-999,14316.2835518597,0,-999,331.031175789509,1959,0,14316.2900605261,21633.9104237848,0,-9999,0,-9999,0,0,17.6064668984223,0,17.6064668984223,2.25740030924272e-08,0.0143964603552375,0.622611757937565,0.940853177958139,1532,1
"31",0.0823595112510957,23961.5923358996,1,1,-999,18071.2325142231,0,-999,695.725554733292,1958,0,18071.2329762275,22867.2423180752,0,-9999,0,-9999,0,0,20.2006267819983,0,20.2006267819983,1.68647247558079e-09,0.0290350301006893,0.754174961450825,0.954328994397218,1614,1
"32",0.103961073551793,22929.3084203896,1,1,-999,13908.1669041188,0,-999,303.413826723186,1968,0,13908.2766592835,21498.0592422535,0,-9999,0,-9999,0,0,18.1002934156645,0,18.1002934156645,1.37766126818892e-08,0.0132325764545684,0.6065720083784,0.937579923829566,1640,1
