"","r_max","K","catch_multiplier_1","catch_multiplier_2","catch_multiplier_3","premodern_catch_multiplier_1","sample.N.obs","add_CV","sample_premodern_catch","Nmin","YearMin","violate_MVP","N2008","N2012","N2019","ROI_IA1","ROI_IA2","q_IA1","q_IA2","ROI_Count1","q_Count1","NLL.IAs","NLL.Count","NLL.N","NLL.GR","NLL","Likelihood","Max_Dep","status2008","status2012","status2019","draw","save"
"1",0.0584901785054244,32966.0683919735,1.10328207675932,1.31423037224216,1.02155784976373,1.77560136739112,17507.6791112078,0,0.319940590066835,1264.55608113199,1926,0,17507.6782124256,20743.9858323925,26082.7184711278,0,0,-9999,-9999,0,-9999,0,0,19.2162777356171,0,19.2162777356171,4.51311725144941e-09,0.0383593234745544,0.531081777913446,0.629252648078688,0.791198943137495,579,1
"2",0.0871249564648606,26779.5061649741,1.01618878921558,1.41002717673779,1.01802718499403,1.76338376208973,15756.6096804803,0,0.0306154619902372,466.021507705003,1958,0,15756.6096579201,19633.9863876689,24508.405942916,0,0,-9999,-9999,0,-9999,0,0,17.0469893676199,0,17.0469893676199,3.94990440096353e-08,0.0174021695857308,0.588383130026824,0.733172085650664,0.915192602579484,960,1
"3",0.0623886088891886,33178.2240040778,1.14028030071726,1.36218423269223,1.01481148785558,1.76188501930286,15387.023373507,0,0.3055928084068,1021.67386869246,1957,0,15387.0234494987,18729.6511196978,24717.3140643646,0,0,-9999,-9999,0,-9999,0,0,17.3260478415902,0,17.3260478415902,2.98808556287859e-08,0.030793506866639,0.463768749273846,0.564516386332064,0.744986050529007,1447,1
"4",0.100918769083917,28073.579043625,1.09905680918928,1.39806327587226,1.02303266941225,1.7069063032776,15028.051316971,0,0.226656498620287,312.788639245322,1958,0,15028.0530004598,19771.3222449266,25850.5530931587,0,0,-9999,-9999,0,-9999,0,0,16.4888117794834,0,16.4888117794834,6.90239853155788e-08,0.0111417442984118,0.535309480031277,0.704267960070318,0.920814302052054,2118,1
"5",0.06701195819024,35147.9146535032,1.14322843911931,1.25962960798526,1.01707496299218,1.66893955197157,16171.5518790297,0,0.925572851439938,893.036490121098,1958,0,16171.554715469,19969.9581099293,26735.9854205753,0,0,-9999,-9999,0,-9999,0,0,17.3642621112925,0,17.3642621112925,2.8760523229717e-08,0.0254079509104557,0.460099976766536,0.568169073664768,0.760670602627359,2594,1
"6",0.0861505688121542,28783.7680927937,1.03928921351985,1.41602442841511,1.01641864144496,1.73841123714242,14237.2452801792,0,0.505629232618958,440.563779348508,1958,0,14237.2485366599,18353.4023705936,24742.0065744042,0,0,-9999,-9999,0,-9999,0,0,17.3014030598292,0,17.3014030598292,3.06264120977831e-08,0.0153059800206912,0.494627683587555,0.637630289106886,0.859581917650269,3174,1
"7",0.101333526087459,29702.7762864152,1.1392495880573,1.33548832272179,1.01252328987746,1.89114289494753,16067.5320352893,0,0.380972119281068,317.481009699106,1958,0,16067.5193838872,21104.9026372936,27448.5954156892,0,0,-9999,-9999,0,-9999,0,0,17.3275530888536,0,17.3275530888536,2.98359113872089e-08,0.010688597141147,0.540943352532193,0.710536363125965,0.924108748320709,3676,1
"8",0.0591267853030004,37523.8370150988,1.17267030042204,1.3649991439702,1.02309393825874,1.67411991360768,15867.6370247267,0,0.939970835344866,1172.04122360765,1957,0,15867.6318474482,19288.4381361184,25779.7053437977,0,0,-9999,-9999,0,-9999,0,0,17.3144727878445,0,17.3144727878445,3.02287376309473e-08,0.0312345782531794,0.42286805160846,0.514031604186884,0.687022101002745,4193,1
"9",0.0855528286532499,30746.5994898322,1.10593176997563,1.28615415859036,1.01663430943017,1.67431947973799,15558.3385967184,0,0.677407569251955,473.012867778095,1958,0,15558.3319944556,19945.0463343164,26612.9037091333,0,0,-9999,-9999,0,-9999,0,0,16.785762933461,0,16.785762933461,5.12903642671949e-08,0.0153842335616503,0.506017974430007,0.648691128946217,0.865556001337128,4605,1
"10",0.10948137449706,27486.0966112176,1.03378145324318,1.2671646608552,1.02015047686349,1.66368563590908,14648.513067863,0,0.894017310347408,251.896808411499,1968,0,14648.512519733,19676.6665745421,25734.2443386142,0,0,-9999,-9999,0,-9999,0,0,16.3771601769666,0,16.3771601769666,7.717732219917e-08,0.00916451731850111,0.532942626482462,0.715877079705515,0.936264057520323,5141,1
"11",0.0781336423857138,30190.1032231274,1.12944428723048,1.30701015686151,1.01493659113341,1.68762676513381,15303.8422698155,0,0.0844507256988436,589.945618403259,1958,0,15303.853520771,19236.6561523037,25440.6286774884,0,0,-9999,-9999,0,-9999,0,0,16.889748057168,0,16.889748057168,4.62248614410096e-08,0.0195410268737116,0.506916237008668,0.637184179534944,0.842681076293885,5608,1
"12",0.097092337848153,30409.3249963232,1.09945224732475,1.36550340208691,1.02156157389492,1.69873765910797,15751.9341508159,0,0.969227887224406,348.82333581567,1958,0,15751.9310654643,20691.0397645752,27487.4947707171,0,0,-9999,-9999,0,-9999,0,0,16.9227155381521,0,16.9227155381521,4.47257902708749e-08,0.0114709332041355,0.517996735125453,0.680417594506848,0.903916636559363,6159,1
"13",0.107167963859625,27708.2069291313,1.11200688597876,1.25145609338535,1.01589572696387,1.77635401041017,14973.7072078278,0,0.075177053688094,271.618254084549,1958,0,14973.8166097701,19935.7398595799,25906.1380846787,0,0,-9999,-9999,0,-9999,0,0,16.4190635712036,0,16.4190635712036,7.40101514640929e-08,0.00980280877717063,0.540410884329986,0.719488630591258,0.934962632224388,6796,1
