"","r_max","K","catch_multiplier_1","catch_multiplier_2","catch_multiplier_3","premodern_catch_multiplier_1","sample.N.obs","add_CV","sample_premodern_catch","Nmin","YearMin","violate_MVP","N2008","N2012","N2018","ROI_IA1","ROI_IA2","q_IA1","q_IA2","ROI_Count1","q_Count1","NLL.IAs","NLL.Count","NLL.N","NLL.GR","NLL","Likelihood","Max_Dep","status2008","status2012","status2018","draw","save"
"1",0.0760084426044486,28136.741838526,1.02990378614252,1.36138851184864,1.0195928819393,1.72772674955195,23895.3420746839,0,0.0929490742273629,895.85604336545,1926,0,23895.3421130903,25884.7876103405,27376.4432299482,0,0,-9999,-9999,0,-9999,0,0,40.7946208884753,0,40.7946208884753,1.91920451564141e-18,0.0318393667790919,0.849257609506576,0.919963930397157,0.972978441749187,1,1
"2",0.0120953334565274,66176.916920599,1.06807213443257,1.31314895743504,1.01578608747169,1.68455609976035,21553.3045055345,0,0.769896773155779,10743.5250292093,1926,0,21553.3045021566,22538.1481896113,24082.8250720152,0,0,-9999,-9999,0,-9999,0,0,29.316794509866,0,29.316794509866,1.85301065802963e-13,0.16234550548947,0.32569218248739,0.340574164502907,0.363915791074258,2,1
"3",0.0844209544463083,30892.8993338537,1.07942971799595,1.36725179530215,1.01919108184477,1.68745645314856,7732.1880114032,0,0.842808954650536,307.742042078542,1968,0,7732.18868471563,10529.7017954241,16159.0995882451,0,0,-9999,-9999,0,-9999,0,0,86.2846420594464,0,86.2846420594464,3.36555026027663e-38,0.00996157850879685,0.250290158950616,0.34084537296521,0.523068405254449,3,1
"4",0.0596520070000552,34776.8452122983,1.1468101077268,1.25004785241559,1.01819250692755,1.67824575298526,22022.6316286717,0,0.571429949020967,1298.10040236604,1926,0,22022.6317345737,25431.2298865269,29673.2428046168,0,0,-9999,-9999,0,-9999,0,0,34.4716360381156,0,34.4716360381156,1.06944557159399e-15,0.0373265715864012,0.633255592913464,0.731269030623098,0.853247113804428,4,1
"5",0.00434491319954395,78215.7650220712,1.05781173672171,1.40764975173865,1.0194414487036,1.76651585104794,35323.645069031,0,0.198901252355427,28704.0070208122,1926,0,35323.6450792884,35847.3839859891,36641.1161781597,0,0,-9999,-9999,0,-9999,0,0,106.337969736204,0,106.337969736204,6.57667721005371e-47,0.36698492960738,0.45161797074184,0.458314049295223,0.468462031507589,5,1
"6",0.116170198118314,38719.8267030201,1.04829992082605,1.26739988873713,1.01960629437808,1.71210279618437,38719.8261072626,0,0.532921854406595,19193.1906935454,1913,0,38719.8261072626,38719.8265408137,38719.8266799757,0,0,-9999,-9999,0,-9999,0,0,128.017312682122,0,128.017312682122,2.52806079725935e-56,0.495694126958691,0.999999984613632,0.999999995810766,0.999999999404842,6,1
"7",0.0833112302580848,32418.0822283107,1.01325057173617,1.28853426877875,1.01475447400644,1.90401401855964,32418.0342317559,0,0.0602188857737929,9342.48856150195,1916,0,32418.0342318501,32418.0624816725,32418.0770173438,0,0,-9999,-9999,0,-9999,0,0,85.5127402213152,0,85.5127402213152,7.28263911606514e-38,0.288187576788338,0.999998519454042,0.999999390875808,0.999999839257399,7,1
"8",0.00276561186742038,91564.7119565516,1.04213158772289,1.26480726260226,1.01794597412032,1.74995106691343,21301.9979727687,0,0.752981693483889,18970.8109106155,1958,0,21301.9979785578,21531.2779038534,21879.4688433905,0,0,-9999,-9999,0,-9999,0,0,27.9348808921938,0,27.9348808921938,7.37964339311547e-13,0.207184738588129,0.23264418708231,0.235148207685841,0.238950883761558,8,1
"9",0.108821847941261,30077.8461418652,1.15504845806574,1.36012920210604,1.0154966009675,1.54956201467888,6509.20417159796,0,0.986974089872092,106.657880516015,1968,0,6509.19225202843,9692.5275336022,16721.4215178381,0,0,-9999,-9999,0,-9999,0,0,114.9569760406,0,114.9569760406,1.18800877716809e-50,0.00354606111132267,0.216411515017637,0.322248058849906,0.555938129311848,9,1
"10",0.116482123424299,36439.9169955514,1.05010088829434,1.37004801934119,1.02113026459938,1.75433767012952,36439.9164229399,0,0.05673584388569,17301.4145893118,1913,0,36439.9164229399,36439.9168402895,36439.9169736298,0,0,-9999,-9999,0,-9999,0,0,112.285797209611,0,112.285797209611,1.71750446891195e-49,0.47479291984732,0.999999984286146,0.999999995739236,0.999999999398419,10,1
"11",0.035833297079429,39600.3028612485,1.12178943893963,1.3071859093057,1.01577783181188,1.69703204866138,16085.9266034095,0,0.474088179180399,2531.88797835525,1926,0,16085.9262445545,18187.1030519859,21607.9345850566,0,0,-9999,-9999,0,-9999,0,0,18.5273082308253,0,18.5273082308253,8.98860447948702e-09,0.0639360761261466,0.406207152023971,0.45926676661312,0.545650740621011,11,1
"12",0.0683449860974215,33917.5760137848,1.14400852854774,1.28445175707806,1.01870664876038,1.66734597181542,9745.78345823102,0,0.715317527763546,583.045689551993,1958,0,9745.783509012,12487.9544914388,17631.3467875388,0,0,-9999,-9999,0,-9999,0,0,50.4157081031953,0,50.4157081031953,1.27272967291096e-22,0.0171900754144409,0.287337264462859,0.36818534692348,0.519829211273031,12,1
"13",0.115451865821611,32155.0137557254,1.29470330392336,1.3773376506241,1.01890681236941,1.57668042849821,30792.7204049192,0,0.74245094996877,451.696049466077,1958,0,30792.7005772967,31752.6108539317,32095.5475436605,0,0,-9999,-9999,0,-9999,0,0,77.8250310841217,0,77.8250310841217,1.58861422193993e-34,0.0140474531560618,0.957632946800214,0.987485531654545,0.998150639507835,13,1
