"","r_max","K","catch_multiplier_1","premodern_catch_multiplier_1","sample.N.obs","add_CV","sample_premodern_catch","Nmin","YearMin","violate_MVP","N2008","N2012","N2006","N2019","N2030","ROI_IA1","q_IA1","ROI_Count1","q_Count1","NLL.IAs","NLL.Count","NLL.N","NLL.GR","NLL","Likelihood","Max_Dep","status2008","status2012","status2006","status2019","status2030","draw","save"
"mean",0.0835470538715836,29391.4819300222,1.0185782627182,1.70913607414465,15388.0991587144,0,0.517439416886424,762.367657987108,1953.4411,0,15388.1012585136,19291.9667593446,13513.0873081181,24625.705100086,27775.7013486193,0.0828421622882908,0.0476570672095427,0,-9999,17.6281331841252,0,17.5034263241164,0,35.1315595082416,7.17845888853821e-16,0.0231557892156286,0.530650041647271,0.668501016901327,0.464339771405165,0.853998596859346,0.957605927773439,25802.4809,1
"median",0.0869003563020378,28187.3495237643,1.01858840872151,1.70955246571508,15324.2533397861,0,0.523253905354068,453.110495531699,1958,0,15324.2550615979,19292.8198008734,13406.6617553369,24777.3024168679,27614.3787844134,0.0861996676572896,0.0469202434720253,0,-9999,17.5917122083697,0,17.2310697263659,0,34.8270373131506,7.49565991283073e-16,0.0160769136367448,0.533924130648714,0.682082731822039,0.464538390077226,0.889412522812046,0.989383996104879,26342,1
"2.5%PI",0.0307823380688904,25349.6884299649,1.01298611986792,1.56748617493374,13443.9899515943,0,0.0234282459132373,201.080826105392,1926,0,13443.9669418215,17328.6829956093,11330.4731014584,21459.4961602046,25156.0498654611,0.0297954077907486,0.0167169075021805,0,-9999,17.4346828329769,0,16.4301586102427,0,34.2683049437748,4.51729545214489e-17,0.00765602743630299,0.396368177518489,0.44679563727564,0.371309262394874,0.538283717000197,0.683893096967495,1362.8,1
"97.5%PI",0.116457358739199,40860.7378956294,1.02398856494865,1.855146049584,17550.9933754773,0,0.978077744599432,3071.22029649697,1968,0,17550.9942064179,21283.0906763388,16225.8896270885,26372.5504049971,31177.5835843228,0.116111705267545,0.0820783951968423,0,-9999,17.9559776983118,0,20.047392360754,0,37.6360333464759,1.31058218062449e-15,0.0781533118912373,0.631982432510254,0.800885259188258,0.549094217893138,0.965126098126363,0.998860255340093,49753,1
"5%PI",0.040050258697127,25632.6585047922,1.01393502460153,1.58960718328838,13730.912549037,0,0.0526313530281186,216.916718803946,1926,0,13730.9125462942,17657.4750141025,11648.3169585262,22411.4613708913,25439.4740341021,0.0389831884912723,0.0196327510468077,0,-9999,17.4360416508222,0,16.4967648765389,0,34.3002517631739,8.90949817803636e-17,0.00827534580785742,0.434285183864762,0.502316801339507,0.397319276916684,0.621275518903808,0.796389520658959,2816.65,1
"95%PI",0.114361454767641,36797.1023745836,1.0232355224653,1.83372936316261,17167.9227177054,0,0.953842669958249,2053.23631113945,1968,0,17167.9122187529,20968.8958589202,15727.6279680774,26127.8465869681,30705.7896137198,0.113945705079413,0.0771140928728717,0,-9999,17.9221483846763,0,19.4046589348363,0,36.9568302897347,1.26937497256148e-15,0.0573141895683735,0.615565198359584,0.786802044714257,0.534673989568486,0.960461828203333,0.998628408619207,48342,1
"min",0.000679103770293295,24791.652308762,1.00900064847996,1.44225985630781,11979.5079929754,0,0.000198072288185358,158.638254596905,1926,0,11979.5900866707,15234.1922009596,10038.9674048186,16316.9033216743,16618.0995369694,0.000665133286551489,0.00853960486638092,0,-9999,17.4291197844789,0,16.3289154716388,0,34.1935352374077,2.55532041608681e-20,0.00612018610224076,0.186496512307982,0.189137677260643,0.185189188815275,0.193845832660352,0.201470329712733,23,1
"max",0.11798044751212,99390.8485023991,1.02851991486587,1.96992706188024,20984.1623203829,0,0.999595543835312,18376.3714427736,1968,0,20984.1623203937,23238.6813828596,20413.4862607294,27779.4218560705,32863.6547403577,0.117695432940956,0.0983178084921759,0,-9999,17.9830483728633,0,27.483986995913,0,45.1135242366177,1.41233047269279e-15,0.248509671987412,0.799199023866743,0.92160762101025,0.711850841462634,0.990085201609922,0.999697665054223,51210,1
"n",10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000
