"","r_max","K","catch_multiplier_1","premodern_catch_multiplier_1","sample.N.obs","add_CV","sample_premodern_catch","Nmin","YearMin","violate_MVP","N2012","N2008","N2018","ROI_IA1","q_IA1","ROI_Count1","q_Count1","NLL.IAs","NLL.Count","NLL.N","NLL.GR","NLL","Likelihood","Max_Dep","status2012","status2008","status2018","draw","save"
"1",0.0170307038105093,32742.8025917868,1,-999,19014.2626948655,0,-999,7189.69734802467,1926,0,19014.26270796,18076.9451762703,20428.5744892506,0,-9999,0,-9999,0,0,20.676470656543,0,20.676470656543,1.04790735513599e-09,0.219581000370082,0.580715797148332,0.552089123269024,0.623910382502652,75,1
"2",0.0903704493585974,23419.4675828144,1,-999,17435.6429966865,0,-999,394.550017881636,1958,0,17435.6429069864,13935.9236140044,21261.035535934,0,-9999,0,-9999,0,0,18.6743631616172,0,18.6743631616172,7.75938187182056e-09,0.016847095967765,0.744493564823008,0.595057234530422,0.907835989898235,134,1
"3",0.036190472913906,27376.9269578256,1,-999,17804.5789512107,0,-999,2444.31319572138,1926,0,17804.5789512919,16131.6637946781,20213.0851765556,0,-9999,0,-9999,0,0,19.1044787614378,0,19.1044787614378,5.04696501507681e-09,0.0892836949701062,0.650349799256871,0.589243044682444,0.738325569107665,166,1
"4",0.117947199694347,22203.8065333099,1,-999,19037.824950763,0,-999,212.187349957976,1968,0,19037.8150927113,15245.2078973279,21616.7540816071,0,-9999,0,-9999,0,0,16.9833244038342,0,16.9833244038342,4.20955246889303e-08,0.00955635015282878,0.857412221825615,0.686603347694337,0.973560729291075,243,1
"5",0.116769843462855,22251.6457599798,1,-999,17631.6180139547,0,-999,184.40724962133,1968,0,17631.2022773871,13435.901663322,21241.5972561235,0,-9999,0,-9999,0,0,18.5555054977376,0,18.5555054977376,8.73869040511598e-09,0.00828735328660459,0.792354977585401,0.603816086605459,0.954607919128709,339,1
"6",0.101788732864894,22890.2385825365,1,-999,17558.6185703287,0,-999,295.67842979261,1958,0,17558.6366852914,13745.284861843,21329.404092138,0,-9999,0,-9999,0,0,18.519601075545,0,18.519601075545,9.05814869977077e-09,0.0129172279583923,0.767079671187321,0.600486745137275,0.931812222717969,402,1
"7",0.116815267050173,22249.8354352018,1,-999,18559.3874856131,0,-999,206.828960542129,1968,0,18559.367221001,14600.3102111564,21515.087735367,0,-9999,0,-9999,0,0,17.1187217173384,0,17.1187217173384,3.67649196303226e-08,0.00929575237284236,0.834135033270311,0.656198570711991,0.966977387227218,514,1
"8",0.111628810730297,22464.5824057721,1,-999,18482.1016293718,0,-999,248.364345956985,1968,0,18482.1417655932,14608.4717112264,21576.3426019652,0,-9999,0,-9999,0,0,17.2002904414295,0,17.2002904414295,3.3885100195683e-08,0.0110558185089241,0.822723584696788,0.650289039313407,0.960460435553046,517,1
"9",0.0375983317433856,27180.2846583484,1,-999,17721.7893741326,0,-999,2293.73018431009,1926,0,17721.78888234,15996.5106679838,20197.9669296438,0,-9999,0,-9999,0,0,19.0900712883286,0,19.0900712883286,5.12020536509833e-09,0.0843894835224095,0.652008950792825,0.588533595915467,0.743110941755351,590,1
"10",0.108541375877801,22595.4818988115,1,-999,18535.6999231735,0,-999,266.306484419359,1958,0,18535.554418644,14745.5399134481,21637.1212410817,0,-9999,0,-9999,0,0,17.1826636159812,0,17.1826636159812,3.44876821435139e-08,0.0117858289374818,0.820321270493412,0.652587981061105,0.957586181962322,641,1
"11",0.0971632409752347,23100.2072148002,1,-999,19593.9898570068,0,-999,373.720885144549,1958,0,19593.9883092817,16386.7960921549,22155.1405122747,0,-9999,0,-9999,0,0,17.7271363692747,0,17.7271363692747,2.00079454601958e-08,0.0161782481719518,0.848216993340558,0.709378748847585,0.959088388526665,662,1
"12",0.0527447857772931,25675.6040945688,1,-999,19246.8467012513,0,-999,1385.42332598986,1926,0,19246.8467137477,17072.9228603188,21942.6700847273,0,-9999,0,-9999,0,0,18.829289314434,0,18.829289314434,6.64574315420984e-09,0.0539587431277973,0.749616119755445,0.664947270468714,0.854611638499635,729,1
"13",0.0930966421123594,23289.8381937982,1,-999,19127.9223042075,0,-999,404.99491493391,1958,0,19127.9249505351,15850.8741201396,22032.4282259843,0,-9999,0,-9999,0,0,17.3977026424049,0,17.3977026424049,2.78146592965469e-08,0.0173893400015873,0.821299177408137,0.680591852474122,0.946010360512133,819,1
"14",0.0829163614199497,23790.2783247708,1,-999,17713.1761105265,0,-999,502.733446403893,1958,0,17713.1609678309,14461.5997636493,21362.0711101676,0,-9999,0,-9999,0,0,18.1826982483527,0,18.1826982483527,1.26868698502561e-08,0.0211318858712317,0.74455459183879,0.607878544598264,0.897932795007493,830,1
"15",0.110611538831145,22507.4663050884,1,-999,18663.0191963632,0,-999,256.596778448405,1958,0,18663.0207964571,14866.0867440908,21646.9742560872,0,-9999,0,-9999,0,0,17.1005997298447,0,17.1005997298447,3.74372465948829e-08,0.0114005181645165,0.829192435233714,0.660495790267159,0.961768595481281,884,1
"16",0.0720454777902923,24383.6102102079,1,-999,19953.3238632139,0,-999,873.995040283523,1926,0,19953.3238622784,17370.3128923304,22542.91542341,0,-9999,0,-9999,0,0,19.007910101637,0,19.007910101637,5.55865256967780e-09,0.0358435454286271,0.818308843123043,0.712376581752383,0.924510982133921,908,1
"17",0.112126999561675,22443.7625315165,1,-999,19412.3928572517,0,-999,258.53531349389,1958,0,19412.4155687281,15884.324855422,21830.4919876355,0,-9999,0,-9999,0,0,17.263862195899,0,17.263862195899,3.17980078325143e-08,0.0115192500870049,0.864935883253456,0.707738946761559,0.972675234688487,978,1
