"","r_max","K","catch_multiplier_1","catch_multiplier_2","catch_multiplier_3","premodern_catch_multiplier_1","sample.N.obs","add_CV","sample_premodern_catch","Nmin","YearMin","violate_MVP","N2008","N2012","N2018","ROI_IA1","ROI_IA2","q_IA1","q_IA2","ROI_Count1","q_Count1","NLL.IAs","NLL.Count","NLL.N","NLL.GR","NLL","Likelihood","Max_Dep","status2008","status2012","status2018","draw","save"
"1",0.0764152797283605,30619.7987782076,1.12629892259866,1.37894602725049,1.01898563672319,1.77725685276855,26348.4426257201,0,0.130224463762715,942.665647795138,1926,0,26348.4451792616,28388.4614132496,29879.3180838822,0.0710109951526154,0.0178277956918291,0.0166190362929872,0.336099445816743,0,-9999,41.0093530574756,0,53.8745413845521,0,94.8838944420277,6.20080711689221e-42,0.0307861477021215,0.860503537927039,0.927127628070958,0.97581693140151,1,1
"2",0.0756587619287893,32796.6907015144,1.11913862799994,1.39091764098965,1.02107226423444,1.66241156934455,13104.5873897383,0,0.836728879017755,565.819569535076,1958,0,13104.5870959139,16850.5997134672,23061.405361651,0.0752855510710548,0.0637293504376117,0.0470941709844958,0.577423953278999,0,-9999,34.8970903781495,0,20.3248895129901,0,55.2219798911396,1.04087566110535e-24,0.0172523372764847,0.399570408343327,0.513789634046496,0.70316257123424,2,1
"3",0.0224507666877471,55488.3914610001,1.08420427342332,1.26746557561448,1.02114299978553,1.75051473125521,18539.9078134215,0,0.913459353847429,5107.97564869232,1926,0,18539.9078771646,20122.4508523979,22688.0081491778,0.0218435108579931,0.0206396087506187,0.0131218228280681,0.471568390856779,0,-9999,39.7281783594749,0,21.1066407586563,0,60.8348191181311,3.79991383968471e-27,0.092054851730248,0.334122280156478,0.362642533376389,0.408878461815279,3,1
"4",0.100094693228602,27395.3175974929,1.05457611581414,1.37271683894796,1.0185345250884,1.75276976943093,20740.2601672802,0,0.301211911719292,405.656999629458,1958,0,20740.1878861768,24219.6164687856,26633.1693437525,0.0985827135434851,0.0370000036125375,0.0370181244600384,0.40098750333558,0,-9999,38.3622789028051,0,29.1131177958813,0,67.4753966986864,4.963723134628e-30,0.0148075304542767,0.757070539969752,0.884078689089629,0.972179616059274,4,1
"5",0.0623163428311236,36896.3409752024,1.11829651864359,1.36268980019493,1.01732424557943,1.49470494286976,36894.9208289851,0,0.371505214134231,9003.82206889619,1917,0,36894.9208289851,36895.595904224,36896.0578479877,0.000181034536767433,4.37138677966686e-06,0.00443010126184095,0.254707126136406,0,-9999,45.2811894519413,0,115.402519904108,0,160.68370935605,1.64418883558719e-70,0.244030216301057,0.999961509835942,0.999979806372157,0.999992326414837,5,1
"6",0.0713997518448159,33729.5809409141,1.12687512024027,1.33301774302963,1.02075458663165,1.86919949442199,11361.8003213778,0,0.680437221424654,586.441200127077,1958,0,11361.7971511629,14597.4093386768,20403.3127880496,0.0711335260952952,0.0639243207789786,0.0511384748292186,0.665067665462927,0,-9999,34.7973991756923,0,30.9837741341513,0,65.7811733098436,2.70146545528053e-29,0.017386554584072,0.336849638632214,0.43277766670887,0.604908576355906,6,1
"7",0.10153304563323,29133.304655395,1.05173299931889,1.28321339636343,1.02168307515488,1.76791539399049,12813.8120092917,0,0.962697979761288,283.778904571951,1968,0,12813.8133265321,17560.8051689332,24419.2866105528,0.101282598204249,0.0792469291930111,0.0744542253905567,0.562412142957253,0,-9999,35.2430218806878,0,19.2357854356251,0,54.4788073163129,2.18854057056016e-24,0.00974070425338444,0.439833842336152,0.602774226152926,0.838191441012193,7,1
"8",0.0612518148827366,33503.2187379517,1.11527857417646,1.38920250651892,1.01909539673001,1.66478743813859,31757.4286817107,0,0.502513073850423,1592.4544099356,1926,0,31757.4286814901,32530.6483490388,33113.4210867261,0.044049354313449,0.0057576388317373,0.00835892182585699,0.290261219445138,0,-9999,43.4518389014916,0,83.4598922090971,0,126.911731110589,7.63722331809248e-56,0.0475313856376344,0.947891870625434,0.970970837264325,0.988365367092803,8,1
"9",0.0291307101300918,44751.902328068,1.07710197444467,1.25600484347204,1.0128683193356,1.61902409035251,10571.7250171583,0,0.779780914075673,2770.54288206516,1926,0,10571.7249986284,11811.2434986527,13915.329338278,0.0288801353855943,0.0280641970918085,0.0262532045008896,0.806034320989305,0,-9999,38.2371588404085,0,52.2196601974868,0,90.4568190378953,5.18922666815523e-40,0.0619089410267931,0.236229622623168,0.263927182627157,0.310943861922725,9,1
"10",0.0544055280326866,33259.1886009586,1.07947728359849,1.32771174614318,1.01532933975059,1.78755100282511,12445.0256132986,0,0.355591394705698,1153.11908271279,1957,0,12445.0257702052,15023.389737161,19413.2143236391,0.0538883604864875,0.04773755031688,0.0343346865381164,0.640775328869868,0,-9999,35.6729923294477,0,26.7980428959888,0,62.4710352254365,7.39901866365571e-28,0.0346706919566749,0.374183084245372,0.45170644171181,0.583694766476643,10,1
"11",0.089514675302431,30676.7304557051,1.15356689268311,1.25324387227884,1.01977985425914,1.61979061921045,30346.6634101933,0,0.462641373509541,810.459688078276,1926,0,30346.6641207295,30548.8955158796,30646.3658497601,0.0612472410701173,0.00158831698146455,0.00904564931927058,0.308093320290647,0,-9999,44.4047513839971,0,72.9871315087186,0,117.391882892716,1.04076586415623e-51,0.0264193633427956,0.989240498251529,0.995832836879077,0.999010174634197,11,1
