"","r_max","K","catch_multiplier_1","premodern_catch_multiplier_1","sample.N.obs","add_CV","sample_premodern_catch","Nmin","YearMin","violate_MVP","N2008","N2018","ROI_IA1","q_IA1","ROI_Count1","q_Count1","NLL.IAs","NLL.Count","NLL.N","NLL.GR","NLL","Likelihood","Max_Dep","status2008","status2018","draw","save"
"mean",0.0868059106545098,23858.468547282,1,-999,15653.4220830858,0,-999,756.565465974739,1952.5522,0,15653.4265795093,21640.1519526218,0,-9999,0,-9999,0,0,18.0512835204896,0,18.0512835204896,1.93948413900311e-08,0.0290235009505859,0.658441520100769,0.912768333857867,193049.8898,1
"median",0.0923701953100972,23324.4111420784,1,-999,15633.0054220743,0,-999,408.745222743355,1958,0,15633.0047169061,21741.1771542209,0,-9999,0,-9999,0,0,17.7858829365981,0,17.7858829365981,1.88664063803142e-08,0.0175168983413371,0.657634215071747,0.938373018202345,193108,1
"2.5%PI",0.0296341592272278,22246.7970194475,1,-999,13668.6752784968,0,-999,212.265374194026,1926,0,13668.6810431135,19891.6191842836,0,-9999,0,-9999,0,0,17.0396861591075,0,17.0396861591075,1.18518408121058e-09,0.00951012688279436,0.558711979903296,0.700125049561009,9817.9,1
"97.5%PI",0.1168897547286,28498.9548157753,1,-999,17814.5515877783,0,-999,3385.42858097248,1968,0,17814.5515784893,22495.8236176594,0,-9999,0,-9999,0,0,20.5533680317448,0,20.5533680317448,3.9788569718318e-08,0.118809353626136,0.758567882942804,0.979495976263635,377745.55,1
"5%PI",0.039931032027537,22291.3640094448,1,-999,13945.2360326541,0,-999,226.543163547706,1926,0,13945.2360345077,20447.5038397909,0,-9999,0,-9999,0,0,17.081071435012,0,17.081071435012,2.20074041013951e-09,0.0101556989460715,0.578007898587521,0.769741760052605,19838.4,1
"95%PI",0.115801614429522,26932.2193970855,1,-999,17499.666763976,0,-999,2135.88886889688,1968,0,17499.5887721427,22376.9842324279,0,-9999,0,-9999,0,0,19.9344719835575,0,19.9344719835575,3.81755173206587e-08,0.079369540657334,0.741280121437307,0.976278796551337,367361.85,1
"min",0.000652937682345509,22201.9645622202,1,-999,11993.7903636601,0,-999,161.958596798973,1926,0,11993.7902614377,15875.9703257337,0,-9999,0,-9999,0,0,16.9744672757527,0,16.9744672757527,7.72341581442415e-12,0.00729457163317422,0.372625236804321,0.374832771978923,21,1
"max",0.117993685564492,47962.017092621,1,-999,20327.5853135856,0,-999,17572.3216101164,1968,0,20327.5857549215,23459.1715680238,0,-9999,0,-9999,0,0,25.5867643867414,0,25.5867643867414,4.24700261984149e-08,0.376122564438297,0.896119316640694,0.993038974118601,387067,1
"n",10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000
