"","r_max","K","catch_multiplier_1","premodern_catch_multiplier_1","sample.N.obs","add_CV","sample_premodern_catch","Nmin","YearMin","violate_MVP","N2008","N2012","N2006","N2019","N2030","ROI_IA1","ROI_IA2","q_IA1","q_IA2","ROI_Count1","q_Count1","NLL.IAs","NLL.Count","NLL.N","NLL.GR","NLL","Likelihood","Max_Dep","status2008","status2012","status2006","status2019","status2030","draw","save"
"mean",0.093895521638392,23744.7834676661,1.01863931653257,-999,14982.1119164841,0,-999,453.923691169173,1957.8938,0,14982.1178691976,18492.6761426518,13129.526438248,22209.9818569892,23552.1989273564,0.0929305254290047,0.0514528213068544,0.0535322178835609,0.529755165119983,0,-9999,42.0185782406843,0,17.7676278832954,0,59.7862061239797,1.40684164740354e-26,0.0187309053124273,0.63135190547571,0.780061168673818,0.552823058590673,0.9366857264206,0.992302543098709,990863.7657,1
"median",0.0964099576503504,23556.3684433786,1.01859709940254,-999,14957.780921075,0,-999,355.651808591264,1958,0,14957.7822502314,18504.5984051318,13078.1592626593,22227.1301888896,23479.6439115563,0.0955882863912755,0.0518270235389821,0.0536351726057106,0.528951915485856,0,-9999,41.9357258714591,0,17.5407348908108,0,59.4928470952336,1.4540682805616e-26,0.0150884146927371,0.629903490286231,0.78423874690112,0.551274771080115,0.94788987855488,0.996784263650613,992488.5,1
"2.5%PI",0.0560276076989248,22652.8872874474,1.01314854150368,-999,13270.2707587014,0,-999,200.102772835999,1926,0,13270.2738862228,16965.7373489253,11289.9086657114,21350.4734484656,22635.0304189195,0.054062214300256,0.0343036123931033,0.0253409360710988,0.488142186684081,0,-9999,41.170097555537,0,16.9252314160603,0,58.9402735179946,8.80032607163406e-28,0.00882134655042077,0.559376567015503,0.68014332108206,0.485510665951136,0.834827128709896,0.957029142991701,51419.35,1
"97.5%PI",0.116807256796141,25857.7509517574,1.02407115702317,-999,16886.1698069668,0,-999,1251.0258060632,1968,0,16886.1698026541,19923.6167456601,15342.1291853087,22859.8762581283,24779.7194493468,0.116247334644116,0.0657060345596772,0.0811973689916637,0.576988047135136,0,-9999,43.3486038837659,0,19.9494213288217,0,62.2975940259826,2.52676265368896e-26,0.0482620138101767,0.709787103347687,0.860818116353592,0.627878653041603,0.978814008390881,0.999335639678907,1921797.075,1
"5%PI",0.0626380342939636,22708.2099320824,1.01401706463715,-999,13521.186750062,0,-999,212.398896583362,1926,0,13521.1164931466,17205.2484570206,11558.6001994248,21609.5780051445,22689.2255116772,0.0609365101684445,0.0373326682277018,0.0284776305807502,0.494651543085853,0,-9999,41.2708527034573,0,16.9627271317558,0,58.9645868329794,1.66490271359267e-27,0.00933557507719742,0.569653299771113,0.698178725333931,0.495791243868865,0.860772850996765,0.971307060406136,99161.1,1
"95%PI",0.115703469733149,25419.6407563468,1.0232583845014,-999,16547.1605145198,0,-999,1054.05753331828,1968,0,16547.1608925741,19718.6189803398,14937.8054657901,22751.8425103508,24642.2386058484,0.115135198706491,0.0636963572358486,0.0777905630100815,0.568555737509225,0,-9999,43.0504478883636,0,19.3593509982455,0,61.6600308194904,2.46606949357691e-26,0.0414281009072174,0.696921444904576,0.849446087101758,0.614719081129734,0.976078400773961,0.999236485156646,1872993.3,1
"min",0.0266836082935333,22490.0208540622,1.00821061238997,-999,11796.7610792257,0,-999,166.659472660589,1926,0,11796.7843738824,15591.0277104572,9815.78678720697,19280.4634221624,22475.4956456373,0.0240447367263747,0.018639023893041,0.0142462860795868,0.446070776695286,0,-9999,40.7244993799291,0,16.8402993685085,0,58.8201000621808,1.81752331076755e-30,0.00735884730240158,0.504492189408857,0.585918133399404,0.430119934507287,0.686643049018972,0.812306805881521,194,1
"max",0.117996884583961,29736.3468057897,1.02893002660693,-999,19496.2358186021,0,-999,4047.97625975427,1968,0,19496.2353316095,21383.1230547791,18456.3309526789,23843.7083960333,25696.1214478148,0.117632062184561,0.0768723193905381,0.096164474756984,0.627061368898334,0,-9999,45.7371156073468,0,25.2351342968115,0,68.4800780337463,2.84941114078654e-26,0.13612890265882,0.797398790871632,0.923253744796264,0.707000081679074,0.991000736411674,0.999756667812402,1971877,1
"n",10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000
