"","r_max","K","catch_multiplier_1","premodern_catch_multiplier_1","sample.N.obs","add_CV","sample_premodern_catch","Nmin","YearMin","violate_MVP","N2008","N2012","N2006","N2019","N2030","ROI_IA1","ROI_IA2","q_IA1","q_IA2","ROI_Count1","q_Count1","NLL.IAs","NLL.Count","NLL.N","NLL.GR","NLL","Likelihood","Max_Dep","status2008","status2012","status2006","status2019","status2030","draw","save"
"mean",0.0868419717964185,27406.6638037177,1.02990253694789,1.7105266815439,15348.6590553022,0,0.545926822330942,541.433573881694,1957.4048,0,14941.0429767565,19364.1381850156,12926.2891249031,24865.8752465565,27024.934935752,0.0864451145571595,0.064133801609025,0.0516880876727265,0.508989293347029,0,-9999,41.0369981672845,0,17.1564348147387,0,58.1934329820232,7.31649867028436e-26,0.0194331741969237,0.549449040846346,0.714198351350721,0.474605176665802,0.914109565043959,0.987852508081873,989064.1628,1
"median",0.0876872113908175,27193.446086996,1.0190327630839,1.71128734298516,15035.1404345711,0,0.566105530015193,439.84434689923,1958,0,14912.9602582401,19348.368779349,12884.9278460249,24925.0843898619,27068.3933666519,0.0872802132131267,0.0642872537894965,0.05018294497284,0.508359890626003,0,-9999,40.9688197696086,0,16.9636395207254,0,57.9456283967557,6.83177157319174e-26,0.0162891265579371,0.548827563812252,0.710791875415828,0.473676309394274,0.926847740200967,0.996310140160866,542911,1
"2.5%PI",0.0513931773291202,22821.3550406521,1.01274505762449,1.56827567845847,13209.7910342709,0,0.0318188862351235,197.59325597649,1926,0,13172.6250651301,17447.179759031,11029.9032659972,22368.9976428454,22807.080953026,0.0509494035469432,0.04265633125506,0.025641746355528,0.463299346876026,0,-9999,40.3066207198132,0,16.279713462297,0,56.943286581561,4.16525705177422e-27,0.00758289727413679,0.445294199841594,0.554588126593634,0.388520153158851,0.733241134757796,0.921418431972304,24745.275,1
"97.5%PI",0.115981562083203,33578.3544525564,1.14680185623806,1.8532660614804,19758.6941953807,0,0.979797714570304,1399.41270061175,1968,0,16849.2237054332,21332.4197083292,15072.0985161025,27006.5710819844,31323.7153733578,0.115619967420805,0.0852213880389964,0.0839649009398667,0.55900729584257,0,-9999,42.2617635090303,0,19.1420779911667,0,60.7430199808433,1.86142205901483e-25,0.0475511175869727,0.653269133465389,0.888614631672646,0.561557531531429,0.999999999758162,1,4876842.35,1
"5%PI",0.0568436823446536,23315.1916867448,1.01374346886462,1.58970943369288,13491.4917225309,0,0.0638636326300912,211.832637525079,1926,0,13445.3322396396,17756.0211920795,11305.0742651583,22858.1098399441,23312.1173513517,0.0563636677154447,0.0465276766264627,0.02840176127673,0.469936200737441,0,-9999,40.3841518907088,0,16.3462918464771,0,57.0633667271822,7.82404787873179e-27,0.00815203885100222,0.460988002544112,0.577899587865245,0.402474762820854,0.770452363239042,0.946780582488854,51094.8,1
"95%PI",0.114198209123919,32230.473611298,1.11726809507631,1.8319627176897,19163.129490189,0,0.962108365586028,1202.0835483031,1968,0,16544.077654827,21037.3261356887,14704.3733675195,26575.843233979,30714.4446230932,0.113907907181262,0.0815791821151392,0.0794233057775087,0.550677742977313,0,-9999,41.9238333730169,0,18.6373622815147,0,60.1125955150708,1.65080095544387e-25,0.0416686096273546,0.636649043992632,0.860068900582523,0.548548344651569,0.999999657597361,1,4294151.65,1
"min",0.0272084381286986,21220.3606752688,1.00027180227784,1.40265442622529,11584.5222384669,0,8.6858170107007e-05,147.338983642819,1926,0,11584.5222241482,15709.9176649342,9734.10197200496,19635.1185228016,21220.3606752724,0.027160786194065,0.025350444616276,0.0160286710778128,0.428889539888826,0,-9999,40.1511784379578,0,16.2012390381819,0,56.7494445621853,3.03508227838885e-29,0.00575145718081661,0.338960478501438,0.384037292413454,0.303341815676479,0.459717886208435,0.593112273791447,162,1
"max",0.117995738340542,46551.8082021065,1.42641299716808,1.96802262177879,21853.4316074802,0,0.999966828851029,3598.33148212097,1968,0,18607.8555353237,23024.9732408931,17295.5378974699,30947.762869853,37486.6406854003,0.117974221608149,0.102826638006386,0.104911954983849,0.618226154874895,0,-9999,44.6742065290432,0,24.7325475094866,0,65.6647291628353,2.25958860305111e-25,0.100527390071198,0.776219766837759,0.99655133086313,0.686721126065819,1.00001087823141,1.00000000002809,5708010,1
"n",10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000
